CE14	LANGLANGGARGEN_20050213.0141-CE1
EM11	LANGLANGGARGEN_20050213.0141-E17-69
EM12	LANGLANGGARGEN_20050213.0141-E17-70
EM13	LANGLANGGARGEN_20050213.0141-E30-71
EM14	LANGLANGGARGEN_20050213.0141-E31-72
EM15	LANGLANGGARGEN_20050213.0141-E32-73
EM16	LANGLANGGARGEN_20050213.0141-E33-74
EM17	LANGLANGGARGEN_20050213.0141-E1-75
R1	LANGLANGGARGEN_20050213.0141-R1
R2	LANGLANGGARGEN_20050213.0141-R2
R3	LANGLANGGARGEN_20050213.0141-R3
R4	LANGLANGGARGEN_20050213.0141-R4
R5	LANGLANGGARGEN_20050213.0141-R5
R6	LANGLANGGARGEN_20050213.0141-R6
R7	LANGLANGGARGEN_20050213.0141-R7
R8	LANGLANGGARGEN_20050213.0141-R8
R9	LANGLANGGARGEN_20050213.0141-R9
R10	LANGLANGGARGEN_20050213.0141-R10
RM1	LANGLANGGARGEN_20050213.0141-R1-1
RM2	LANGLANGGARGEN_20050213.0141-R2-1
RM3	LANGLANGGARGEN_20050213.0141-R3-1
RM4	LANGLANGGARGEN_20050213.0141-R4-1
RM5	LANGLANGGARGEN_20050213.0141-R5-1
RM6	LANGLANGGARGEN_20050213.0141-R6-1
RM7	LANGLANGGARGEN_20050213.0141-R7-1
RM8	LANGLANGGARGEN_20050213.0141-R8-1
RM9	LANGLANGGARGEN_20050213.0141-R9-1
RM10	LANGLANGGARGEN_20050213.0141-R10-1
V1	LANGLANGGARGEN_20050213.0141-EV1
VM1	LANGLANGGARGEN_20050213.0141-EV1-1
Q1	LANGLANGGARGEN_20050213.0141-T1
Q2	LANGLANGGARGEN_20050213.0141-T2
Q3	LANGLANGGARGEN_20050213.0141-T3
Q4	LANGLANGGARGEN_20050213.0141-T4
Q5	LANGLANGGARGEN_20050213.0141-T5
Q6	LANGLANGGARGEN_20050213.0141-T6
Q7	LANGLANGGARGEN_20050213.0141-T7
Q8	LANGLANGGARGEN_20050213.0141-T8
Q9	LANGLANGGARGEN_20050213.0141-T9
Q10	LANGLANGGARGEN_20050213.0141-T10
Q11	LANGLANGGARGEN_20050213.0141-T11
Q12	LANGLANGGARGEN_20050213.0141-T12
