CE13	GLOVEBX_20041205.0542-CE1
E29	GLOVEBX_20041205.0542-E16
E30	GLOVEBX_20041205.0542-E17
E31	GLOVEBX_20041205.0542-E18
E1	GLOVEBX_20041205.0542-E19
E32	GLOVEBX_20041205.0542-E20
E33	GLOVEBX_20041205.0542-E21
E34	GLOVEBX_20041205.0542-E22
E35	GLOVEBX_20041205.0542-E23
E36	GLOVEBX_20041205.0542-E24
E37	GLOVEBX_20041205.0542-E25
E39	GLOVEBX_20041205.0542-E26
E2	GLOVEBX_20041205.0542-E27
E3	GLOVEBX_20041205.0542-E28
E4	GLOVEBX_20041205.0542-E29
E5	GLOVEBX_20041205.0542-E30
E6	GLOVEBX_20041205.0542-E31
E7	GLOVEBX_20041205.0542-E32
E8	GLOVEBX_20041205.0542-E33
E9	GLOVEBX_20041205.0542-E34
E10	GLOVEBX_20041205.0542-E35
E11	GLOVEBX_20041205.0542-E36
E12	GLOVEBX_20041205.0542-E37
E13	GLOVEBX_20041205.0542-E38
EM1	GLOVEBX_20041205.0542-E19-1
EM18	GLOVEBX_20041205.0542-E1-2
EM19	GLOVEBX_20041205.0542-E2-3
EM20	GLOVEBX_20041205.0542-E3-4
EM21	GLOVEBX_20041205.0542-E2-5
EM22	GLOVEBX_20041205.0542-E3-6
EM23	GLOVEBX_20041205.0542-E4-7
EM24	GLOVEBX_20041205.0542-E31-8
EM25	GLOVEBX_20041205.0542-E3-9
EM26	GLOVEBX_20041205.0542-E6-10
EM27	GLOVEBX_20041205.0542-E5-11
EM28	GLOVEBX_20041205.0542-E7-12
EM29	GLOVEBX_20041205.0542-E5-13
EM30	GLOVEBX_20041205.0542-E2-14
EM31	GLOVEBX_20041205.0542-E2-15
EM32	GLOVEBX_20041205.0542-E3-16
EM33	GLOVEBX_20041205.0542-E5-17
EM35	GLOVEBX_20041205.0542-E8-18
EM36	GLOVEBX_20041205.0542-E9-19
EM37	GLOVEBX_20041205.0542-E10-20
EM38	GLOVEBX_20041205.0542-E31-21
EM39	GLOVEBX_20041205.0542-E11-22
EM40	GLOVEBX_20041205.0542-E31-23
EM41	GLOVEBX_20041205.0542-E12-24
EM42	GLOVEBX_20041205.0542-E31-25
EM43	GLOVEBX_20041205.0542-E5-26
EM44	GLOVEBX_20041205.0542-E3-27
EM45	GLOVEBX_20041205.0542-E3-28
EM46	GLOVEBX_20041205.0542-E6-29
EM47	GLOVEBX_20041205.0542-E5-30
EM48	GLOVEBX_20041205.0542-E26-31
EM49	GLOVEBX_20041205.0542-E3-32
EM50	GLOVEBX_20041205.0542-E13-33
EM51	GLOVEBX_20041205.0542-E5-34
EM52	GLOVEBX_20041205.0542-E14-35
EM53	GLOVEBX_20041205.0542-E15-36
EM54	GLOVEBX_20041205.0542-E31-37
EM55	GLOVEBX_20041205.0542-E31-38
EM56	GLOVEBX_20041205.0542-E3-39
EM57	GLOVEBX_20041205.0542-E16-40
EM58	GLOVEBX_20041205.0542-E31-41
EM59	GLOVEBX_20041205.0542-E31-42
EM60	GLOVEBX_20041205.0542-E17-43
EM61	GLOVEBX_20041205.0542-E18-44
EM62	GLOVEBX_20041205.0542-E20-45
EM63	GLOVEBX_20041205.0542-E18-46
EM64	GLOVEBX_20041205.0542-E2-47
EM65	GLOVEBX_20041205.0542-E21-48
EM66	GLOVEBX_20041205.0542-E3-49
EM67	GLOVEBX_20041205.0542-E5-50
EM68	GLOVEBX_20041205.0542-E2-51
EM69	GLOVEBX_20041205.0542-E22-52
EM70	GLOVEBX_20041205.0542-E31-53
EM71	GLOVEBX_20041205.0542-E2-54
EM72	GLOVEBX_20041205.0542-E23-55
EM73	GLOVEBX_20041205.0542-E24-56
EM74	GLOVEBX_20041205.0542-E24-57
EM75	GLOVEBX_20041205.0542-E31-58
EM76	GLOVEBX_20041205.0542-E31-59
EM77	GLOVEBX_20041205.0542-E31-60
EM78	GLOVEBX_20041205.0542-E1-61
EM79	GLOVEBX_20041205.0542-E25-62
EM80	GLOVEBX_20041205.0542-E31-63
EM81	GLOVEBX_20041205.0542-E31-64
EM2	GLOVEBX_20041205.0542-E27-65
EM3	GLOVEBX_20041205.0542-E28-66
EM4	GLOVEBX_20041205.0542-E29-67
EM5	GLOVEBX_20041205.0542-E30-68
EM6	GLOVEBX_20041205.0542-E31-69
EM7	GLOVEBX_20041205.0542-E32-70
EM8	GLOVEBX_20041205.0542-E31-71
EM9	GLOVEBX_20041205.0542-E29-72
EM10	GLOVEBX_20041205.0542-E33-73
EM11	GLOVEBX_20041205.0542-E34-74
EM12	GLOVEBX_20041205.0542-E30-75
EM13	GLOVEBX_20041205.0542-E35-76
EM14	GLOVEBX_20041205.0542-E36-77
EM15	GLOVEBX_20041205.0542-E35-78
EM16	GLOVEBX_20041205.0542-E37-79
EM17	GLOVEBX_20041205.0542-E38-80
R2	GLOVEBX_20041205.0542-R1
R3	GLOVEBX_20041205.0542-R2
R4	GLOVEBX_20041205.0542-R3
R5	GLOVEBX_20041205.0542-R4
R6	GLOVEBX_20041205.0542-R5
R7	GLOVEBX_20041205.0542-R6
R8	GLOVEBX_20041205.0542-R7
R9	GLOVEBX_20041205.0542-R8
R10	GLOVEBX_20041205.0542-R9
R11	GLOVEBX_20041205.0542-R10
R12	GLOVEBX_20041205.0542-R11
RM2	GLOVEBX_20041205.0542-R1-1
RM3	GLOVEBX_20041205.0542-R2-1
RM4	GLOVEBX_20041205.0542-R3-1
RM5	GLOVEBX_20041205.0542-R4-1
RM6	GLOVEBX_20041205.0542-R5-1
RM7	GLOVEBX_20041205.0542-R6-1
RM8	GLOVEBX_20041205.0542-R7-1
RM9	GLOVEBX_20041205.0542-R8-1
RM10	GLOVEBX_20041205.0542-R9-1
RM11	GLOVEBX_20041205.0542-R9-2
RM12	GLOVEBX_20041205.0542-R9-3
V1	GLOVEBX_20041205.0542-EV1
V2	GLOVEBX_20041205.0542-EV2
V3	GLOVEBX_20041205.0542-EV3
V5	GLOVEBX_20041205.0542-EV4
V6	GLOVEBX_20041205.0542-EV5
V7	GLOVEBX_20041205.0542-EV6
VM1	GLOVEBX_20041205.0542-EV1-1
VM2	GLOVEBX_20041205.0542-EV2-1
VM3	GLOVEBX_20041205.0542-EV3-1
VM5	GLOVEBX_20041205.0542-EV4-1
VM6	GLOVEBX_20041205.0542-EV4-2
VM7	GLOVEBX_20041205.0542-EV5-1
VM8	GLOVEBX_20041205.0542-EV6-1
Q1	GLOVEBX_20041205.0542-T1
Q2	GLOVEBX_20041205.0542-T2
Q3	GLOVEBX_20041205.0542-T3
Q4	GLOVEBX_20041205.0542-T4
Q5	GLOVEBX_20041205.0542-T5
Q6	GLOVEBX_20041205.0542-T6
Q7	GLOVEBX_20041205.0542-T7
Q8	GLOVEBX_20041205.0542-T8
Q9	GLOVEBX_20041205.0542-T9
Q10	GLOVEBX_20041205.0542-T10
Q11	GLOVEBX_20041205.0542-T11
Q12	GLOVEBX_20041205.0542-T12
Q13	GLOVEBX_20041205.0542-T13
