CE8	NJWSL_20050111.1905-CE1
RM29	NJWSL_20050111.1905-R23-1
RM30	NJWSL_20050111.1905-R24-1
RM31	NJWSL_20050111.1905-R25-1
RM32	NJWSL_20050111.1905-R26-1
RM33	NJWSL_20050111.1905-R27-1
RM34	NJWSL_20050111.1905-R28-1
RM35	NJWSL_20050111.1905-R27-2
RM36	NJWSL_20050111.1905-R30-1
RM37	NJWSL_20050111.1905-R31-1
RM1	NJWSL_20050111.1905-R3-2
V1	NJWSL_20050111.1905-EV1
V2	NJWSL_20050111.1905-EV2
V6	NJWSL_20050111.1905-EV3
V7	NJWSL_20050111.1905-EV4
VM1	NJWSL_20050111.1905-EV1-1
VM2	NJWSL_20050111.1905-EV2-1
VM6	NJWSL_20050111.1905-EV2-2
VM8	NJWSL_20050111.1905-EV1-2
VM10	NJWSL_20050111.1905-EV3-1
VM11	NJWSL_20050111.1905-EV4-1
Q1	NJWSL_20050111.1905-T1
Q2	NJWSL_20050111.1905-T2
Q3	NJWSL_20050111.1905-T3
Q4	NJWSL_20050111.1905-T4
Q5	NJWSL_20050111.1905-T5
Q6	NJWSL_20050111.1905-T6
Q7	NJWSL_20050111.1905-T7
Q8	NJWSL_20050111.1905-T8
Q9	NJWSL_20050111.1905-T9
