CE11	GLOVEBX_20041119.0805-CE1
VM6	GLOVEBX_20041119.0805-EV1-1
VM7	GLOVEBX_20041119.0805-EV2-1
VM10	GLOVEBX_20041119.0805-EV3-1
VM11	GLOVEBX_20041119.0805-EV4-1
VM12	GLOVEBX_20041119.0805-EV5-1
Q7	GLOVEBX_20041119.0805-T1
Q8	GLOVEBX_20041119.0805-T2
Q9	GLOVEBX_20041119.0805-T3
Q10	GLOVEBX_20041119.0805-T4
Q11	GLOVEBX_20041119.0805-T5
Q4	GLOVEBX_20041119.0805-T6
Q12	GLOVEBX_20041119.0805-T7
Q1	GLOVEBX_20041119.0805-T8
Q2	GLOVEBX_20041119.0805-T9
Q3	GLOVEBX_20041119.0805-T10
Q6	GLOVEBX_20041119.0805-T11
