CE7	GLOVEBX_20041117.0650-CE1
EM56	GLOVEBX_20041117.0650-E11-43
EM57	GLOVEBX_20041117.0650-E12-44
EM58	GLOVEBX_20041117.0650-E17-45
EM59	GLOVEBX_20041117.0650-E16-46
EM60	GLOVEBX_20041117.0650-E16-47
EM61	GLOVEBX_20041117.0650-E17-48
EM62	GLOVEBX_20041117.0650-E17-49
EM63	GLOVEBX_20041117.0650-E16-50
EM64	GLOVEBX_20041117.0650-E16-51
EM65	GLOVEBX_20041117.0650-E17-52
EM67	GLOVEBX_20041117.0650-E16-53
EM68	GLOVEBX_20041117.0650-E16-54
EM69	GLOVEBX_20041117.0650-E16-55
EM70	GLOVEBX_20041117.0650-E11-56
EM71	GLOVEBX_20041117.0650-E17-57
EM72	GLOVEBX_20041117.0650-E16-58
EM73	GLOVEBX_20041117.0650-E16-59
EM74	GLOVEBX_20041117.0650-E17-60
EM75	GLOVEBX_20041117.0650-E16-61
EM76	GLOVEBX_20041117.0650-E13-62
EM77	GLOVEBX_20041117.0650-E14-63
EM1	GLOVEBX_20041117.0650-E15-64
EM2	GLOVEBX_20041117.0650-E16-65
EM3	GLOVEBX_20041117.0650-E16-66
EM4	GLOVEBX_20041117.0650-E17-67
EM5	GLOVEBX_20041117.0650-E16-68
EM6	GLOVEBX_20041117.0650-E16-69
EM7	GLOVEBX_20041117.0650-E16-70
EM8	GLOVEBX_20041117.0650-E17-71
EM9	GLOVEBX_20041117.0650-E16-72
EM10	GLOVEBX_20041117.0650-E18-73
EM11	GLOVEBX_20041117.0650-E19-74
EM12	GLOVEBX_20041117.0650-E20-75
R1	GLOVEBX_20041117.0650-R1
R2	GLOVEBX_20041117.0650-R2
R3	GLOVEBX_20041117.0650-R3
R4	GLOVEBX_20041117.0650-R4
R5	GLOVEBX_20041117.0650-R5
R6	GLOVEBX_20041117.0650-R6
R7	GLOVEBX_20041117.0650-R7
R8	GLOVEBX_20041117.0650-R8
R9	GLOVEBX_20041117.0650-R9
R10	GLOVEBX_20041117.0650-R10
R11	GLOVEBX_20041117.0650-R11
R12	GLOVEBX_20041117.0650-R12
R13	GLOVEBX_20041117.0650-R13
R14	GLOVEBX_20041117.0650-R14
R15	GLOVEBX_20041117.0650-R15
R16	GLOVEBX_20041117.0650-R16
R17	GLOVEBX_20041117.0650-R17
RM1	GLOVEBX_20041117.0650-R1-1
RM2	GLOVEBX_20041117.0650-R1-2
RM3	GLOVEBX_20041117.0650-R3-1
RM4	GLOVEBX_20041117.0650-R4-1
RM5	GLOVEBX_20041117.0650-R5-1
RM6	GLOVEBX_20041117.0650-R1-3
RM7	GLOVEBX_20041117.0650-R7-1
RM8	GLOVEBX_20041117.0650-R8-1
RM9	GLOVEBX_20041117.0650-R8-2
RM10	GLOVEBX_20041117.0650-R10-1
RM11	GLOVEBX_20041117.0650-R1-4
RM12	GLOVEBX_20041117.0650-R12-1
RM13	GLOVEBX_20041117.0650-R13-1
RM14	GLOVEBX_20041117.0650-R14-1
RM15	GLOVEBX_20041117.0650-R15-1
RM16	GLOVEBX_20041117.0650-R16-1
RM17	GLOVEBX_20041117.0650-R17-1
V1	GLOVEBX_20041117.0650-EV1
V2	GLOVEBX_20041117.0650-EV2
V3	GLOVEBX_20041117.0650-EV3
V4	GLOVEBX_20041117.0650-EV4
V6	GLOVEBX_20041117.0650-EV5
V7	GLOVEBX_20041117.0650-EV6
V8	GLOVEBX_20041117.0650-EV7
VM1	GLOVEBX_20041117.0650-EV1-1
VM2	GLOVEBX_20041117.0650-EV2-1
VM3	GLOVEBX_20041117.0650-EV3-1
VM4	GLOVEBX_20041117.0650-EV4-1
VM5	GLOVEBX_20041117.0650-EV4-2
VM6	GLOVEBX_20041117.0650-EV5-1
VM7	GLOVEBX_20041117.0650-EV6-1
VM8	GLOVEBX_20041117.0650-EV7-1
Q1	GLOVEBX_20041117.0650-T1
Q2	GLOVEBX_20041117.0650-T2
Q3	GLOVEBX_20041117.0650-T3
Q4	GLOVEBX_20041117.0650-T4
Q5	GLOVEBX_20041117.0650-T5
Q6	GLOVEBX_20041117.0650-T6
Q7	GLOVEBX_20041117.0650-T7
Q8	GLOVEBX_20041117.0650-T8
Q9	GLOVEBX_20041117.0650-T9
Q10	GLOVEBX_20041117.0650-T10
Q11	GLOVEBX_20041117.0650-T11
