CE4	NYT_ENG_20030403.0008-CE1
E29	NYT_ENG_20030403.0008-E11
E30	NYT_ENG_20030403.0008-E12
E32	NYT_ENG_20030403.0008-E13
E33	NYT_ENG_20030403.0008-E14
E35	NYT_ENG_20030403.0008-E15
E37	NYT_ENG_20030403.0008-E16
E38	NYT_ENG_20030403.0008-E17
E39	NYT_ENG_20030403.0008-E18
E130	NYT_ENG_20030403.0008-E19
E42	NYT_ENG_20030403.0008-E20
E43	NYT_ENG_20030403.0008-E21
E44	NYT_ENG_20030403.0008-E22
E45	NYT_ENG_20030403.0008-E23
E46	NYT_ENG_20030403.0008-E24
E47	NYT_ENG_20030403.0008-E25
E48	NYT_ENG_20030403.0008-E26
E49	NYT_ENG_20030403.0008-E27
E50	NYT_ENG_20030403.0008-E28
E51	NYT_ENG_20030403.0008-E29
E52	NYT_ENG_20030403.0008-E30
E53	NYT_ENG_20030403.0008-E31
E54	NYT_ENG_20030403.0008-E32
E55	NYT_ENG_20030403.0008-E33
E56	NYT_ENG_20030403.0008-E34
E57	NYT_ENG_20030403.0008-E35
E58	NYT_ENG_20030403.0008-E36
E59	NYT_ENG_20030403.0008-E37
E61	NYT_ENG_20030403.0008-E38
E62	NYT_ENG_20030403.0008-E39
E64	NYT_ENG_20030403.0008-E40
E65	NYT_ENG_20030403.0008-E41
E66	NYT_ENG_20030403.0008-E42
E69	NYT_ENG_20030403.0008-E43
E71	NYT_ENG_20030403.0008-E44
E72	NYT_ENG_20030403.0008-E45
E75	NYT_ENG_20030403.0008-E46
E76	NYT_ENG_20030403.0008-E47
E77	NYT_ENG_20030403.0008-E48
E78	NYT_ENG_20030403.0008-E49
E79	NYT_ENG_20030403.0008-E50
E80	NYT_ENG_20030403.0008-E51
E81	NYT_ENG_20030403.0008-E52
E82	NYT_ENG_20030403.0008-E53
E83	NYT_ENG_20030403.0008-E54
E85	NYT_ENG_20030403.0008-E55
E86	NYT_ENG_20030403.0008-E56
E87	NYT_ENG_20030403.0008-E57
E88	NYT_ENG_20030403.0008-E58
E89	NYT_ENG_20030403.0008-E59
E90	NYT_ENG_20030403.0008-E60
E91	NYT_ENG_20030403.0008-E61
E92	NYT_ENG_20030403.0008-E62
E93	NYT_ENG_20030403.0008-E63
E94	NYT_ENG_20030403.0008-E64
E96	NYT_ENG_20030403.0008-E65
E97	NYT_ENG_20030403.0008-E66
E98	NYT_ENG_20030403.0008-E67
E99	NYT_ENG_20030403.0008-E68
E100	NYT_ENG_20030403.0008-E69
E101	NYT_ENG_20030403.0008-E70
E102	NYT_ENG_20030403.0008-E71
E103	NYT_ENG_20030403.0008-E72
E105	NYT_ENG_20030403.0008-E73
E106	NYT_ENG_20030403.0008-E74
E107	NYT_ENG_20030403.0008-E75
E109	NYT_ENG_20030403.0008-E76
E111	NYT_ENG_20030403.0008-E77
E113	NYT_ENG_20030403.0008-E78
E114	NYT_ENG_20030403.0008-E79
E115	NYT_ENG_20030403.0008-E80
E118	NYT_ENG_20030403.0008-E81
E120	NYT_ENG_20030403.0008-E82
E121	NYT_ENG_20030403.0008-E83
E122	NYT_ENG_20030403.0008-E84
E123	NYT_ENG_20030403.0008-E85
E125	NYT_ENG_20030403.0008-E86
E126	NYT_ENG_20030403.0008-E87
E144	NYT_ENG_20030403.0008-E88
E146	NYT_ENG_20030403.0008-E89
E147	NYT_ENG_20030403.0008-E90
E148	NYT_ENG_20030403.0008-E91
E128	NYT_ENG_20030403.0008-E92
E149	NYT_ENG_20030403.0008-E93
E150	NYT_ENG_20030403.0008-E94
E151	NYT_ENG_20030403.0008-E95
E5	NYT_ENG_20030403.0008-E96
E152	NYT_ENG_20030403.0008-E97
E153	NYT_ENG_20030403.0008-E98
E154	NYT_ENG_20030403.0008-E99
E155	NYT_ENG_20030403.0008-E100
E156	NYT_ENG_20030403.0008-E101
E157	NYT_ENG_20030403.0008-E102
E158	NYT_ENG_20030403.0008-E103
E162	NYT_ENG_20030403.0008-E104
E6	NYT_ENG_20030403.0008-E105
E7	NYT_ENG_20030403.0008-E106
E8	NYT_ENG_20030403.0008-E107
E134	NYT_ENG_20030403.0008-E108
E11	NYT_ENG_20030403.0008-E109
E12	NYT_ENG_20030403.0008-E110
E13	NYT_ENG_20030403.0008-E111
E14	NYT_ENG_20030403.0008-E112
E15	NYT_ENG_20030403.0008-E113
EM16	NYT_ENG_20030403.0008-E2-1
EM18	NYT_ENG_20030403.0008-E3-2
EM22	NYT_ENG_20030403.0008-E4-3
EM23	NYT_ENG_20030403.0008-E3-4
EM26	NYT_ENG_20030403.0008-E106-5
EM27	NYT_ENG_20030403.0008-E5-6
EM28	NYT_ENG_20030403.0008-E2-7
EM29	NYT_ENG_20030403.0008-E5-8
EM30	NYT_ENG_20030403.0008-E6-9
EM17	NYT_ENG_20030403.0008-E106-10
EM31	NYT_ENG_20030403.0008-E7-11
EM32	NYT_ENG_20030403.0008-E7-12
EM33	NYT_ENG_20030403.0008-E8-13
EM34	NYT_ENG_20030403.0008-E9-14
EM36	NYT_ENG_20030403.0008-E10-15
EM37	NYT_ENG_20030403.0008-E8-16
EM38	NYT_ENG_20030403.0008-E106-17
EM39	NYT_ENG_20030403.0008-E106-18
EM40	NYT_ENG_20030403.0008-E11-19
EM41	NYT_ENG_20030403.0008-E109-20
EM42	NYT_ENG_20030403.0008-E12-21
EM43	NYT_ENG_20030403.0008-E13-22
EM44	NYT_ENG_20030403.0008-E14-23
EM45	NYT_ENG_20030403.0008-E15-24
EM46	NYT_ENG_20030403.0008-E14-25
EM47	NYT_ENG_20030403.0008-E109-26
EM48	NYT_ENG_20030403.0008-E16-27
EM49	NYT_ENG_20030403.0008-E106-28
EM50	NYT_ENG_20030403.0008-E17-29
EM51	NYT_ENG_20030403.0008-E16-30
EM52	NYT_ENG_20030403.0008-E18-31
EM53	NYT_ENG_20030403.0008-E106-32
EM55	NYT_ENG_20030403.0008-E107-33
EM58	NYT_ENG_20030403.0008-E20-34
EM59	NYT_ENG_20030403.0008-E20-35
EM2	NYT_ENG_20030403.0008-E105-36
EM24	NYT_ENG_20030403.0008-E106-37
EM60	NYT_ENG_20030403.0008-E21-38
EM63	NYT_ENG_20030403.0008-E22-39
EM64	NYT_ENG_20030403.0008-E106-40
EM65	NYT_ENG_20030403.0008-E23-41
EM66	NYT_ENG_20030403.0008-E2-42
EM67	NYT_ENG_20030403.0008-E2-43
EM68	NYT_ENG_20030403.0008-E24-44
EM69	NYT_ENG_20030403.0008-E25-45
EM70	NYT_ENG_20030403.0008-E26-46
EM71	NYT_ENG_20030403.0008-E106-47
EM72	NYT_ENG_20030403.0008-E27-48
EM73	NYT_ENG_20030403.0008-E27-49
EM74	NYT_ENG_20030403.0008-E28-50
EM75	NYT_ENG_20030403.0008-E29-51
EM76	NYT_ENG_20030403.0008-E27-52
EM77	NYT_ENG_20030403.0008-E30-53
EM78	NYT_ENG_20030403.0008-E31-54
EM79	NYT_ENG_20030403.0008-E32-55
EM80	NYT_ENG_20030403.0008-E25-56
EM81	NYT_ENG_20030403.0008-E25-57
EM82	NYT_ENG_20030403.0008-E33-58
EM84	NYT_ENG_20030403.0008-E34-59
EM85	NYT_ENG_20030403.0008-E35-60
EM86	NYT_ENG_20030403.0008-E36-61
EM87	NYT_ENG_20030403.0008-E27-62
EM88	NYT_ENG_20030403.0008-E37-63
EM89	NYT_ENG_20030403.0008-E37-64
EM90	NYT_ENG_20030403.0008-E36-65
EM91	NYT_ENG_20030403.0008-E38-66
EM92	NYT_ENG_20030403.0008-E39-67
EM93	NYT_ENG_20030403.0008-E14-68
EM94	NYT_ENG_20030403.0008-E11-69
EM96	NYT_ENG_20030403.0008-E14-70
EM98	NYT_ENG_20030403.0008-E41-71
EM99	NYT_ENG_20030403.0008-E14-72
EM100	NYT_ENG_20030403.0008-E40-73
EM101	NYT_ENG_20030403.0008-E42-74
EM102	NYT_ENG_20030403.0008-E43-75
EM103	NYT_ENG_20030403.0008-E44-76
EM104	NYT_ENG_20030403.0008-E14-77
EM105	NYT_ENG_20030403.0008-E109-78
EM107	NYT_ENG_20030403.0008-E45-79
EM108	NYT_ENG_20030403.0008-E106-80
EM106	NYT_ENG_20030403.0008-E42-81
EM109	NYT_ENG_20030403.0008-E42-82
EM110	NYT_ENG_20030403.0008-E106-83
EM111	NYT_ENG_20030403.0008-E42-84
EM113	NYT_ENG_20030403.0008-E46-85
EM115	NYT_ENG_20030403.0008-E47-86
EM117	NYT_ENG_20030403.0008-E2-87
EM118	NYT_ENG_20030403.0008-E2-88
EM119	NYT_ENG_20030403.0008-E2-89
EM120	NYT_ENG_20030403.0008-E48-90
EM121	NYT_ENG_20030403.0008-E106-91
EM122	NYT_ENG_20030403.0008-E49-92
EM123	NYT_ENG_20030403.0008-E2-93
EM124	NYT_ENG_20030403.0008-E109-94
EM125	NYT_ENG_20030403.0008-E109-95
EM126	NYT_ENG_20030403.0008-E50-96
EM127	NYT_ENG_20030403.0008-E51-97
EM128	NYT_ENG_20030403.0008-E2-98
EM129	NYT_ENG_20030403.0008-E2-99
EM130	NYT_ENG_20030403.0008-E52-100
EM132	NYT_ENG_20030403.0008-E53-101
EM133	NYT_ENG_20030403.0008-E54-102
EM134	NYT_ENG_20030403.0008-E96-103
EM136	NYT_ENG_20030403.0008-E2-104
EM137	NYT_ENG_20030403.0008-E2-105
EM138	NYT_ENG_20030403.0008-E106-106
EM139	NYT_ENG_20030403.0008-E55-107
EM140	NYT_ENG_20030403.0008-E56-108
EM141	NYT_ENG_20030403.0008-E57-109
EM142	NYT_ENG_20030403.0008-E111-110
EM144	NYT_ENG_20030403.0008-E58-111
EM147	NYT_ENG_20030403.0008-E53-112
EM148	NYT_ENG_20030403.0008-E59-113
EM150	NYT_ENG_20030403.0008-E60-114
EM151	NYT_ENG_20030403.0008-E61-115
EM152	NYT_ENG_20030403.0008-E62-116
EM153	NYT_ENG_20030403.0008-E63-117
EM154	NYT_ENG_20030403.0008-E64-118
EM156	NYT_ENG_20030403.0008-E65-119
EM157	NYT_ENG_20030403.0008-E66-120
EM158	NYT_ENG_20030403.0008-E67-121
EM159	NYT_ENG_20030403.0008-E68-122
EM160	NYT_ENG_20030403.0008-E67-123
EM161	NYT_ENG_20030403.0008-E69-124
EM162	NYT_ENG_20030403.0008-E70-125
EM165	NYT_ENG_20030403.0008-E104-126
EM167	NYT_ENG_20030403.0008-E71-127
EM168	NYT_ENG_20030403.0008-E72-128
EM169	NYT_ENG_20030403.0008-E107-129
EM170	NYT_ENG_20030403.0008-E73-130
EM171	NYT_ENG_20030403.0008-E106-131
EM172	NYT_ENG_20030403.0008-E27-132
EM173	NYT_ENG_20030403.0008-E27-133
EM174	NYT_ENG_20030403.0008-E2-134
EM175	NYT_ENG_20030403.0008-E74-135
EM176	NYT_ENG_20030403.0008-E2-136
EM177	NYT_ENG_20030403.0008-E75-137
EM178	NYT_ENG_20030403.0008-E76-138
EM179	NYT_ENG_20030403.0008-E27-139
EM180	NYT_ENG_20030403.0008-E2-140
EM181	NYT_ENG_20030403.0008-E74-141
EM182	NYT_ENG_20030403.0008-E27-142
EM183	NYT_ENG_20030403.0008-E2-143
EM184	NYT_ENG_20030403.0008-E74-144
EM186	NYT_ENG_20030403.0008-E77-145
EM187	NYT_ENG_20030403.0008-E2-146
EM188	NYT_ENG_20030403.0008-E74-147
EM189	NYT_ENG_20030403.0008-E50-148
EM190	NYT_ENG_20030403.0008-E107-149
EM191	NYT_ENG_20030403.0008-E78-150
EM192	NYT_ENG_20030403.0008-E106-151
EM193	NYT_ENG_20030403.0008-E79-152
EM194	NYT_ENG_20030403.0008-E80-153
EM196	NYT_ENG_20030403.0008-E107-154
EM197	NYT_ENG_20030403.0008-E107-155
EM198	NYT_ENG_20030403.0008-E81-156
EM199	NYT_ENG_20030403.0008-E82-157
EM200	NYT_ENG_20030403.0008-E106-158
EM201	NYT_ENG_20030403.0008-E83-159
EM202	NYT_ENG_20030403.0008-E84-160
EM203	NYT_ENG_20030403.0008-E85-161
EM204	NYT_ENG_20030403.0008-E107-162
EM206	NYT_ENG_20030403.0008-E27-163
EM6	NYT_ENG_20030403.0008-E87-164
EM97	NYT_ENG_20030403.0008-E88-165
EM19	NYT_ENG_20030403.0008-E89-166
EM7	NYT_ENG_20030403.0008-E90-167
EM57	NYT_ENG_20030403.0008-E91-168
EM195	NYT_ENG_20030403.0008-E86-169
EM1	NYT_ENG_20030403.0008-E96-170
EM56	NYT_ENG_20030403.0008-E93-171
EM116	NYT_ENG_20030403.0008-E92-172
EM35	NYT_ENG_20030403.0008-E94-173
EM13	NYT_ENG_20030403.0008-E105-174
EM135	NYT_ENG_20030403.0008-E95-175
EM3	NYT_ENG_20030403.0008-E97-176
EM143	NYT_ENG_20030403.0008-E98-177
EM164	NYT_ENG_20030403.0008-E19-178
EM83	NYT_ENG_20030403.0008-E106-179
EM149	NYT_ENG_20030403.0008-E99-180
EM131	NYT_ENG_20030403.0008-E111-181
EM20	NYT_ENG_20030403.0008-E100-182
EM21	NYT_ENG_20030403.0008-E101-183
EM54	NYT_ENG_20030403.0008-E106-184
EM166	NYT_ENG_20030403.0008-E111-185
EM205	NYT_ENG_20030403.0008-E109-186
EM95	NYT_ENG_20030403.0008-E12-187
EM114	NYT_ENG_20030403.0008-E104-188
EM145	NYT_ENG_20030403.0008-E102-189
EM146	NYT_ENG_20030403.0008-E103-190
EM185	NYT_ENG_20030403.0008-E109-191
EM61	NYT_ENG_20030403.0008-E107-192
EM62	NYT_ENG_20030403.0008-E107-193
EM155	NYT_ENG_20030403.0008-E104-194
EM112	NYT_ENG_20030403.0008-E104-195
EM163	NYT_ENG_20030403.0008-E104-196
EM4	NYT_ENG_20030403.0008-E105-197
EM5	NYT_ENG_20030403.0008-E106-198
EM8	NYT_ENG_20030403.0008-E107-199
EM25	NYT_ENG_20030403.0008-E108-200
EM9	NYT_ENG_20030403.0008-E110-201
EM10	NYT_ENG_20030403.0008-E106-202
EM11	NYT_ENG_20030403.0008-E112-203
EM12	NYT_ENG_20030403.0008-E113-204
EM14	NYT_ENG_20030403.0008-E107-205
EM15	NYT_ENG_20030403.0008-E1-206
R8	NYT_ENG_20030403.0008-R1
R11	NYT_ENG_20030403.0008-R2
R14	NYT_ENG_20030403.0008-R3
R15	NYT_ENG_20030403.0008-R4
R18	NYT_ENG_20030403.0008-R5
R19	NYT_ENG_20030403.0008-R6
R22	NYT_ENG_20030403.0008-R7
R26	NYT_ENG_20030403.0008-R8
R27	NYT_ENG_20030403.0008-R9
R30	NYT_ENG_20030403.0008-R10
R40	NYT_ENG_20030403.0008-R11
R43	NYT_ENG_20030403.0008-R12
R49	NYT_ENG_20030403.0008-R13
R20	NYT_ENG_20030403.0008-R14
R21	NYT_ENG_20030403.0008-R15
R2	NYT_ENG_20030403.0008-R16
R3	NYT_ENG_20030403.0008-R17
R6	NYT_ENG_20030403.0008-R18
R7	NYT_ENG_20030403.0008-R19
R10	NYT_ENG_20030403.0008-R20
R12	NYT_ENG_20030403.0008-R21
R13	NYT_ENG_20030403.0008-R22
R16	NYT_ENG_20030403.0008-R23
R17	NYT_ENG_20030403.0008-R24
R23	NYT_ENG_20030403.0008-R25
R24	NYT_ENG_20030403.0008-R26
R4	NYT_ENG_20030403.0008-R27
R25	NYT_ENG_20030403.0008-R28
R28	NYT_ENG_20030403.0008-R29
R29	NYT_ENG_20030403.0008-R30
R5	NYT_ENG_20030403.0008-R31
R31	NYT_ENG_20030403.0008-R32
R32	NYT_ENG_20030403.0008-R33
R33	NYT_ENG_20030403.0008-R34
R34	NYT_ENG_20030403.0008-R35
R36	NYT_ENG_20030403.0008-R36
R37	NYT_ENG_20030403.0008-R37
R38	NYT_ENG_20030403.0008-R38
R39	NYT_ENG_20030403.0008-R39
R41	NYT_ENG_20030403.0008-R40
R42	NYT_ENG_20030403.0008-R41
R44	NYT_ENG_20030403.0008-R42
R45	NYT_ENG_20030403.0008-R43
R46	NYT_ENG_20030403.0008-R44
R47	NYT_ENG_20030403.0008-R45
R48	NYT_ENG_20030403.0008-R46
R50	NYT_ENG_20030403.0008-R47
R51	NYT_ENG_20030403.0008-R48
R52	NYT_ENG_20030403.0008-R49
R7	NYT_ENG_20030403.0008-R50
R15	NYT_ENG_20030403.0008-R51
R33	NYT_ENG_20030403.0008-R52
R35	NYT_ENG_20030403.0008-R53
R7	NYT_ENG_20030403.0008-R54
R7	NYT_ENG_20030403.0008-R55
R1	NYT_ENG_20030403.0008-R56
R9	NYT_ENG_20030403.0008-R57
RM11	NYT_ENG_20030403.0008-R2-1
RM14	NYT_ENG_20030403.0008-R3-1
RM15	NYT_ENG_20030403.0008-R4-1
RM18	NYT_ENG_20030403.0008-R5-1
RM19	NYT_ENG_20030403.0008-R6-1
RM20	NYT_ENG_20030403.0008-R14-1
RM57	NYT_ENG_20030403.0008-R19-1
RM22	NYT_ENG_20030403.0008-R7-1
RM26	NYT_ENG_20030403.0008-R8-1
RM27	NYT_ENG_20030403.0008-R9-1
RM31	NYT_ENG_20030403.0008-R10-1
RM42	NYT_ENG_20030403.0008-R11-1
RM45	NYT_ENG_20030403.0008-R12-1
RM52	NYT_ENG_20030403.0008-R13-1
RM21	NYT_ENG_20030403.0008-R15-1
RM2	NYT_ENG_20030403.0008-R16-1
RM3	NYT_ENG_20030403.0008-R17-1
RM1	NYT_ENG_20030403.0008-R56-1
RM6	NYT_ENG_20030403.0008-R18-1
RM7	NYT_ENG_20030403.0008-R50-1
RM10	NYT_ENG_20030403.0008-R20-1
RM12	NYT_ENG_20030403.0008-R21-1
RM4	NYT_ENG_20030403.0008-R27-1
RM13	NYT_ENG_20030403.0008-R22-1
RM16	NYT_ENG_20030403.0008-R23-1
RM17	NYT_ENG_20030403.0008-R24-1
RM23	NYT_ENG_20030403.0008-R25-1
RM24	NYT_ENG_20030403.0008-R26-1
RM28	NYT_ENG_20030403.0008-R29-1
RM29	NYT_ENG_20030403.0008-R30-1
RM30	NYT_ENG_20030403.0008-R4-2
RM5	NYT_ENG_20030403.0008-R31-1
RM32	NYT_ENG_20030403.0008-R32-1
RM33	NYT_ENG_20030403.0008-R33-1
RM34	NYT_ENG_20030403.0008-R34-1
RM35	NYT_ENG_20030403.0008-R52-1
RM36	NYT_ENG_20030403.0008-R35-1
RM38	NYT_ENG_20030403.0008-R36-1
RM39	NYT_ENG_20030403.0008-R37-1
RM40	NYT_ENG_20030403.0008-R38-1
RM41	NYT_ENG_20030403.0008-R39-1
RM43	NYT_ENG_20030403.0008-R40-1
RM44	NYT_ENG_20030403.0008-R41-1
RM46	NYT_ENG_20030403.0008-R42-1
RM47	NYT_ENG_20030403.0008-R43-1
RM48	NYT_ENG_20030403.0008-R44-1
RM49	NYT_ENG_20030403.0008-R45-1
RM50	NYT_ENG_20030403.0008-R46-1
RM51	NYT_ENG_20030403.0008-R54-1
RM53	NYT_ENG_20030403.0008-R13-2
RM54	NYT_ENG_20030403.0008-R48-1
RM55	NYT_ENG_20030403.0008-R55-1
RM56	NYT_ENG_20030403.0008-R49-1
RM25	NYT_ENG_20030403.0008-R28-1
RM37	NYT_ENG_20030403.0008-R53-1
RM8	NYT_ENG_20030403.0008-R57-1
RM9	NYT_ENG_20030403.0008-R1-1
V30	NYT_ENG_20030403.0008-EV1
V31	NYT_ENG_20030403.0008-EV2
V3	NYT_ENG_20030403.0008-EV3
V1	NYT_ENG_20030403.0008-EV4
V2	NYT_ENG_20030403.0008-EV5
V4	NYT_ENG_20030403.0008-EV6
V5	NYT_ENG_20030403.0008-EV7
V6	NYT_ENG_20030403.0008-EV8
V9	NYT_ENG_20030403.0008-EV9
V10	NYT_ENG_20030403.0008-EV10
V12	NYT_ENG_20030403.0008-EV11
V13	NYT_ENG_20030403.0008-EV12
V14	NYT_ENG_20030403.0008-EV13
V15	NYT_ENG_20030403.0008-EV14
V16	NYT_ENG_20030403.0008-EV15
V17	NYT_ENG_20030403.0008-EV16
V18	NYT_ENG_20030403.0008-EV17
V19	NYT_ENG_20030403.0008-EV18
V20	NYT_ENG_20030403.0008-EV19
V22	NYT_ENG_20030403.0008-EV20
V23	NYT_ENG_20030403.0008-EV21
V24	NYT_ENG_20030403.0008-EV22
V7	NYT_ENG_20030403.0008-EV23
V25	NYT_ENG_20030403.0008-EV24
V28	NYT_ENG_20030403.0008-EV25
V8	NYT_ENG_20030403.0008-EV26
V11	NYT_ENG_20030403.0008-EV27
V21	NYT_ENG_20030403.0008-EV28
VM32	NYT_ENG_20030403.0008-EV1-1
VM29	NYT_ENG_20030403.0008-EV2-1
VM3	NYT_ENG_20030403.0008-EV3-1
VM1	NYT_ENG_20030403.0008-EV4-1
VM2	NYT_ENG_20030403.0008-EV5-1
VM4	NYT_ENG_20030403.0008-EV6-1
VM5	NYT_ENG_20030403.0008-EV7-1
VM6	NYT_ENG_20030403.0008-EV8-1
VM7	NYT_ENG_20030403.0008-EV6-2
VM8	NYT_ENG_20030403.0008-EV23-1
VM10	NYT_ENG_20030403.0008-EV9-1
VM11	NYT_ENG_20030403.0008-EV10-1
VM13	NYT_ENG_20030403.0008-EV11-1
VM14	NYT_ENG_20030403.0008-EV12-1
VM15	NYT_ENG_20030403.0008-EV13-1
VM16	NYT_ENG_20030403.0008-EV14-1
VM17	NYT_ENG_20030403.0008-EV15-1
VM18	NYT_ENG_20030403.0008-EV16-1
VM19	NYT_ENG_20030403.0008-EV17-1
VM20	NYT_ENG_20030403.0008-EV18-1
VM21	NYT_ENG_20030403.0008-EV19-1
VM23	NYT_ENG_20030403.0008-EV20-1
VM24	NYT_ENG_20030403.0008-EV21-1
VM25	NYT_ENG_20030403.0008-EV22-1
VM26	NYT_ENG_20030403.0008-EV24-1
VM27	NYT_ENG_20030403.0008-EV7-2
VM30	NYT_ENG_20030403.0008-EV25-1
VM9	NYT_ENG_20030403.0008-EV26-1
VM12	NYT_ENG_20030403.0008-EV27-1
VM22	NYT_ENG_20030403.0008-EV28-1
Q7	NYT_ENG_20030403.0008-T1
Q8	NYT_ENG_20030403.0008-T2
Q1	NYT_ENG_20030403.0008-T3
Q2	NYT_ENG_20030403.0008-T4
Q3	NYT_ENG_20030403.0008-T5
Q4	NYT_ENG_20030403.0008-T6
Q5	NYT_ENG_20030403.0008-T7
Q6	NYT_ENG_20030403.0008-T8
