CE15	NYT_ENG_20030630.0079-CE1
EM136	NYT_ENG_20030630.0079-E49-108
EM138	NYT_ENG_20030630.0079-E50-109
EM110	NYT_ENG_20030630.0079-E52-110
EM140	NYT_ENG_20030630.0079-E78-111
EM141	NYT_ENG_20030630.0079-E51-112
EM142	NYT_ENG_20030630.0079-E53-113
EM143	NYT_ENG_20030630.0079-E54-114
EM120	NYT_ENG_20030630.0079-E52-115
EM96	NYT_ENG_20030630.0079-E52-116
EM121	NYT_ENG_20030630.0079-E78-117
EM144	NYT_ENG_20030630.0079-E72-118
EM145	NYT_ENG_20030630.0079-E55-119
EM147	NYT_ENG_20030630.0079-E56-120
EM148	NYT_ENG_20030630.0079-E57-121
EM149	NYT_ENG_20030630.0079-E58-122
EM150	NYT_ENG_20030630.0079-E59-123
EM151	NYT_ENG_20030630.0079-E60-124
EM152	NYT_ENG_20030630.0079-E77-125
EM153	NYT_ENG_20030630.0079-E18-126
EM154	NYT_ENG_20030630.0079-E77-127
EM155	NYT_ENG_20030630.0079-E61-128
EM156	NYT_ENG_20030630.0079-E62-129
EM157	NYT_ENG_20030630.0079-E63-130
EM122	NYT_ENG_20030630.0079-E78-131
EM104	NYT_ENG_20030630.0079-E67-132
EM158	NYT_ENG_20030630.0079-E83-133
EM159	NYT_ENG_20030630.0079-E64-134
EM161	NYT_ENG_20030630.0079-E65-135
EM160	NYT_ENG_20030630.0079-E64-136
EM162	NYT_ENG_20030630.0079-E66-137
EM163	NYT_ENG_20030630.0079-E62-138
EM164	NYT_ENG_20030630.0079-E62-139
EM165	NYT_ENG_20030630.0079-E68-140
EM166	NYT_ENG_20030630.0079-E64-141
EM167	NYT_ENG_20030630.0079-E77-142
EM168	NYT_ENG_20030630.0079-E69-143
EM137	NYT_ENG_20030630.0079-E70-144
EM4	NYT_ENG_20030630.0079-E76-145
EM54	NYT_ENG_20030630.0079-E71-146
EM146	NYT_ENG_20030630.0079-E72-147
EM7	NYT_ENG_20030630.0079-E14-148
EM51	NYT_ENG_20030630.0079-E20-149
EM30	NYT_ENG_20030630.0079-E73-150
EM10	NYT_ENG_20030630.0079-E74-151
EM26	NYT_ENG_20030630.0079-E75-152
EM53	NYT_ENG_20030630.0079-E72-153
EM5	NYT_ENG_20030630.0079-E77-154
EM6	NYT_ENG_20030630.0079-E78-155
EM55	NYT_ENG_20030630.0079-E72-156
EM8	NYT_ENG_20030630.0079-E77-157
EM56	NYT_ENG_20030630.0079-E77-158
EM9	NYT_ENG_20030630.0079-E79-159
EM11	NYT_ENG_20030630.0079-E80-160
EM12	NYT_ENG_20030630.0079-E81-161
EM13	NYT_ENG_20030630.0079-E82-162
EM63	NYT_ENG_20030630.0079-E4-163
EM64	NYT_ENG_20030630.0079-E4-164
EM16	NYT_ENG_20030630.0079-E52-165
EM17	NYT_ENG_20030630.0079-E82-166
EM18	NYT_ENG_20030630.0079-E83-167
EM19	NYT_ENG_20030630.0079-E1-168
R8	NYT_ENG_20030630.0079-R1
R12	NYT_ENG_20030630.0079-R2
R20	NYT_ENG_20030630.0079-R3
R30	NYT_ENG_20030630.0079-R4
R32	NYT_ENG_20030630.0079-R5
R35	NYT_ENG_20030630.0079-R6
R1	NYT_ENG_20030630.0079-R7
R2	NYT_ENG_20030630.0079-R8
R4	NYT_ENG_20030630.0079-R9
R5	NYT_ENG_20030630.0079-R10
R6	NYT_ENG_20030630.0079-R11
R7	NYT_ENG_20030630.0079-R12
R9	NYT_ENG_20030630.0079-R13
R10	NYT_ENG_20030630.0079-R14
R15	NYT_ENG_20030630.0079-R15
R13	NYT_ENG_20030630.0079-R16
R15	NYT_ENG_20030630.0079-R17
R16	NYT_ENG_20030630.0079-R18
R17	NYT_ENG_20030630.0079-R19
R18	NYT_ENG_20030630.0079-R20
R19	NYT_ENG_20030630.0079-R21
R21	NYT_ENG_20030630.0079-R22
R14	NYT_ENG_20030630.0079-R23
R11	NYT_ENG_20030630.0079-R24
R3	NYT_ENG_20030630.0079-R25
R22	NYT_ENG_20030630.0079-R26
R24	NYT_ENG_20030630.0079-R27
R23	NYT_ENG_20030630.0079-R28
R26	NYT_ENG_20030630.0079-R29
R27	NYT_ENG_20030630.0079-R30
R25	NYT_ENG_20030630.0079-R31
R29	NYT_ENG_20030630.0079-R32
R28	NYT_ENG_20030630.0079-R33
R31	NYT_ENG_20030630.0079-R34
R33	NYT_ENG_20030630.0079-R35
R34	NYT_ENG_20030630.0079-R36
R36	NYT_ENG_20030630.0079-R37
R37	NYT_ENG_20030630.0079-R38
R38	NYT_ENG_20030630.0079-R39
R39	NYT_ENG_20030630.0079-R40
RM8	NYT_ENG_20030630.0079-R1-1
RM12	NYT_ENG_20030630.0079-R2-1
RM20	NYT_ENG_20030630.0079-R3-1
RM30	NYT_ENG_20030630.0079-R4-1
RM32	NYT_ENG_20030630.0079-R5-1
RM36	NYT_ENG_20030630.0079-R6-1
RM33	NYT_ENG_20030630.0079-R17-1
RM1	NYT_ENG_20030630.0079-R7-1
RM2	NYT_ENG_20030630.0079-R8-1
RM4	NYT_ENG_20030630.0079-R9-1
RM5	NYT_ENG_20030630.0079-R10-1
RM6	NYT_ENG_20030630.0079-R11-1
RM7	NYT_ENG_20030630.0079-R12-1
RM9	NYT_ENG_20030630.0079-R13-1
RM10	NYT_ENG_20030630.0079-R14-1
RM13	NYT_ENG_20030630.0079-R9-2
RM15	NYT_ENG_20030630.0079-R15-1
RM16	NYT_ENG_20030630.0079-R18-1
RM17	NYT_ENG_20030630.0079-R19-1
RM18	NYT_ENG_20030630.0079-R20-1
RM19	NYT_ENG_20030630.0079-R21-1
RM21	NYT_ENG_20030630.0079-R22-1
RM14	NYT_ENG_20030630.0079-R3-2
RM11	NYT_ENG_20030630.0079-R3-3
RM3	NYT_ENG_20030630.0079-R3-4
RM22	NYT_ENG_20030630.0079-R3-5
RM24	NYT_ENG_20030630.0079-R27-1
RM23	NYT_ENG_20030630.0079-R28-1
RM26	NYT_ENG_20030630.0079-R29-1
RM27	NYT_ENG_20030630.0079-R30-1
RM25	NYT_ENG_20030630.0079-R31-1
RM29	NYT_ENG_20030630.0079-R32-1
RM28	NYT_ENG_20030630.0079-R3-6
RM31	NYT_ENG_20030630.0079-R34-1
RM34	NYT_ENG_20030630.0079-R35-1
RM35	NYT_ENG_20030630.0079-R36-1
RM37	NYT_ENG_20030630.0079-R3-7
RM38	NYT_ENG_20030630.0079-R38-1
RM39	NYT_ENG_20030630.0079-R39-1
RM40	NYT_ENG_20030630.0079-R40-1
V2	NYT_ENG_20030630.0079-EV1
V3	NYT_ENG_20030630.0079-EV2
V1	NYT_ENG_20030630.0079-EV3
VM2	NYT_ENG_20030630.0079-EV1-1
VM3	NYT_ENG_20030630.0079-EV2-1
VM1	NYT_ENG_20030630.0079-EV3-1
Q9	NYT_ENG_20030630.0079-T1
Q15	NYT_ENG_20030630.0079-T2
Q18	NYT_ENG_20030630.0079-T3
Q21	NYT_ENG_20030630.0079-T4
Q1	NYT_ENG_20030630.0079-T5
Q3	NYT_ENG_20030630.0079-T6
Q5	NYT_ENG_20030630.0079-T7
Q7	NYT_ENG_20030630.0079-T8
Q8	NYT_ENG_20030630.0079-T9
Q6	NYT_ENG_20030630.0079-T10
Q10	NYT_ENG_20030630.0079-T11
Q11	NYT_ENG_20030630.0079-T12
Q12	NYT_ENG_20030630.0079-T13
Q13	NYT_ENG_20030630.0079-T14
Q14	NYT_ENG_20030630.0079-T15
Q16	NYT_ENG_20030630.0079-T16
Q17	NYT_ENG_20030630.0079-T17
Q19	NYT_ENG_20030630.0079-T18
Q20	NYT_ENG_20030630.0079-T19
Q22	NYT_ENG_20030630.0079-T20
Q23	NYT_ENG_20030630.0079-T21
Q2	NYT_ENG_20030630.0079-T22
Q4	NYT_ENG_20030630.0079-T23
