CE8	GLOVEBX_20041117.0650-CE1
VM7	GLOVEBX_20041117.0650-EV4-4
Q1	GLOVEBX_20041117.0650-T1
Q15	GLOVEBX_20041117.0650-T2
Q16	GLOVEBX_20041117.0650-T3
Q2	GLOVEBX_20041117.0650-T4
Q4	GLOVEBX_20041117.0650-T5
Q7	GLOVEBX_20041117.0650-T6
Q9	GLOVEBX_20041117.0650-T7
Q3	GLOVEBX_20041117.0650-T8
Q5	GLOVEBX_20041117.0650-T9
Q6	GLOVEBX_20041117.0650-T10
Q8	GLOVEBX_20041117.0650-T11
Q10	GLOVEBX_20041117.0650-T12
Q11	GLOVEBX_20041117.0650-T13
Q12	GLOVEBX_20041117.0650-T14
Q13	GLOVEBX_20041117.0650-T15
Q14	GLOVEBX_20041117.0650-T16
