CE15	GLOVEBX_20041105.0620-CE1
E6	GLOVEBX_20041105.0620-E28
E9	GLOVEBX_20041105.0620-E29
E10	GLOVEBX_20041105.0620-E30
E11	GLOVEBX_20041105.0620-E31
E12	GLOVEBX_20041105.0620-E32
E13	GLOVEBX_20041105.0620-E33
E18	GLOVEBX_20041105.0620-E34
EM2	GLOVEBX_20041105.0620-E17-1
EM17	GLOVEBX_20041105.0620-E1-2
EM18	GLOVEBX_20041105.0620-E3-3
EM26	GLOVEBX_20041105.0620-E4-4
EM27	GLOVEBX_20041105.0620-E3-5
EM28	GLOVEBX_20041105.0620-E5-6
EM29	GLOVEBX_20041105.0620-E34-7
EM30	GLOVEBX_20041105.0620-E34-8
EM31	GLOVEBX_20041105.0620-E3-9
EM32	GLOVEBX_20041105.0620-E3-10
EM33	GLOVEBX_20041105.0620-E29-11
EM34	GLOVEBX_20041105.0620-E3-12
EM35	GLOVEBX_20041105.0620-E27-13
EM36	GLOVEBX_20041105.0620-E34-14
EM37	GLOVEBX_20041105.0620-E3-15
EM38	GLOVEBX_20041105.0620-E24-16
EM39	GLOVEBX_20041105.0620-E6-17
EM40	GLOVEBX_20041105.0620-E24-18
EM41	GLOVEBX_20041105.0620-E7-19
EM42	GLOVEBX_20041105.0620-E5-20
EM43	GLOVEBX_20041105.0620-E27-21
EM44	GLOVEBX_20041105.0620-E26-22
EM45	GLOVEBX_20041105.0620-E34-23
EM46	GLOVEBX_20041105.0620-E25-24
EM23	GLOVEBX_20041105.0620-E8-25
EM48	GLOVEBX_20041105.0620-E22-26
EM49	GLOVEBX_20041105.0620-E22-27
EM63	GLOVEBX_20041105.0620-E16-28
EM51	GLOVEBX_20041105.0620-E9-29
EM52	GLOVEBX_20041105.0620-E10-30
EM53	GLOVEBX_20041105.0620-E9-31
EM54	GLOVEBX_20041105.0620-E11-32
EM55	GLOVEBX_20041105.0620-E24-33
EM58	GLOVEBX_20041105.0620-E24-34
EM56	GLOVEBX_20041105.0620-E12-35
EM57	GLOVEBX_20041105.0620-E3-36
EM59	GLOVEBX_20041105.0620-E13-37
EM60	GLOVEBX_20041105.0620-E5-38
EM61	GLOVEBX_20041105.0620-E34-39
EM62	GLOVEBX_20041105.0620-E14-40
EM64	GLOVEBX_20041105.0620-E15-41
EM50	GLOVEBX_20041105.0620-E9-42
EM65	GLOVEBX_20041105.0620-E9-43
EM66	GLOVEBX_20041105.0620-E9-44
EM67	GLOVEBX_20041105.0620-E9-45
EM21	GLOVEBX_20041105.0620-E18-46
EM19	GLOVEBX_20041105.0620-E18-47
EM20	GLOVEBX_20041105.0620-E4-48
EM10	GLOVEBX_20041105.0620-E19-49
EM24	GLOVEBX_20041105.0620-E21-50
EM47	GLOVEBX_20041105.0620-E22-51
EM3	GLOVEBX_20041105.0620-E23-52
EM25	GLOVEBX_20041105.0620-E20-53
EM22	GLOVEBX_20041105.0620-E2-54
EM4	GLOVEBX_20041105.0620-E24-55
EM5	GLOVEBX_20041105.0620-E25-56
EM6	GLOVEBX_20041105.0620-E26-57
EM7	GLOVEBX_20041105.0620-E27-58
EM8	GLOVEBX_20041105.0620-E28-59
EM1	GLOVEBX_20041105.0620-E25-60
EM16	GLOVEBX_20041105.0620-E34-61
EM9	GLOVEBX_20041105.0620-E29-62
EM11	GLOVEBX_20041105.0620-E24-63
EM12	GLOVEBX_20041105.0620-E30-64
EM13	GLOVEBX_20041105.0620-E31-65
EM14	GLOVEBX_20041105.0620-E32-66
EM15	GLOVEBX_20041105.0620-E33-67
R1	GLOVEBX_20041105.0620-R1
R2	GLOVEBX_20041105.0620-R2
R3	GLOVEBX_20041105.0620-R3
RM1	GLOVEBX_20041105.0620-R1-1
RM2	GLOVEBX_20041105.0620-R2-1
RM3	GLOVEBX_20041105.0620-R3-1
V1	GLOVEBX_20041105.0620-EV1
V2	GLOVEBX_20041105.0620-EV2
V5	GLOVEBX_20041105.0620-EV3
V3	GLOVEBX_20041105.0620-EV4
V4	GLOVEBX_20041105.0620-EV5
VM1	GLOVEBX_20041105.0620-EV1-1
VM2	GLOVEBX_20041105.0620-EV2-1
VM5	GLOVEBX_20041105.0620-EV3-1
VM3	GLOVEBX_20041105.0620-EV4-1
VM4	GLOVEBX_20041105.0620-EV5-1
Q7	GLOVEBX_20041105.0620-T1
Q1	GLOVEBX_20041105.0620-T2
Q2	GLOVEBX_20041105.0620-T3
Q3	GLOVEBX_20041105.0620-T4
Q6	GLOVEBX_20041105.0620-T5
Q4	GLOVEBX_20041105.0620-T6
Q5	GLOVEBX_20041105.0620-T7
