CE9	LANGLANGGARGEN_20041228.1339-CE1
E8	LANGLANGGARGEN_20041228.1339-E39
E51	LANGLANGGARGEN_20041228.1339-E40
E9	LANGLANGGARGEN_20041228.1339-E41
EM1	LANGLANGGARGEN_20041228.1339-E20-1
EM22	LANGLANGGARGEN_20041228.1339-E2-2
EM23	LANGLANGGARGEN_20041228.1339-E3-3
EM24	LANGLANGGARGEN_20041228.1339-E4-4
EM35	LANGLANGGARGEN_20041228.1339-E5-5
EM41	LANGLANGGARGEN_20041228.1339-E10-6
EM26	LANGLANGGARGEN_20041228.1339-E6-7
EM28	LANGLANGGARGEN_20041228.1339-E39-8
EM29	LANGLANGGARGEN_20041228.1339-E7-9
EM30	LANGLANGGARGEN_20041228.1339-E7-10
EM31	LANGLANGGARGEN_20041228.1339-E34-11
EM32	LANGLANGGARGEN_20041228.1339-E8-12
EM34	LANGLANGGARGEN_20041228.1339-E9-13
EM37	LANGLANGGARGEN_20041228.1339-E11-14
EM43	LANGLANGGARGEN_20041228.1339-E14-15
EM38	LANGLANGGARGEN_20041228.1339-E12-16
EM39	LANGLANGGARGEN_20041228.1339-E13-17
EM25	LANGLANGGARGEN_20041228.1339-E13-18
EM44	LANGLANGGARGEN_20041228.1339-E20-19
EM13	LANGLANGGARGEN_20041228.1339-E34-20
EM27	LANGLANGGARGEN_20041228.1339-E15-21
EM45	LANGLANGGARGEN_20041228.1339-E16-22
EM46	LANGLANGGARGEN_20041228.1339-E16-23
EM47	LANGLANGGARGEN_20041228.1339-E41-24
EM48	LANGLANGGARGEN_20041228.1339-E16-25
EM49	LANGLANGGARGEN_20041228.1339-E20-26
EM50	LANGLANGGARGEN_20041228.1339-E17-27
EM51	LANGLANGGARGEN_20041228.1339-E20-28
EM52	LANGLANGGARGEN_20041228.1339-E17-29
EM53	LANGLANGGARGEN_20041228.1339-E18-30
EM54	LANGLANGGARGEN_20041228.1339-E19-31
EM55	LANGLANGGARGEN_20041228.1339-E19-32
EM56	LANGLANGGARGEN_20041228.1339-E21-33
EM57	LANGLANGGARGEN_20041228.1339-E22-34
EM58	LANGLANGGARGEN_20041228.1339-E23-35
EM59	LANGLANGGARGEN_20041228.1339-E20-36
EM60	LANGLANGGARGEN_20041228.1339-E20-37
EM61	LANGLANGGARGEN_20041228.1339-E20-38
EM62	LANGLANGGARGEN_20041228.1339-E24-39
EM63	LANGLANGGARGEN_20041228.1339-E25-40
EM64	LANGLANGGARGEN_20041228.1339-E25-41
EM65	LANGLANGGARGEN_20041228.1339-E25-42
EM66	LANGLANGGARGEN_20041228.1339-E25-43
EM67	LANGLANGGARGEN_20041228.1339-E24-44
EM68	LANGLANGGARGEN_20041228.1339-E18-45
EM69	LANGLANGGARGEN_20041228.1339-E26-46
EM70	LANGLANGGARGEN_20041228.1339-E27-47
EM71	LANGLANGGARGEN_20041228.1339-E20-48
EM73	LANGLANGGARGEN_20041228.1339-E20-49
EM74	LANGLANGGARGEN_20041228.1339-E24-50
EM75	LANGLANGGARGEN_20041228.1339-E24-51
EM76	LANGLANGGARGEN_20041228.1339-E28-52
EM77	LANGLANGGARGEN_20041228.1339-E29-53
EM78	LANGLANGGARGEN_20041228.1339-E30-54
EM79	LANGLANGGARGEN_20041228.1339-E30-55
EM80	LANGLANGGARGEN_20041228.1339-E28-56
EM81	LANGLANGGARGEN_20041228.1339-E28-57
EM82	LANGLANGGARGEN_20041228.1339-E28-58
EM83	LANGLANGGARGEN_20041228.1339-E28-59
EM84	LANGLANGGARGEN_20041228.1339-E28-60
EM85	LANGLANGGARGEN_20041228.1339-E24-61
EM86	LANGLANGGARGEN_20041228.1339-E31-62
EM87	LANGLANGGARGEN_20041228.1339-E28-63
EM88	LANGLANGGARGEN_20041228.1339-E28-64
EM89	LANGLANGGARGEN_20041228.1339-E20-65
EM91	LANGLANGGARGEN_20041228.1339-E20-66
EM2	LANGLANGGARGEN_20041228.1339-E20-67
EM11	LANGLANGGARGEN_20041228.1339-E39-68
EM33	LANGLANGGARGEN_20041228.1339-E34-69
EM42	LANGLANGGARGEN_20041228.1339-E34-70
EM36	LANGLANGGARGEN_20041228.1339-E9-71
EM72	LANGLANGGARGEN_20041228.1339-E32-72
EM3	LANGLANGGARGEN_20041228.1339-E33-73
EM4	LANGLANGGARGEN_20041228.1339-E20-74
EM5	LANGLANGGARGEN_20041228.1339-E34-75
EM6	LANGLANGGARGEN_20041228.1339-E20-76
EM7	LANGLANGGARGEN_20041228.1339-E35-77
EM8	LANGLANGGARGEN_20041228.1339-E36-78
EM9	LANGLANGGARGEN_20041228.1339-E37-79
EM10	LANGLANGGARGEN_20041228.1339-E38-80
EM90	LANGLANGGARGEN_20041228.1339-E40-81
EM12	LANGLANGGARGEN_20041228.1339-E20-82
EM14	LANGLANGGARGEN_20041228.1339-E39-83
EM40	LANGLANGGARGEN_20041228.1339-E14-84
EM15	LANGLANGGARGEN_20041228.1339-E39-85
EM16	LANGLANGGARGEN_20041228.1339-E20-86
EM17	LANGLANGGARGEN_20041228.1339-E39-87
EM18	LANGLANGGARGEN_20041228.1339-E41-88
EM19	LANGLANGGARGEN_20041228.1339-E41-89
EM20	LANGLANGGARGEN_20041228.1339-E34-90
EM21	LANGLANGGARGEN_20041228.1339-E1-91
R5	LANGLANGGARGEN_20041228.1339-R1
R6	LANGLANGGARGEN_20041228.1339-R2
R10	LANGLANGGARGEN_20041228.1339-R3
R1	LANGLANGGARGEN_20041228.1339-R4
R2	LANGLANGGARGEN_20041228.1339-R5
R3	LANGLANGGARGEN_20041228.1339-R6
R12	LANGLANGGARGEN_20041228.1339-R7
R4	LANGLANGGARGEN_20041228.1339-R8
R7	LANGLANGGARGEN_20041228.1339-R9
R8	LANGLANGGARGEN_20041228.1339-R10
R9	LANGLANGGARGEN_20041228.1339-R11
R13	LANGLANGGARGEN_20041228.1339-R12
R11	LANGLANGGARGEN_20041228.1339-R13
R14	LANGLANGGARGEN_20041228.1339-R14
RM5	LANGLANGGARGEN_20041228.1339-R1-1
RM6	LANGLANGGARGEN_20041228.1339-R2-1
RM10	LANGLANGGARGEN_20041228.1339-R3-1
RM12	LANGLANGGARGEN_20041228.1339-R7-1
RM1	LANGLANGGARGEN_20041228.1339-R4-1
RM2	LANGLANGGARGEN_20041228.1339-R5-1
RM3	LANGLANGGARGEN_20041228.1339-R6-1
RM4	LANGLANGGARGEN_20041228.1339-R8-1
RM7	LANGLANGGARGEN_20041228.1339-R9-1
RM8	LANGLANGGARGEN_20041228.1339-R10-1
RM9	LANGLANGGARGEN_20041228.1339-R11-1
RM11	LANGLANGGARGEN_20041228.1339-R13-1
RM13	LANGLANGGARGEN_20041228.1339-R12-1
RM14	LANGLANGGARGEN_20041228.1339-R14-1
V1	LANGLANGGARGEN_20041228.1339-EV1
V2	LANGLANGGARGEN_20041228.1339-EV2
V3	LANGLANGGARGEN_20041228.1339-EV3
V4	LANGLANGGARGEN_20041228.1339-EV4
V5	LANGLANGGARGEN_20041228.1339-EV5
V6	LANGLANGGARGEN_20041228.1339-EV6
VM1	LANGLANGGARGEN_20041228.1339-EV1-1
VM2	LANGLANGGARGEN_20041228.1339-EV2-1
VM3	LANGLANGGARGEN_20041228.1339-EV3-1
VM4	LANGLANGGARGEN_20041228.1339-EV4-1
VM5	LANGLANGGARGEN_20041228.1339-EV5-1
VM6	LANGLANGGARGEN_20041228.1339-EV6-1
Q3	LANGLANGGARGEN_20041228.1339-T1
Q1	LANGLANGGARGEN_20041228.1339-T2
Q2	LANGLANGGARGEN_20041228.1339-T3
Q4	LANGLANGGARGEN_20041228.1339-T4
Q5	LANGLANGGARGEN_20041228.1339-V1
Q6	LANGLANGGARGEN_20041228.1339-T5
Q7	LANGLANGGARGEN_20041228.1339-T6
Q8	LANGLANGGARGEN_20041228.1339-T7
Q9	LANGLANGGARGEN_20041228.1339-T8
Q10	LANGLANGGARGEN_20041228.1339-T9
Q11	LANGLANGGARGEN_20041228.1339-T10
Q12	LANGLANGGARGEN_20041228.1339-T11
Q13	LANGLANGGARGEN_20041228.1339-T12
Q14	LANGLANGGARGEN_20041228.1339-T13
Q15	LANGLANGGARGEN_20041228.1339-T14
Q16	LANGLANGGARGEN_20041228.1339-T15
QM5	LANGLANGGARGEN_20041228.1339-V1-1
