CE10	GLOVEBX_20041122.0919-CE1
EM24	GLOVEBX_20041122.0919-E29-7
EM25	GLOVEBX_20041122.0919-E1-8
EM114	GLOVEBX_20041122.0919-E35-9
EM27	GLOVEBX_20041122.0919-E1-10
EM28	GLOVEBX_20041122.0919-E3-11
EM43	GLOVEBX_20041122.0919-E29-12
EM29	GLOVEBX_20041122.0919-E29-13
EM30	GLOVEBX_20041122.0919-E4-14
EM31	GLOVEBX_20041122.0919-E35-15
EM32	GLOVEBX_20041122.0919-E5-16
EM33	GLOVEBX_20041122.0919-E29-17
EM35	GLOVEBX_20041122.0919-E29-18
EM36	GLOVEBX_20041122.0919-E5-19
EM38	GLOVEBX_20041122.0919-E6-20
EM49	GLOVEBX_20041122.0919-E7-21
EM40	GLOVEBX_20041122.0919-E5-22
EM44	GLOVEBX_20041122.0919-E8-23
EM41	GLOVEBX_20041122.0919-E29-24
EM45	GLOVEBX_20041122.0919-E29-25
EM46	GLOVEBX_20041122.0919-E9-26
EM47	GLOVEBX_20041122.0919-E10-27
EM48	GLOVEBX_20041122.0919-E29-28
EM50	GLOVEBX_20041122.0919-E5-29
EM51	GLOVEBX_20041122.0919-E29-30
EM52	GLOVEBX_20041122.0919-E29-31
EM53	GLOVEBX_20041122.0919-E11-32
EM54	GLOVEBX_20041122.0919-E5-33
EM55	GLOVEBX_20041122.0919-E5-34
EM56	GLOVEBX_20041122.0919-E29-35
EM57	GLOVEBX_20041122.0919-E29-36
EM58	GLOVEBX_20041122.0919-E29-37
EM60	GLOVEBX_20041122.0919-E1-38
EM62	GLOVEBX_20041122.0919-E1-39
EM63	GLOVEBX_20041122.0919-E12-40
EM64	GLOVEBX_20041122.0919-E13-41
EM65	GLOVEBX_20041122.0919-E29-42
EM66	GLOVEBX_20041122.0919-E14-43
EM67	GLOVEBX_20041122.0919-E29-44
EM68	GLOVEBX_20041122.0919-E29-45
EM113	GLOVEBX_20041122.0919-E29-46
EM69	GLOVEBX_20041122.0919-E14-47
EM70	GLOVEBX_20041122.0919-E15-48
EM71	GLOVEBX_20041122.0919-E14-49
EM72	GLOVEBX_20041122.0919-E29-50
EM74	GLOVEBX_20041122.0919-E16-51
EM75	GLOVEBX_20041122.0919-E29-52
EM76	GLOVEBX_20041122.0919-E1-53
EM37	GLOVEBX_20041122.0919-E17-54
EM77	GLOVEBX_20041122.0919-E1-55
EM78	GLOVEBX_20041122.0919-E29-56
EM79	GLOVEBX_20041122.0919-E1-57
EM80	GLOVEBX_20041122.0919-E29-58
EM81	GLOVEBX_20041122.0919-E29-59
EM82	GLOVEBX_20041122.0919-E29-60
EM83	GLOVEBX_20041122.0919-E1-61
EM84	GLOVEBX_20041122.0919-E29-62
EM85	GLOVEBX_20041122.0919-E1-63
EM86	GLOVEBX_20041122.0919-E29-64
EM87	GLOVEBX_20041122.0919-E18-65
EM88	GLOVEBX_20041122.0919-E19-66
EM89	GLOVEBX_20041122.0919-E29-67
EM90	GLOVEBX_20041122.0919-E20-68
EM91	GLOVEBX_20041122.0919-E29-69
EM92	GLOVEBX_20041122.0919-E21-70
EM93	GLOVEBX_20041122.0919-E22-71
EM94	GLOVEBX_20041122.0919-E29-72
EM95	GLOVEBX_20041122.0919-E23-73
EM96	GLOVEBX_20041122.0919-E29-74
EM97	GLOVEBX_20041122.0919-E1-75
EM98	GLOVEBX_20041122.0919-E23-76
EM99	GLOVEBX_20041122.0919-E29-77
EM100	GLOVEBX_20041122.0919-E29-78
EM101	GLOVEBX_20041122.0919-E24-79
EM61	GLOVEBX_20041122.0919-E29-80
EM102	GLOVEBX_20041122.0919-E1-81
EM103	GLOVEBX_20041122.0919-E20-82
EM104	GLOVEBX_20041122.0919-E29-83
EM105	GLOVEBX_20041122.0919-E1-84
EM106	GLOVEBX_20041122.0919-E1-85
EM107	GLOVEBX_20041122.0919-E29-86
EM108	GLOVEBX_20041122.0919-E29-87
EM109	GLOVEBX_20041122.0919-E29-88
EM110	GLOVEBX_20041122.0919-E29-89
EM111	GLOVEBX_20041122.0919-E25-90
EM2	GLOVEBX_20041122.0919-E29-91
EM59	GLOVEBX_20041122.0919-E26-92
EM115	GLOVEBX_20041122.0919-E29-93
EM73	GLOVEBX_20041122.0919-E27-94
EM116	GLOVEBX_20041122.0919-E28-95
EM3	GLOVEBX_20041122.0919-E30-96
EM4	GLOVEBX_20041122.0919-E31-97
EM5	GLOVEBX_20041122.0919-E32-98
EM6	GLOVEBX_20041122.0919-E33-99
EM7	GLOVEBX_20041122.0919-E34-100
EM8	GLOVEBX_20041122.0919-E29-101
EM9	GLOVEBX_20041122.0919-E35-102
EM10	GLOVEBX_20041122.0919-E36-103
EM11	GLOVEBX_20041122.0919-E29-104
EM12	GLOVEBX_20041122.0919-E35-105
EM14	GLOVEBX_20041122.0919-E29-106
EM13	GLOVEBX_20041122.0919-E37-107
EM15	GLOVEBX_20041122.0919-E31-108
EM16	GLOVEBX_20041122.0919-E29-109
EM39	GLOVEBX_20041122.0919-E2-110
EM17	GLOVEBX_20041122.0919-E29-111
EM18	GLOVEBX_20041122.0919-E29-112
EM19	GLOVEBX_20041122.0919-E1-113
R3	GLOVEBX_20041122.0919-R1
R5	GLOVEBX_20041122.0919-R2
R7	GLOVEBX_20041122.0919-R3
R1	GLOVEBX_20041122.0919-R4
R2	GLOVEBX_20041122.0919-R5
R9	GLOVEBX_20041122.0919-R6
R4	GLOVEBX_20041122.0919-R7
R13	GLOVEBX_20041122.0919-R8
R6	GLOVEBX_20041122.0919-R9
R8	GLOVEBX_20041122.0919-R10
R15	GLOVEBX_20041122.0919-R11
R10	GLOVEBX_20041122.0919-R12
R16	GLOVEBX_20041122.0919-R13
R11	GLOVEBX_20041122.0919-R14
R12	GLOVEBX_20041122.0919-R15
R14	GLOVEBX_20041122.0919-R16
RM3	GLOVEBX_20041122.0919-R1-1
RM5	GLOVEBX_20041122.0919-R2-1
RM7	GLOVEBX_20041122.0919-R3-1
RM9	GLOVEBX_20041122.0919-R6-1
RM1	GLOVEBX_20041122.0919-R4-1
RM2	GLOVEBX_20041122.0919-R1-2
RM13	GLOVEBX_20041122.0919-R8-1
RM4	GLOVEBX_20041122.0919-R2-2
RM6	GLOVEBX_20041122.0919-R1-3
RM8	GLOVEBX_20041122.0919-R10-1
RM15	GLOVEBX_20041122.0919-R11-1
RM10	GLOVEBX_20041122.0919-R12-1
RM16	GLOVEBX_20041122.0919-R13-1
RM11	GLOVEBX_20041122.0919-R14-1
RM12	GLOVEBX_20041122.0919-R10-2
RM14	GLOVEBX_20041122.0919-R16-1
V3	GLOVEBX_20041122.0919-EV1
V1	GLOVEBX_20041122.0919-EV2
V2	GLOVEBX_20041122.0919-EV3
V4	GLOVEBX_20041122.0919-EV4
V5	GLOVEBX_20041122.0919-EV5
V6	GLOVEBX_20041122.0919-EV6
V7	GLOVEBX_20041122.0919-EV7
VM4	GLOVEBX_20041122.0919-EV1-1
VM1	GLOVEBX_20041122.0919-EV2-1
VM2	GLOVEBX_20041122.0919-EV3-1
VM3	GLOVEBX_20041122.0919-EV3-2
VM5	GLOVEBX_20041122.0919-EV4-1
VM6	GLOVEBX_20041122.0919-EV5-1
VM7	GLOVEBX_20041122.0919-EV6-1
VM8	GLOVEBX_20041122.0919-EV7-1
Q21	GLOVEBX_20041122.0919-T1
Q1	GLOVEBX_20041122.0919-T2
Q2	GLOVEBX_20041122.0919-T3
Q3	GLOVEBX_20041122.0919-T4
Q4	GLOVEBX_20041122.0919-T5
Q5	GLOVEBX_20041122.0919-T6
Q6	GLOVEBX_20041122.0919-V1
Q7	GLOVEBX_20041122.0919-T7
Q8	GLOVEBX_20041122.0919-T8
Q10	GLOVEBX_20041122.0919-T9
Q11	GLOVEBX_20041122.0919-T10
Q12	GLOVEBX_20041122.0919-T11
Q9	GLOVEBX_20041122.0919-T12
Q13	GLOVEBX_20041122.0919-T13
Q14	GLOVEBX_20041122.0919-T14
Q15	GLOVEBX_20041122.0919-T15
Q16	GLOVEBX_20041122.0919-T16
Q17	GLOVEBX_20041122.0919-T17
Q18	GLOVEBX_20041122.0919-V2
Q19	GLOVEBX_20041122.0919-T18
Q20	GLOVEBX_20041122.0919-T19
QM6	GLOVEBX_20041122.0919-V1-1
QM18	GLOVEBX_20041122.0919-V2-1
