CE14	GLOVEBX_20050109.2334-CE1
EM36	GLOVEBX_20050109.2334-E5-18
EM37	GLOVEBX_20050109.2334-E13-19
EM38	GLOVEBX_20050109.2334-E6-20
EM39	GLOVEBX_20050109.2334-E13-21
EM40	GLOVEBX_20050109.2334-E6-22
EM41	GLOVEBX_20050109.2334-E7-23
EM42	GLOVEBX_20050109.2334-E15-24
EM43	GLOVEBX_20050109.2334-E15-25
EM44	GLOVEBX_20050109.2334-E11-26
EM45	GLOVEBX_20050109.2334-E13-27
EM47	GLOVEBX_20050109.2334-E2-28
EM48	GLOVEBX_20050109.2334-E2-29
EM49	GLOVEBX_20050109.2334-E9-30
EM50	GLOVEBX_20050109.2334-E8-31
EM9	GLOVEBX_20050109.2334-E10-32
EM31	GLOVEBX_20050109.2334-E2-33
EM35	GLOVEBX_20050109.2334-E11-34
EM46	GLOVEBX_20050109.2334-E12-35
EM1	GLOVEBX_20050109.2334-E13-36
EM3	GLOVEBX_20050109.2334-E14-37
EM4	GLOVEBX_20050109.2334-E15-38
EM5	GLOVEBX_20050109.2334-E9-39
EM6	GLOVEBX_20050109.2334-E16-40
EM7	GLOVEBX_20050109.2334-E16-41
EM8	GLOVEBX_20050109.2334-E14-42
EM10	GLOVEBX_20050109.2334-E17-43
EM11	GLOVEBX_20050109.2334-E18-44
EM12	GLOVEBX_20050109.2334-E19-45
EM13	GLOVEBX_20050109.2334-E20-46
EM14	GLOVEBX_20050109.2334-E15-47
EM15	GLOVEBX_20050109.2334-E21-48
EM16	GLOVEBX_20050109.2334-E22-49
EM17	GLOVEBX_20050109.2334-E23-50
R1	GLOVEBX_20050109.2334-R1
R2	GLOVEBX_20050109.2334-R2
R3	GLOVEBX_20050109.2334-R3
R4	GLOVEBX_20050109.2334-R4
RM1	GLOVEBX_20050109.2334-R1-1
RM2	GLOVEBX_20050109.2334-R2-1
RM3	GLOVEBX_20050109.2334-R3-1
RM4	GLOVEBX_20050109.2334-R4-1
V1	GLOVEBX_20050109.2334-EV1
V2	GLOVEBX_20050109.2334-EV2
V3	GLOVEBX_20050109.2334-EV3
VM1	GLOVEBX_20050109.2334-EV1-1
VM2	GLOVEBX_20050109.2334-EV2-1
VM3	GLOVEBX_20050109.2334-EV1-2
VM4	GLOVEBX_20050109.2334-EV2-2
VM5	GLOVEBX_20050109.2334-EV3-1
Q1	GLOVEBX_20050109.2334-T1
Q2	GLOVEBX_20050109.2334-T2
Q6	GLOVEBX_20050109.2334-T3
Q7	GLOVEBX_20050109.2334-T4
Q9	GLOVEBX_20050109.2334-T5
Q10	GLOVEBX_20050109.2334-T6
Q3	GLOVEBX_20050109.2334-T7
Q8	GLOVEBX_20050109.2334-T8
Q4	GLOVEBX_20050109.2334-T9
Q5	GLOVEBX_20050109.2334-T10
