CE17	NJWSL_20041205.1409-CE1
EM54	NJWSL_20041205.1409-E22-33
EM55	NJWSL_20041205.1409-E23-34
EM56	NJWSL_20041205.1409-E25-35
EM57	NJWSL_20041205.1409-E26-36
EM58	NJWSL_20041205.1409-E27-37
EM59	NJWSL_20041205.1409-E28-38
EM60	NJWSL_20041205.1409-E29-39
EM61	NJWSL_20041205.1409-E30-40
EM62	NJWSL_20041205.1409-E30-41
EM63	NJWSL_20041205.1409-E31-42
EM64	NJWSL_20041205.1409-E42-43
EM2	NJWSL_20041205.1409-E29-44
EM65	NJWSL_20041205.1409-E32-45
EM25	NJWSL_20041205.1409-E44-46
EM27	NJWSL_20041205.1409-E42-47
EM52	NJWSL_20041205.1409-E19-48
EM66	NJWSL_20041205.1409-E33-49
EM67	NJWSL_20041205.1409-E34-50
EM68	NJWSL_20041205.1409-E34-51
EM69	NJWSL_20041205.1409-E35-52
EM70	NJWSL_20041205.1409-E36-53
EM71	NJWSL_20041205.1409-E37-54
EM72	NJWSL_20041205.1409-E38-55
EM3	NJWSL_20041205.1409-E39-56
EM47	NJWSL_20041205.1409-E43-57
EM48	NJWSL_20041205.1409-E43-58
EM4	NJWSL_20041205.1409-E40-59
EM5	NJWSL_20041205.1409-E41-60
EM6	NJWSL_20041205.1409-E42-61
EM7	NJWSL_20041205.1409-E24-62
EM8	NJWSL_20041205.1409-E43-63
EM9	NJWSL_20041205.1409-E44-64
EM10	NJWSL_20041205.1409-E45-65
EM11	NJWSL_20041205.1409-E46-66
EM12	NJWSL_20041205.1409-E47-67
EM13	NJWSL_20041205.1409-E48-68
EM14	NJWSL_20041205.1409-E49-69
EM15	NJWSL_20041205.1409-E50-70
EM16	NJWSL_20041205.1409-E51-71
EM21	NJWSL_20041205.1409-E1-72
R1	NJWSL_20041205.1409-R1
R2	NJWSL_20041205.1409-R2
R3	NJWSL_20041205.1409-R3
R4	NJWSL_20041205.1409-R4
R5	NJWSL_20041205.1409-R5
R6	NJWSL_20041205.1409-R6
R7	NJWSL_20041205.1409-R7
R8	NJWSL_20041205.1409-R8
R9	NJWSL_20041205.1409-R9
R10	NJWSL_20041205.1409-R10
R11	NJWSL_20041205.1409-R11
R12	NJWSL_20041205.1409-R12
RM1	NJWSL_20041205.1409-R2-1
RM2	NJWSL_20041205.1409-R3-1
RM3	NJWSL_20041205.1409-R4-1
RM4	NJWSL_20041205.1409-R5-1
RM5	NJWSL_20041205.1409-R6-1
RM6	NJWSL_20041205.1409-R7-1
RM7	NJWSL_20041205.1409-R8-1
RM8	NJWSL_20041205.1409-R9-1
RM9	NJWSL_20041205.1409-R10-1
RM10	NJWSL_20041205.1409-R11-1
RM11	NJWSL_20041205.1409-R12-1
V3	NJWSL_20041205.1409-EV1
V1	NJWSL_20041205.1409-EV2
V2	NJWSL_20041205.1409-EV3
V4	NJWSL_20041205.1409-EV4
VM3	NJWSL_20041205.1409-EV1-1
VM1	NJWSL_20041205.1409-EV2-1
VM2	NJWSL_20041205.1409-EV3-1
VM4	NJWSL_20041205.1409-EV4-1
Q2	NJWSL_20041205.1409-T1
Q3	NJWSL_20041205.1409-T2
Q4	NJWSL_20041205.1409-T3
Q5	NJWSL_20041205.1409-T4
Q6	NJWSL_20041205.1409-T5
Q7	NJWSL_20041205.1409-T6
Q8	NJWSL_20041205.1409-T7
Q9	NJWSL_20041205.1409-T8
Q10	NJWSL_20041205.1409-T9
Q11	NJWSL_20041205.1409-T10
Q12	NJWSL_20041205.1409-T11
Q13	NJWSL_20041205.1409-T12
Q14	NJWSL_20041205.1409-T13
Q15	NJWSL_20041205.1409-T14
Q16	NJWSL_20041205.1409-T15
Q17	NJWSL_20041205.1409-T16
Q18	NJWSL_20041205.1409-T17
Q19	NJWSL_20041205.1409-T18
Q20	NJWSL_20041205.1409-T19
Q1	NJWSL_20041205.1409-T20
