CE6	GLOVEBX_20050117.0459-CE1
EM53	GLOVEBX_20050117.0459-E22-36
EM54	GLOVEBX_20050117.0459-E8-37
EM56	GLOVEBX_20050117.0459-E23-38
EM57	GLOVEBX_20050117.0459-E8-39
EM58	GLOVEBX_20050117.0459-E24-40
EM59	GLOVEBX_20050117.0459-E24-41
EM1	GLOVEBX_20050117.0459-E20-42
EM55	GLOVEBX_20050117.0459-E19-43
EM42	GLOVEBX_20050117.0459-E27-44
EM44	GLOVEBX_20050117.0459-E27-45
EM45	GLOVEBX_20050117.0459-E27-46
EM36	GLOVEBX_20050117.0459-E27-47
EM41	GLOVEBX_20050117.0459-E25-48
EM60	GLOVEBX_20050117.0459-E25-49
EM2	GLOVEBX_20050117.0459-E26-50
EM3	GLOVEBX_20050117.0459-E27-51
EM4	GLOVEBX_20050117.0459-E26-52
EM5	GLOVEBX_20050117.0459-E28-53
EM6	GLOVEBX_20050117.0459-E29-54
EM7	GLOVEBX_20050117.0459-E27-55
EM8	GLOVEBX_20050117.0459-E26-56
EM9	GLOVEBX_20050117.0459-E27-57
EM10	GLOVEBX_20050117.0459-E27-58
EM11	GLOVEBX_20050117.0459-E27-59
EM12	GLOVEBX_20050117.0459-E1-60
R1	GLOVEBX_20050117.0459-R1
R2	GLOVEBX_20050117.0459-R2
R3	GLOVEBX_20050117.0459-R3
RM1	GLOVEBX_20050117.0459-R1-1
RM2	GLOVEBX_20050117.0459-R2-1
RM3	GLOVEBX_20050117.0459-R3-1
V1	GLOVEBX_20050117.0459-EV1
V2	GLOVEBX_20050117.0459-EV2
V3	GLOVEBX_20050117.0459-EV3
VM1	GLOVEBX_20050117.0459-EV1-1
VM2	GLOVEBX_20050117.0459-EV1-2
VM3	GLOVEBX_20050117.0459-EV1-3
VM4	GLOVEBX_20050117.0459-EV2-1
VM5	GLOVEBX_20050117.0459-EV3-1
VM6	GLOVEBX_20050117.0459-EV2-2
Q1	GLOVEBX_20050117.0459-T1
Q2	GLOVEBX_20050117.0459-T2
Q9	GLOVEBX_20050117.0459-T3
Q13	GLOVEBX_20050117.0459-T4
Q15	GLOVEBX_20050117.0459-T5
Q4	GLOVEBX_20050117.0459-T6
Q5	GLOVEBX_20050117.0459-T7
Q6	GLOVEBX_20050117.0459-T8
Q7	GLOVEBX_20050117.0459-T9
Q8	GLOVEBX_20050117.0459-T10
Q10	GLOVEBX_20050117.0459-T11
Q11	GLOVEBX_20050117.0459-T12
Q12	GLOVEBX_20050117.0459-T13
Q14	GLOVEBX_20050117.0459-T14
Q16	GLOVEBX_20050117.0459-T15
Q3	GLOVEBX_20050117.0459-T16
