CE9	NJWSL_20041211.1642-CE1
EM8	NJWSL_20041211.1642-E20-41
EM11	NJWSL_20041211.1642-E20-42
EM9	NJWSL_20041211.1642-E21-43
EM34	NJWSL_20041211.1642-E19-44
EM10	NJWSL_20041211.1642-E22-45
EM12	NJWSL_20041211.1642-E23-46
EM13	NJWSL_20041211.1642-E23-47
EM14	NJWSL_20041211.1642-E16-48
R6	NJWSL_20041211.1642-R1
R7	NJWSL_20041211.1642-R2
R8	NJWSL_20041211.1642-R3
R9	NJWSL_20041211.1642-R4
R10	NJWSL_20041211.1642-R5
R11	NJWSL_20041211.1642-R6
R12	NJWSL_20041211.1642-R7
R4	NJWSL_20041211.1642-R8
R5	NJWSL_20041211.1642-R9
R1	NJWSL_20041211.1642-R10
R2	NJWSL_20041211.1642-R11
R3	NJWSL_20041211.1642-R12
RM6	NJWSL_20041211.1642-R2-1
RM8	NJWSL_20041211.1642-R3-1
RM11	NJWSL_20041211.1642-R4-1
RM9	NJWSL_20041211.1642-R5-1
RM10	NJWSL_20041211.1642-R6-1
RM12	NJWSL_20041211.1642-R7-1
RM4	NJWSL_20041211.1642-R8-1
RM5	NJWSL_20041211.1642-R9-1
RM1	NJWSL_20041211.1642-R9-2
RM2	NJWSL_20041211.1642-R11-1
RM3	NJWSL_20041211.1642-R12-1
RM7	NJWSL_20041211.1642-R1-1
V1	NJWSL_20041211.1642-EV1
V2	NJWSL_20041211.1642-EV2
V3	NJWSL_20041211.1642-EV3
VM1	NJWSL_20041211.1642-EV1-1
VM2	NJWSL_20041211.1642-EV2-1
VM3	NJWSL_20041211.1642-EV1-2
VM4	NJWSL_20041211.1642-EV2-2
VM5	NJWSL_20041211.1642-EV3-1
Q1	NJWSL_20041211.1642-T1
Q2	NJWSL_20041211.1642-T2
Q3	NJWSL_20041211.1642-T3
Q4	NJWSL_20041211.1642-T4
Q5	NJWSL_20041211.1642-T5
Q7	NJWSL_20041211.1642-T6
Q8	NJWSL_20041211.1642-T7
Q6	NJWSL_20041211.1642-T8
Q9	NJWSL_20041211.1642-T9
