CE10	GLOVEBX_20041119.0805-CE1
RM8	GLOVEBX_20041119.0805-R8-2
RM9	GLOVEBX_20041119.0805-R10-1
RM10	GLOVEBX_20041119.0805-R11-1
RM12	GLOVEBX_20041119.0805-R12-1
RM13	GLOVEBX_20041119.0805-R13-1
RM14	GLOVEBX_20041119.0805-R14-1
RM15	GLOVEBX_20041119.0805-R15-1
RM16	GLOVEBX_20041119.0805-R16-1
RM17	GLOVEBX_20041119.0805-R17-1
RM19	GLOVEBX_20041119.0805-R18-1
RM20	GLOVEBX_20041119.0805-R19-1
RM21	GLOVEBX_20041119.0805-R20-1
RM22	GLOVEBX_20041119.0805-R21-1
RM18	GLOVEBX_20041119.0805-R22-1
V2	GLOVEBX_20041119.0805-EV1
V4	GLOVEBX_20041119.0805-EV2
V5	GLOVEBX_20041119.0805-EV3
V6	GLOVEBX_20041119.0805-EV4
V7	GLOVEBX_20041119.0805-EV5
V1	GLOVEBX_20041119.0805-EV6
V3	GLOVEBX_20041119.0805-EV7
V8	GLOVEBX_20041119.0805-EV8
VM3	GLOVEBX_20041119.0805-EV1-1
VM6	GLOVEBX_20041119.0805-EV2-1
VM7	GLOVEBX_20041119.0805-EV3-1
VM8	GLOVEBX_20041119.0805-EV4-1
VM9	GLOVEBX_20041119.0805-EV5-1
VM1	GLOVEBX_20041119.0805-EV6-1
VM2	GLOVEBX_20041119.0805-EV6-2
VM4	GLOVEBX_20041119.0805-EV7-1
VM5	GLOVEBX_20041119.0805-EV7-2
VM10	GLOVEBX_20041119.0805-EV8-1
VM11	GLOVEBX_20041119.0805-EV8-2
Q6	GLOVEBX_20041119.0805-T1
Q9	GLOVEBX_20041119.0805-T2
Q8	GLOVEBX_20041119.0805-T3
Q11	GLOVEBX_20041119.0805-T4
Q3	GLOVEBX_20041119.0805-T5
Q13	GLOVEBX_20041119.0805-T6
Q1	GLOVEBX_20041119.0805-T7
Q2	GLOVEBX_20041119.0805-T8
Q4	GLOVEBX_20041119.0805-T9
Q7	GLOVEBX_20041119.0805-T10
Q10	GLOVEBX_20041119.0805-T11
Q12	GLOVEBX_20041119.0805-T12
Q5	GLOVEBX_20041119.0805-T13
