CE9	misc.legal.moderated_20050129.2225-CE1
E40	misc.legal.moderated_20050129.2225-E28
E42	misc.legal.moderated_20050129.2225-E29
E43	misc.legal.moderated_20050129.2225-E30
E44	misc.legal.moderated_20050129.2225-E31
E45	misc.legal.moderated_20050129.2225-E32
E46	misc.legal.moderated_20050129.2225-E33
E48	misc.legal.moderated_20050129.2225-E34
E49	misc.legal.moderated_20050129.2225-E35
E50	misc.legal.moderated_20050129.2225-E36
E2	misc.legal.moderated_20050129.2225-E37
E53	misc.legal.moderated_20050129.2225-E38
E54	misc.legal.moderated_20050129.2225-E39
E55	misc.legal.moderated_20050129.2225-E40
E56	misc.legal.moderated_20050129.2225-E41
E58	misc.legal.moderated_20050129.2225-E42
E59	misc.legal.moderated_20050129.2225-E43
E61	misc.legal.moderated_20050129.2225-E44
E62	misc.legal.moderated_20050129.2225-E45
E63	misc.legal.moderated_20050129.2225-E46
E64	misc.legal.moderated_20050129.2225-E47
E66	misc.legal.moderated_20050129.2225-E48
E3	misc.legal.moderated_20050129.2225-E49
E4	misc.legal.moderated_20050129.2225-E50
E5	misc.legal.moderated_20050129.2225-E51
E6	misc.legal.moderated_20050129.2225-E52
E7	misc.legal.moderated_20050129.2225-E53
E8	misc.legal.moderated_20050129.2225-E54
E9	misc.legal.moderated_20050129.2225-E55
EM1	misc.legal.moderated_20050129.2225-E8-1
EM22	misc.legal.moderated_20050129.2225-E1-2
EM23	misc.legal.moderated_20050129.2225-E51-3
EM24	misc.legal.moderated_20050129.2225-E51-4
EM25	misc.legal.moderated_20050129.2225-E1-5
EM26	misc.legal.moderated_20050129.2225-E37-6
EM27	misc.legal.moderated_20050129.2225-E37-7
EM28	misc.legal.moderated_20050129.2225-E37-8
EM29	misc.legal.moderated_20050129.2225-E37-9
EM30	misc.legal.moderated_20050129.2225-E37-10
EM31	misc.legal.moderated_20050129.2225-E37-11
EM32	misc.legal.moderated_20050129.2225-E37-12
EM33	misc.legal.moderated_20050129.2225-E37-13
EM34	misc.legal.moderated_20050129.2225-E37-14
EM35	misc.legal.moderated_20050129.2225-E37-15
EM36	misc.legal.moderated_20050129.2225-E37-16
EM37	misc.legal.moderated_20050129.2225-E37-17
EM38	misc.legal.moderated_20050129.2225-E37-18
EM39	misc.legal.moderated_20050129.2225-E37-19
EM40	misc.legal.moderated_20050129.2225-E37-20
EM41	misc.legal.moderated_20050129.2225-E37-21
EM42	misc.legal.moderated_20050129.2225-E37-22
EM43	misc.legal.moderated_20050129.2225-E37-23
EM44	misc.legal.moderated_20050129.2225-E37-24
EM45	misc.legal.moderated_20050129.2225-E8-25
EM46	misc.legal.moderated_20050129.2225-E8-26
EM47	misc.legal.moderated_20050129.2225-E2-27
EM48	misc.legal.moderated_20050129.2225-E3-28
EM49	misc.legal.moderated_20050129.2225-E4-29
EM50	misc.legal.moderated_20050129.2225-E5-30
EM51	misc.legal.moderated_20050129.2225-E6-31
EM52	misc.legal.moderated_20050129.2225-E7-32
EM53	misc.legal.moderated_20050129.2225-E8-33
EM54	misc.legal.moderated_20050129.2225-E8-34
EM55	misc.legal.moderated_20050129.2225-E8-35
EM56	misc.legal.moderated_20050129.2225-E8-36
EM57	misc.legal.moderated_20050129.2225-E8-37
EM58	misc.legal.moderated_20050129.2225-E8-38
EM59	misc.legal.moderated_20050129.2225-E8-39
EM60	misc.legal.moderated_20050129.2225-E8-40
EM61	misc.legal.moderated_20050129.2225-E8-41
EM62	misc.legal.moderated_20050129.2225-E37-42
EM63	misc.legal.moderated_20050129.2225-E8-43
EM64	misc.legal.moderated_20050129.2225-E37-44
EM65	misc.legal.moderated_20050129.2225-E8-45
EM66	misc.legal.moderated_20050129.2225-E37-46
EM67	misc.legal.moderated_20050129.2225-E8-47
EM68	misc.legal.moderated_20050129.2225-E8-48
EM69	misc.legal.moderated_20050129.2225-E37-49
EM70	misc.legal.moderated_20050129.2225-E37-50
EM71	misc.legal.moderated_20050129.2225-E37-51
EM72	misc.legal.moderated_20050129.2225-E8-52
EM73	misc.legal.moderated_20050129.2225-E37-53
EM74	misc.legal.moderated_20050129.2225-E8-54
EM75	misc.legal.moderated_20050129.2225-E37-55
EM76	misc.legal.moderated_20050129.2225-E8-56
EM77	misc.legal.moderated_20050129.2225-E37-57
EM78	misc.legal.moderated_20050129.2225-E8-58
EM79	misc.legal.moderated_20050129.2225-E8-59
EM80	misc.legal.moderated_20050129.2225-E37-60
EM81	misc.legal.moderated_20050129.2225-E37-61
EM82	misc.legal.moderated_20050129.2225-E37-62
EM83	misc.legal.moderated_20050129.2225-E37-63
EM84	misc.legal.moderated_20050129.2225-E37-64
EM85	misc.legal.moderated_20050129.2225-E8-65
EM86	misc.legal.moderated_20050129.2225-E8-66
EM87	misc.legal.moderated_20050129.2225-E8-67
EM88	misc.legal.moderated_20050129.2225-E37-68
EM89	misc.legal.moderated_20050129.2225-E8-69
EM90	misc.legal.moderated_20050129.2225-E37-70
EM91	misc.legal.moderated_20050129.2225-E37-71
EM92	misc.legal.moderated_20050129.2225-E37-72
EM94	misc.legal.moderated_20050129.2225-E37-73
EM95	misc.legal.moderated_20050129.2225-E37-74
EM96	misc.legal.moderated_20050129.2225-E8-75
EM97	misc.legal.moderated_20050129.2225-E8-76
EM98	misc.legal.moderated_20050129.2225-E8-77
EM100	misc.legal.moderated_20050129.2225-E8-78
EM101	misc.legal.moderated_20050129.2225-E8-79
EM102	misc.legal.moderated_20050129.2225-E37-80
EM103	misc.legal.moderated_20050129.2225-E54-81
EM104	misc.legal.moderated_20050129.2225-E9-82
EM105	misc.legal.moderated_20050129.2225-E10-83
EM106	misc.legal.moderated_20050129.2225-E7-84
EM107	misc.legal.moderated_20050129.2225-E54-85
EM108	misc.legal.moderated_20050129.2225-E7-86
EM109	misc.legal.moderated_20050129.2225-E7-87
EM110	misc.legal.moderated_20050129.2225-E11-88
EM112	misc.legal.moderated_20050129.2225-E11-89
EM113	misc.legal.moderated_20050129.2225-E13-90
EM114	misc.legal.moderated_20050129.2225-E12-91
EM115	misc.legal.moderated_20050129.2225-E11-92
EM116	misc.legal.moderated_20050129.2225-E14-93
EM117	misc.legal.moderated_20050129.2225-E15-94
EM118	misc.legal.moderated_20050129.2225-E17-95
EM119	misc.legal.moderated_20050129.2225-E15-96
EM120	misc.legal.moderated_20050129.2225-E54-97
EM121	misc.legal.moderated_20050129.2225-E18-98
EM122	misc.legal.moderated_20050129.2225-E19-99
EM2	misc.legal.moderated_20050129.2225-E37-100
EM123	misc.legal.moderated_20050129.2225-E18-101
EM124	misc.legal.moderated_20050129.2225-E20-102
EM125	misc.legal.moderated_20050129.2225-E16-103
EM126	misc.legal.moderated_20050129.2225-E21-104
EM127	misc.legal.moderated_20050129.2225-E19-105
EM128	misc.legal.moderated_20050129.2225-E16-106
EM129	misc.legal.moderated_20050129.2225-E21-107
EM130	misc.legal.moderated_20050129.2225-E21-108
EM131	misc.legal.moderated_20050129.2225-E22-109
EM133	misc.legal.moderated_20050129.2225-E23-110
EM134	misc.legal.moderated_20050129.2225-E24-111
EM135	misc.legal.moderated_20050129.2225-E26-112
EM136	misc.legal.moderated_20050129.2225-E27-113
EM137	misc.legal.moderated_20050129.2225-E28-114
EM138	misc.legal.moderated_20050129.2225-E28-115
EM139	misc.legal.moderated_20050129.2225-E28-116
EM140	misc.legal.moderated_20050129.2225-E28-117
EM141	misc.legal.moderated_20050129.2225-E28-118
EM143	misc.legal.moderated_20050129.2225-E29-119
EM144	misc.legal.moderated_20050129.2225-E30-120
EM145	misc.legal.moderated_20050129.2225-E22-121
EM146	misc.legal.moderated_20050129.2225-E31-122
EM147	misc.legal.moderated_20050129.2225-E25-123
EM148	misc.legal.moderated_20050129.2225-E32-124
EM149	misc.legal.moderated_20050129.2225-E33-125
EM151	misc.legal.moderated_20050129.2225-E8-126
EM152	misc.legal.moderated_20050129.2225-E8-127
EM153	misc.legal.moderated_20050129.2225-E34-128
EM154	misc.legal.moderated_20050129.2225-E9-129
EM156	misc.legal.moderated_20050129.2225-E8-130
EM157	misc.legal.moderated_20050129.2225-E37-131
EM158	misc.legal.moderated_20050129.2225-E37-132
EM159	misc.legal.moderated_20050129.2225-E37-133
EM160	misc.legal.moderated_20050129.2225-E37-134
EM161	misc.legal.moderated_20050129.2225-E9-135
EM162	misc.legal.moderated_20050129.2225-E9-136
EM163	misc.legal.moderated_20050129.2225-E35-137
EM164	misc.legal.moderated_20050129.2225-E36-138
EM165	misc.legal.moderated_20050129.2225-E38-139
EM166	misc.legal.moderated_20050129.2225-E39-140
EM167	misc.legal.moderated_20050129.2225-E40-141
EM168	misc.legal.moderated_20050129.2225-E41-142
EM169	misc.legal.moderated_20050129.2225-E8-143
EM170	misc.legal.moderated_20050129.2225-E37-144
EM171	misc.legal.moderated_20050129.2225-E8-145
EM172	misc.legal.moderated_20050129.2225-E37-146
EM173	misc.legal.moderated_20050129.2225-E8-147
EM174	misc.legal.moderated_20050129.2225-E8-148
EM175	misc.legal.moderated_20050129.2225-E37-149
EM176	misc.legal.moderated_20050129.2225-E40-150
EM177	misc.legal.moderated_20050129.2225-E42-151
EM178	misc.legal.moderated_20050129.2225-E43-152
EM179	misc.legal.moderated_20050129.2225-E43-153
EM180	misc.legal.moderated_20050129.2225-E44-154
EM181	misc.legal.moderated_20050129.2225-E45-155
EM182	misc.legal.moderated_20050129.2225-E46-156
EM183	misc.legal.moderated_20050129.2225-E40-157
EM3	misc.legal.moderated_20050129.2225-E37-158
EM184	misc.legal.moderated_20050129.2225-E1-159
EM185	misc.legal.moderated_20050129.2225-E47-160
EM186	misc.legal.moderated_20050129.2225-E28-161
EM4	misc.legal.moderated_20050129.2225-E37-162
EM187	misc.legal.moderated_20050129.2225-E48-163
EM5	misc.legal.moderated_20050129.2225-E49-164
EM6	misc.legal.moderated_20050129.2225-E50-165
EM8	misc.legal.moderated_20050129.2225-E37-166
EM9	misc.legal.moderated_20050129.2225-E37-167
EM10	misc.legal.moderated_20050129.2225-E37-168
EM11	misc.legal.moderated_20050129.2225-E8-169
EM12	misc.legal.moderated_20050129.2225-E51-170
EM13	misc.legal.moderated_20050129.2225-E37-171
EM14	misc.legal.moderated_20050129.2225-E52-172
EM15	misc.legal.moderated_20050129.2225-E53-173
EM16	misc.legal.moderated_20050129.2225-E37-174
EM17	misc.legal.moderated_20050129.2225-E37-175
EM18	misc.legal.moderated_20050129.2225-E37-176
EM19	misc.legal.moderated_20050129.2225-E37-177
EM20	misc.legal.moderated_20050129.2225-E54-178
EM21	misc.legal.moderated_20050129.2225-E55-179
R1	misc.legal.moderated_20050129.2225-R1
R2	misc.legal.moderated_20050129.2225-R2
R3	misc.legal.moderated_20050129.2225-R3
R4	misc.legal.moderated_20050129.2225-R4
R5	misc.legal.moderated_20050129.2225-R5
R6	misc.legal.moderated_20050129.2225-R6
R7	misc.legal.moderated_20050129.2225-R7
R8	misc.legal.moderated_20050129.2225-R8
R9	misc.legal.moderated_20050129.2225-R9
R10	misc.legal.moderated_20050129.2225-R10
R11	misc.legal.moderated_20050129.2225-R11
R12	misc.legal.moderated_20050129.2225-R12
R13	misc.legal.moderated_20050129.2225-R13
R14	misc.legal.moderated_20050129.2225-R14
R15	misc.legal.moderated_20050129.2225-R15
R16	misc.legal.moderated_20050129.2225-R16
R17	misc.legal.moderated_20050129.2225-R17
R18	misc.legal.moderated_20050129.2225-R18
R19	misc.legal.moderated_20050129.2225-R19
R20	misc.legal.moderated_20050129.2225-R20
R21	misc.legal.moderated_20050129.2225-R21
R22	misc.legal.moderated_20050129.2225-R22
R23	misc.legal.moderated_20050129.2225-R23
R24	misc.legal.moderated_20050129.2225-R24
R25	misc.legal.moderated_20050129.2225-R25
R26	misc.legal.moderated_20050129.2225-R26
R27	misc.legal.moderated_20050129.2225-R27
R28	misc.legal.moderated_20050129.2225-R28
R29	misc.legal.moderated_20050129.2225-R29
R30	misc.legal.moderated_20050129.2225-R30
R31	misc.legal.moderated_20050129.2225-R31
R33	misc.legal.moderated_20050129.2225-R32
R34	misc.legal.moderated_20050129.2225-R33
R35	misc.legal.moderated_20050129.2225-R34
R36	misc.legal.moderated_20050129.2225-R35
R37	misc.legal.moderated_20050129.2225-R36
RM1	misc.legal.moderated_20050129.2225-R2-1
RM2	misc.legal.moderated_20050129.2225-R3-1
RM3	misc.legal.moderated_20050129.2225-R4-1
RM4	misc.legal.moderated_20050129.2225-R5-1
RM5	misc.legal.moderated_20050129.2225-R6-1
RM6	misc.legal.moderated_20050129.2225-R7-1
RM7	misc.legal.moderated_20050129.2225-R8-1
RM8	misc.legal.moderated_20050129.2225-R8-2
RM9	misc.legal.moderated_20050129.2225-R7-2
RM10	misc.legal.moderated_20050129.2225-R7-3
RM11	misc.legal.moderated_20050129.2225-R12-1
RM12	misc.legal.moderated_20050129.2225-R6-2
RM13	misc.legal.moderated_20050129.2225-R14-1
RM14	misc.legal.moderated_20050129.2225-R15-1
RM15	misc.legal.moderated_20050129.2225-R16-1
RM16	misc.legal.moderated_20050129.2225-R16-2
RM17	misc.legal.moderated_20050129.2225-R18-1
RM18	misc.legal.moderated_20050129.2225-R19-1
RM19	misc.legal.moderated_20050129.2225-R20-1
RM20	misc.legal.moderated_20050129.2225-R16-3
RM21	misc.legal.moderated_20050129.2225-R16-4
RM22	misc.legal.moderated_20050129.2225-R16-5
RM23	misc.legal.moderated_20050129.2225-R24-1
RM24	misc.legal.moderated_20050129.2225-R25-1
RM25	misc.legal.moderated_20050129.2225-R26-1
RM26	misc.legal.moderated_20050129.2225-R16-6
RM27	misc.legal.moderated_20050129.2225-R24-2
RM28	misc.legal.moderated_20050129.2225-R18-2
RM29	misc.legal.moderated_20050129.2225-R16-7
RM30	misc.legal.moderated_20050129.2225-R16-8
RM32	misc.legal.moderated_20050129.2225-R16-9
RM33	misc.legal.moderated_20050129.2225-R16-10
RM34	misc.legal.moderated_20050129.2225-R34-1
RM35	misc.legal.moderated_20050129.2225-R16-11
RM36	misc.legal.moderated_20050129.2225-R36-1
V1	misc.legal.moderated_20050129.2225-EV1
V2	misc.legal.moderated_20050129.2225-EV2
V3	misc.legal.moderated_20050129.2225-EV3
V4	misc.legal.moderated_20050129.2225-EV4
V5	misc.legal.moderated_20050129.2225-EV5
V6	misc.legal.moderated_20050129.2225-EV6
V7	misc.legal.moderated_20050129.2225-EV7
V8	misc.legal.moderated_20050129.2225-EV8
V9	misc.legal.moderated_20050129.2225-EV9
V10	misc.legal.moderated_20050129.2225-EV10
V11	misc.legal.moderated_20050129.2225-EV11
V12	misc.legal.moderated_20050129.2225-EV12
V13	misc.legal.moderated_20050129.2225-EV13
V14	misc.legal.moderated_20050129.2225-EV14
V15	misc.legal.moderated_20050129.2225-EV15
V16	misc.legal.moderated_20050129.2225-EV16
V17	misc.legal.moderated_20050129.2225-EV17
VM1	misc.legal.moderated_20050129.2225-EV1-1
VM2	misc.legal.moderated_20050129.2225-EV1-2
VM3	misc.legal.moderated_20050129.2225-EV2-1
VM4	misc.legal.moderated_20050129.2225-EV3-1
VM5	misc.legal.moderated_20050129.2225-EV4-1
VM6	misc.legal.moderated_20050129.2225-EV5-1
VM7	misc.legal.moderated_20050129.2225-EV6-1
VM8	misc.legal.moderated_20050129.2225-EV5-2
VM9	misc.legal.moderated_20050129.2225-EV7-1
VM10	misc.legal.moderated_20050129.2225-EV8-1
VM11	misc.legal.moderated_20050129.2225-EV5-3
VM12	misc.legal.moderated_20050129.2225-EV9-1
VM13	misc.legal.moderated_20050129.2225-EV10-1
VM14	misc.legal.moderated_20050129.2225-EV11-1
VM15	misc.legal.moderated_20050129.2225-EV12-1
VM16	misc.legal.moderated_20050129.2225-EV5-4
VM17	misc.legal.moderated_20050129.2225-EV13-1
VM18	misc.legal.moderated_20050129.2225-EV14-1
VM19	misc.legal.moderated_20050129.2225-EV15-1
VM20	misc.legal.moderated_20050129.2225-EV3-2
VM21	misc.legal.moderated_20050129.2225-EV16-1
VM22	misc.legal.moderated_20050129.2225-EV5-5
VM23	misc.legal.moderated_20050129.2225-EV17-1
Q1	misc.legal.moderated_20050129.2225-T1
Q2	misc.legal.moderated_20050129.2225-T2
Q3	misc.legal.moderated_20050129.2225-T3
Q4	misc.legal.moderated_20050129.2225-T4
Q5	misc.legal.moderated_20050129.2225-T5
Q6	misc.legal.moderated_20050129.2225-T6
Q8	misc.legal.moderated_20050129.2225-T7
Q9	misc.legal.moderated_20050129.2225-T8
Q10	misc.legal.moderated_20050129.2225-T9
Q11	misc.legal.moderated_20050129.2225-T10
Q12	misc.legal.moderated_20050129.2225-T11
Q13	misc.legal.moderated_20050129.2225-T12
Q14	misc.legal.moderated_20050129.2225-T13
Q15	misc.legal.moderated_20050129.2225-T14
Q16	misc.legal.moderated_20050129.2225-T15
Q17	misc.legal.moderated_20050129.2225-T16
Q18	misc.legal.moderated_20050129.2225-T17
Q19	misc.legal.moderated_20050129.2225-T18
Q20	misc.legal.moderated_20050129.2225-T19
Q21	misc.legal.moderated_20050129.2225-T20
Q22	misc.legal.moderated_20050129.2225-V1
QM22	misc.legal.moderated_20050129.2225-V1-1
