CE12	rec.music.phish_20041215.1554-CE1
E9	rec.music.phish_20041215.1554-E26
E10	rec.music.phish_20041215.1554-E27
E11	rec.music.phish_20041215.1554-E28
E12	rec.music.phish_20041215.1554-E29
EM1	rec.music.phish_20041215.1554-E18-1
EM19	rec.music.phish_20041215.1554-E1-2
EM20	rec.music.phish_20041215.1554-E21-3
EM21	rec.music.phish_20041215.1554-E2-4
EM22	rec.music.phish_20041215.1554-E3-5
EM23	rec.music.phish_20041215.1554-E18-6
EM24	rec.music.phish_20041215.1554-E24-7
EM25	rec.music.phish_20041215.1554-E4-8
EM26	rec.music.phish_20041215.1554-E3-9
EM27	rec.music.phish_20041215.1554-E24-10
EM28	rec.music.phish_20041215.1554-E2-11
EM29	rec.music.phish_20041215.1554-E22-12
EM30	rec.music.phish_20041215.1554-E5-13
EM31	rec.music.phish_20041215.1554-E6-14
EM32	rec.music.phish_20041215.1554-E4-15
EM33	rec.music.phish_20041215.1554-E7-16
EM34	rec.music.phish_20041215.1554-E19-17
EM35	rec.music.phish_20041215.1554-E18-18
EM36	rec.music.phish_20041215.1554-E8-19
EM37	rec.music.phish_20041215.1554-E21-20
EM38	rec.music.phish_20041215.1554-E21-21
EM39	rec.music.phish_20041215.1554-E9-22
EM40	rec.music.phish_20041215.1554-E21-23
EM41	rec.music.phish_20041215.1554-E10-24
EM42	rec.music.phish_20041215.1554-E11-25
EM43	rec.music.phish_20041215.1554-E12-26
EM44	rec.music.phish_20041215.1554-E8-27
EM45	rec.music.phish_20041215.1554-E12-28
EM46	rec.music.phish_20041215.1554-E12-29
EM47	rec.music.phish_20041215.1554-E19-30
EM48	rec.music.phish_20041215.1554-E13-31
EM49	rec.music.phish_20041215.1554-E14-32
EM50	rec.music.phish_20041215.1554-E14-33
EM51	rec.music.phish_20041215.1554-E19-34
EM52	rec.music.phish_20041215.1554-E15-35
EM53	rec.music.phish_20041215.1554-E8-36
EM54	rec.music.phish_20041215.1554-E19-37
EM55	rec.music.phish_20041215.1554-E8-38
EM56	rec.music.phish_20041215.1554-E8-39
EM57	rec.music.phish_20041215.1554-E20-40
EM58	rec.music.phish_20041215.1554-E16-41
EM59	rec.music.phish_20041215.1554-E16-42
EM60	rec.music.phish_20041215.1554-E17-43
EM61	rec.music.phish_20041215.1554-E17-44
EM2	rec.music.phish_20041215.1554-E18-45
EM3	rec.music.phish_20041215.1554-E19-46
EM4	rec.music.phish_20041215.1554-E20-47
EM5	rec.music.phish_20041215.1554-E21-48
EM6	rec.music.phish_20041215.1554-E22-49
EM7	rec.music.phish_20041215.1554-E20-50
EM8	rec.music.phish_20041215.1554-E23-51
EM9	rec.music.phish_20041215.1554-E25-52
EM10	rec.music.phish_20041215.1554-E26-53
EM11	rec.music.phish_20041215.1554-E27-54
EM12	rec.music.phish_20041215.1554-E28-55
EM13	rec.music.phish_20041215.1554-E28-56
EM14	rec.music.phish_20041215.1554-E19-57
EM15	rec.music.phish_20041215.1554-E29-58
EM16	rec.music.phish_20041215.1554-E20-59
EM17	rec.music.phish_20041215.1554-E28-60
EM18	rec.music.phish_20041215.1554-E20-61
R1	rec.music.phish_20041215.1554-R1
R2	rec.music.phish_20041215.1554-R2
R3	rec.music.phish_20041215.1554-R3
R4	rec.music.phish_20041215.1554-R4
R5	rec.music.phish_20041215.1554-R5
R6	rec.music.phish_20041215.1554-R6
RM1	rec.music.phish_20041215.1554-R1-1
RM2	rec.music.phish_20041215.1554-R2-1
RM3	rec.music.phish_20041215.1554-R3-1
RM4	rec.music.phish_20041215.1554-R3-2
RM5	rec.music.phish_20041215.1554-R5-1
RM6	rec.music.phish_20041215.1554-R6-1
V1	rec.music.phish_20041215.1554-EV1
V3	rec.music.phish_20041215.1554-EV2
V4	rec.music.phish_20041215.1554-EV3
V5	rec.music.phish_20041215.1554-EV4
V6	rec.music.phish_20041215.1554-EV5
VM1	rec.music.phish_20041215.1554-EV1-1
VM4	rec.music.phish_20041215.1554-EV2-1
VM5	rec.music.phish_20041215.1554-EV3-1
VM6	rec.music.phish_20041215.1554-EV4-1
VM7	rec.music.phish_20041215.1554-EV5-1
Q1	rec.music.phish_20041215.1554-T1
Q2	rec.music.phish_20041215.1554-T2
