CE6	alt.gossip.celebrities_20041118.2331-CE1
EM45	alt.gossip.celebrities_20041118.2331-E40-22
EM46	alt.gossip.celebrities_20041118.2331-E21-23
EM47	alt.gossip.celebrities_20041118.2331-E44-24
EM48	alt.gossip.celebrities_20041118.2331-E11-25
EM49	alt.gossip.celebrities_20041118.2331-E11-26
EM50	alt.gossip.celebrities_20041118.2331-E12-27
EM51	alt.gossip.celebrities_20041118.2331-E44-28
EM52	alt.gossip.celebrities_20041118.2331-E13-29
EM53	alt.gossip.celebrities_20041118.2331-E14-30
EM54	alt.gossip.celebrities_20041118.2331-E14-31
EM55	alt.gossip.celebrities_20041118.2331-E15-32
EM56	alt.gossip.celebrities_20041118.2331-E16-33
EM57	alt.gossip.celebrities_20041118.2331-E17-34
EM58	alt.gossip.celebrities_20041118.2331-E18-35
EM59	alt.gossip.celebrities_20041118.2331-E17-36
EM60	alt.gossip.celebrities_20041118.2331-E19-37
EM61	alt.gossip.celebrities_20041118.2331-E44-38
EM62	alt.gossip.celebrities_20041118.2331-E20-39
EM63	alt.gossip.celebrities_20041118.2331-E22-40
EM64	alt.gossip.celebrities_20041118.2331-E23-41
EM65	alt.gossip.celebrities_20041118.2331-E24-42
EM66	alt.gossip.celebrities_20041118.2331-E25-43
EM67	alt.gossip.celebrities_20041118.2331-E41-44
EM68	alt.gossip.celebrities_20041118.2331-E26-45
EM69	alt.gossip.celebrities_20041118.2331-E27-46
EM70	alt.gossip.celebrities_20041118.2331-E28-47
EM71	alt.gossip.celebrities_20041118.2331-E29-48
EM72	alt.gossip.celebrities_20041118.2331-E27-49
EM73	alt.gossip.celebrities_20041118.2331-E21-50
EM74	alt.gossip.celebrities_20041118.2331-E41-51
EM75	alt.gossip.celebrities_20041118.2331-E41-52
EM76	alt.gossip.celebrities_20041118.2331-E30-53
EM77	alt.gossip.celebrities_20041118.2331-E31-54
EM78	alt.gossip.celebrities_20041118.2331-E32-55
EM79	alt.gossip.celebrities_20041118.2331-E21-56
EM80	alt.gossip.celebrities_20041118.2331-E41-57
EM81	alt.gossip.celebrities_20041118.2331-E33-58
EM82	alt.gossip.celebrities_20041118.2331-E34-59
EM83	alt.gossip.celebrities_20041118.2331-E35-60
EM84	alt.gossip.celebrities_20041118.2331-E36-61
EM85	alt.gossip.celebrities_20041118.2331-E37-62
EM86	alt.gossip.celebrities_20041118.2331-E21-63
EM2	alt.gossip.celebrities_20041118.2331-E39-64
EM87	alt.gossip.celebrities_20041118.2331-E44-65
EM88	alt.gossip.celebrities_20041118.2331-E38-66
EM3	alt.gossip.celebrities_20041118.2331-E40-67
EM4	alt.gossip.celebrities_20041118.2331-E41-68
EM5	alt.gossip.celebrities_20041118.2331-E21-69
EM6	alt.gossip.celebrities_20041118.2331-E42-70
EM7	alt.gossip.celebrities_20041118.2331-E40-71
EM8	alt.gossip.celebrities_20041118.2331-E41-72
EM11	alt.gossip.celebrities_20041118.2331-E41-73
EM12	alt.gossip.celebrities_20041118.2331-E43-74
EM13	alt.gossip.celebrities_20041118.2331-E40-75
EM14	alt.gossip.celebrities_20041118.2331-E44-76
EM15	alt.gossip.celebrities_20041118.2331-E41-77
EM16	alt.gossip.celebrities_20041118.2331-E40-78
EM17	alt.gossip.celebrities_20041118.2331-E41-79
EM18	alt.gossip.celebrities_20041118.2331-E21-80
EM19	alt.gossip.celebrities_20041118.2331-E41-81
EM20	alt.gossip.celebrities_20041118.2331-E41-82
EM21	alt.gossip.celebrities_20041118.2331-E41-83
EM22	alt.gossip.celebrities_20041118.2331-E21-84
R1	alt.gossip.celebrities_20041118.2331-R1
R2	alt.gossip.celebrities_20041118.2331-R2
R3	alt.gossip.celebrities_20041118.2331-R3
R4	alt.gossip.celebrities_20041118.2331-R4
R5	alt.gossip.celebrities_20041118.2331-R5
R6	alt.gossip.celebrities_20041118.2331-R6
RM1	alt.gossip.celebrities_20041118.2331-R1-1
RM2	alt.gossip.celebrities_20041118.2331-R2-1
RM3	alt.gossip.celebrities_20041118.2331-R3-1
RM4	alt.gossip.celebrities_20041118.2331-R4-1
RM5	alt.gossip.celebrities_20041118.2331-R5-1
RM7	alt.gossip.celebrities_20041118.2331-R6-1
V1	alt.gossip.celebrities_20041118.2331-EV1
VM1	alt.gossip.celebrities_20041118.2331-EV1-1
VM2	alt.gossip.celebrities_20041118.2331-EV1-2
Q1	alt.gossip.celebrities_20041118.2331-T1
Q2	alt.gossip.celebrities_20041118.2331-T2
Q3	alt.gossip.celebrities_20041118.2331-T3
Q4	alt.gossip.celebrities_20041118.2331-T4
Q5	alt.gossip.celebrities_20041118.2331-T5
Q6	alt.gossip.celebrities_20041118.2331-T6
Q7	alt.gossip.celebrities_20041118.2331-T7
Q8	alt.gossip.celebrities_20041118.2331-T8
Q9	alt.gossip.celebrities_20041118.2331-T9
Q10	alt.gossip.celebrities_20041118.2331-T10
Q11	alt.gossip.celebrities_20041118.2331-T11
Q12	alt.gossip.celebrities_20041118.2331-T12
Q13	alt.gossip.celebrities_20041118.2331-T13
Q14	alt.gossip.celebrities_20041118.2331-T14
