CE11	misc.legal.moderated_20041202.1648-CE1
RM4	misc.legal.moderated_20041202.1648-R4-1
RM5	misc.legal.moderated_20041202.1648-R5-1
RM6	misc.legal.moderated_20041202.1648-R6-1
RM8	misc.legal.moderated_20041202.1648-R7-1
RM9	misc.legal.moderated_20041202.1648-R8-1
RM11	misc.legal.moderated_20041202.1648-R9-1
RM12	misc.legal.moderated_20041202.1648-R10-1
RM13	misc.legal.moderated_20041202.1648-R11-1
RM14	misc.legal.moderated_20041202.1648-R12-1
RM15	misc.legal.moderated_20041202.1648-R2-2
RM16	misc.legal.moderated_20041202.1648-R3-2
RM17	misc.legal.moderated_20041202.1648-R15-1
RM18	misc.legal.moderated_20041202.1648-R16-1
RM19	misc.legal.moderated_20041202.1648-R3-3
RM20	misc.legal.moderated_20041202.1648-R2-3
RM21	misc.legal.moderated_20041202.1648-R4-2
RM22	misc.legal.moderated_20041202.1648-R20-1
RM23	misc.legal.moderated_20041202.1648-R4-3
RM24	misc.legal.moderated_20041202.1648-R4-4
RM25	misc.legal.moderated_20041202.1648-R1-2
RM26	misc.legal.moderated_20041202.1648-R1-3
RM27	misc.legal.moderated_20041202.1648-R25-1
RM28	misc.legal.moderated_20041202.1648-R26-1
RM29	misc.legal.moderated_20041202.1648-R27-1
RM30	misc.legal.moderated_20041202.1648-R28-1
V1	misc.legal.moderated_20041202.1648-EV1
V2	misc.legal.moderated_20041202.1648-EV2
V5	misc.legal.moderated_20041202.1648-EV3
V6	misc.legal.moderated_20041202.1648-EV4
V7	misc.legal.moderated_20041202.1648-EV5
V9	misc.legal.moderated_20041202.1648-EV6
V10	misc.legal.moderated_20041202.1648-EV7
V11	misc.legal.moderated_20041202.1648-EV8
V12	misc.legal.moderated_20041202.1648-EV9
V13	misc.legal.moderated_20041202.1648-EV10
V14	misc.legal.moderated_20041202.1648-EV11
V15	misc.legal.moderated_20041202.1648-EV12
V16	misc.legal.moderated_20041202.1648-EV13
VM1	misc.legal.moderated_20041202.1648-EV1-1
VM2	misc.legal.moderated_20041202.1648-EV2-1
VM5	misc.legal.moderated_20041202.1648-EV3-1
VM6	misc.legal.moderated_20041202.1648-EV4-1
VM7	misc.legal.moderated_20041202.1648-EV5-1
VM9	misc.legal.moderated_20041202.1648-EV6-1
VM10	misc.legal.moderated_20041202.1648-EV7-1
VM11	misc.legal.moderated_20041202.1648-EV8-1
VM12	misc.legal.moderated_20041202.1648-EV9-1
VM13	misc.legal.moderated_20041202.1648-EV10-1
VM14	misc.legal.moderated_20041202.1648-EV11-1
VM15	misc.legal.moderated_20041202.1648-EV12-1
VM16	misc.legal.moderated_20041202.1648-EV13-1
Q1	misc.legal.moderated_20041202.1648-T1
Q2	misc.legal.moderated_20041202.1648-T2
Q3	misc.legal.moderated_20041202.1648-T3
Q4	misc.legal.moderated_20041202.1648-T4
Q5	misc.legal.moderated_20041202.1648-T5
Q6	misc.legal.moderated_20041202.1648-T6
Q7	misc.legal.moderated_20041202.1648-T7
Q8	misc.legal.moderated_20041202.1648-T8
Q9	misc.legal.moderated_20041202.1648-T9
Q10	misc.legal.moderated_20041202.1648-T10
Q12	misc.legal.moderated_20041202.1648-V1
Q13	misc.legal.moderated_20041202.1648-V2
QM12	misc.legal.moderated_20041202.1648-V1-1
QM13	misc.legal.moderated_20041202.1648-V2-1
