CE11	soc.culture.china_20050203.0639-CE1
EM42	soc.culture.china_20050203.0639-E15-22
EM44	soc.culture.china_20050203.0639-E16-23
EM45	soc.culture.china_20050203.0639-E17-24
EM46	soc.culture.china_20050203.0639-E18-25
EM47	soc.culture.china_20050203.0639-E14-26
EM49	soc.culture.china_20050203.0639-E19-27
EM50	soc.culture.china_20050203.0639-E13-28
EM51	soc.culture.china_20050203.0639-E13-29
EM52	soc.culture.china_20050203.0639-E20-30
EM53	soc.culture.china_20050203.0639-E20-31
EM54	soc.culture.china_20050203.0639-E13-32
EM55	soc.culture.china_20050203.0639-E14-33
EM56	soc.culture.china_20050203.0639-E21-34
EM57	soc.culture.china_20050203.0639-E22-35
EM58	soc.culture.china_20050203.0639-E24-36
EM59	soc.culture.china_20050203.0639-E22-37
EM60	soc.culture.china_20050203.0639-E25-38
EM61	soc.culture.china_20050203.0639-E22-39
EM62	soc.culture.china_20050203.0639-E22-40
EM63	soc.culture.china_20050203.0639-E22-41
EM64	soc.culture.china_20050203.0639-E24-42
EM65	soc.culture.china_20050203.0639-E26-43
EM66	soc.culture.china_20050203.0639-E26-44
EM67	soc.culture.china_20050203.0639-E27-45
EM68	soc.culture.china_20050203.0639-E27-46
EM69	soc.culture.china_20050203.0639-E28-47
EM70	soc.culture.china_20050203.0639-E29-48
EM71	soc.culture.china_20050203.0639-E27-49
EM72	soc.culture.china_20050203.0639-E30-50
EM73	soc.culture.china_20050203.0639-E30-51
EM74	soc.culture.china_20050203.0639-E30-52
EM75	soc.culture.china_20050203.0639-E31-53
EM76	soc.culture.china_20050203.0639-E31-54
EM78	soc.culture.china_20050203.0639-E23-55
EM79	soc.culture.china_20050203.0639-E23-56
EM80	soc.culture.china_20050203.0639-E23-57
EM81	soc.culture.china_20050203.0639-E23-58
EM82	soc.culture.china_20050203.0639-E23-59
EM83	soc.culture.china_20050203.0639-E23-60
EM84	soc.culture.china_20050203.0639-E32-61
EM85	soc.culture.china_20050203.0639-E33-62
EM86	soc.culture.china_20050203.0639-E33-63
EM87	soc.culture.china_20050203.0639-E33-64
EM88	soc.culture.china_20050203.0639-E33-65
EM89	soc.culture.china_20050203.0639-E34-66
EM90	soc.culture.china_20050203.0639-E35-67
EM91	soc.culture.china_20050203.0639-E36-68
EM92	soc.culture.china_20050203.0639-E2-69
EM93	soc.culture.china_20050203.0639-E37-70
EM94	soc.culture.china_20050203.0639-E2-71
EM95	soc.culture.china_20050203.0639-E50-72
EM96	soc.culture.china_20050203.0639-E38-73
EM102	soc.culture.china_20050203.0639-E50-74
EM2	soc.culture.china_20050203.0639-E51-75
EM105	soc.culture.china_20050203.0639-E39-76
EM107	soc.culture.china_20050203.0639-E40-77
EM108	soc.culture.china_20050203.0639-E41-78
EM109	soc.culture.china_20050203.0639-E50-79
EM110	soc.culture.china_20050203.0639-E23-80
EM111	soc.culture.china_20050203.0639-E50-81
EM112	soc.culture.china_20050203.0639-E23-82
EM113	soc.culture.china_20050203.0639-E50-83
EM114	soc.culture.china_20050203.0639-E42-84
EM115	soc.culture.china_20050203.0639-E38-85
EM116	soc.culture.china_20050203.0639-E23-86
EM117	soc.culture.china_20050203.0639-E23-87
EM118	soc.culture.china_20050203.0639-E23-88
EM119	soc.culture.china_20050203.0639-E23-89
EM120	soc.culture.china_20050203.0639-E23-90
EM121	soc.culture.china_20050203.0639-E43-91
EM122	soc.culture.china_20050203.0639-E23-92
EM123	soc.culture.china_20050203.0639-E23-93
EM124	soc.culture.china_20050203.0639-E23-94
EM125	soc.culture.china_20050203.0639-E44-95
EM126	soc.culture.china_20050203.0639-E44-96
EM127	soc.culture.china_20050203.0639-E45-97
EM128	soc.culture.china_20050203.0639-E46-98
EM129	soc.culture.china_20050203.0639-E44-99
EM130	soc.culture.china_20050203.0639-E47-100
EM132	soc.culture.china_20050203.0639-E44-101
EM131	soc.culture.china_20050203.0639-E44-102
EM133	soc.culture.china_20050203.0639-E23-103
EM134	soc.culture.china_20050203.0639-E23-104
EM135	soc.culture.china_20050203.0639-E23-105
EM136	soc.culture.china_20050203.0639-E23-106
EM137	soc.culture.china_20050203.0639-E50-107
EM138	soc.culture.china_20050203.0639-E44-108
EM139	soc.culture.china_20050203.0639-E48-109
EM140	soc.culture.china_20050203.0639-E49-110
EM141	soc.culture.china_20050203.0639-E23-111
EM142	soc.culture.china_20050203.0639-E23-112
EM97	soc.culture.china_20050203.0639-E23-113
EM98	soc.culture.china_20050203.0639-E23-114
EM99	soc.culture.china_20050203.0639-E23-115
EM100	soc.culture.china_20050203.0639-E23-116
EM101	soc.culture.china_20050203.0639-E23-117
EM103	soc.culture.china_20050203.0639-E23-118
EM104	soc.culture.china_20050203.0639-E23-119
EM106	soc.culture.china_20050203.0639-E23-120
EM143	soc.culture.china_20050203.0639-E13-121
EM3	soc.culture.china_20050203.0639-E52-122
EM4	soc.culture.china_20050203.0639-E23-123
EM5	soc.culture.china_20050203.0639-E23-124
EM6	soc.culture.china_20050203.0639-E50-125
EM7	soc.culture.china_20050203.0639-E53-126
EM8	soc.culture.china_20050203.0639-E54-127
EM9	soc.culture.china_20050203.0639-E55-128
EM10	soc.culture.china_20050203.0639-E55-129
EM11	soc.culture.china_20050203.0639-E56-130
EM12	soc.culture.china_20050203.0639-E55-131
EM13	soc.culture.china_20050203.0639-E57-132
EM14	soc.culture.china_20050203.0639-E58-133
EM15	soc.culture.china_20050203.0639-E23-134
EM16	soc.culture.china_20050203.0639-E59-135
EM17	soc.culture.china_20050203.0639-E60-136
EM18	soc.culture.china_20050203.0639-E23-137
EM19	soc.culture.china_20050203.0639-E23-138
R14	soc.culture.china_20050203.0639-R1
R4	soc.culture.china_20050203.0639-R2
R6	soc.culture.china_20050203.0639-R3
R8	soc.culture.china_20050203.0639-R4
R9	soc.culture.china_20050203.0639-R5
R10	soc.culture.china_20050203.0639-R6
R13	soc.culture.china_20050203.0639-R7
R14	soc.culture.china_20050203.0639-R8
RM4	soc.culture.china_20050203.0639-R2-1
RM6	soc.culture.china_20050203.0639-R3-1
RM8	soc.culture.china_20050203.0639-R4-1
RM9	soc.culture.china_20050203.0639-R5-1
RM10	soc.culture.china_20050203.0639-R6-1
RM13	soc.culture.china_20050203.0639-R7-1
RM14	soc.culture.china_20050203.0639-R8-1
RM15	soc.culture.china_20050203.0639-R8-2
V1	soc.culture.china_20050203.0639-EV1
V2	soc.culture.china_20050203.0639-EV2
V4	soc.culture.china_20050203.0639-EV3
V6	soc.culture.china_20050203.0639-EV4
V7	soc.culture.china_20050203.0639-EV5
V8	soc.culture.china_20050203.0639-EV6
VM1	soc.culture.china_20050203.0639-EV1-1
VM2	soc.culture.china_20050203.0639-EV1-2
VM3	soc.culture.china_20050203.0639-EV1-3
VM4	soc.culture.china_20050203.0639-EV1-4
VM5	soc.culture.china_20050203.0639-EV2-1
VM6	soc.culture.china_20050203.0639-EV2-2
VM7	soc.culture.china_20050203.0639-EV2-3
VM8	soc.culture.china_20050203.0639-EV2-4
VM9	soc.culture.china_20050203.0639-EV2-5
VM11	soc.culture.china_20050203.0639-EV2-6
VM12	soc.culture.china_20050203.0639-EV2-7
VM13	soc.culture.china_20050203.0639-EV1-5
VM14	soc.culture.china_20050203.0639-EV1-6
VM15	soc.culture.china_20050203.0639-EV2-8
VM16	soc.culture.china_20050203.0639-EV3-1
VM17	soc.culture.china_20050203.0639-EV1-7
VM19	soc.culture.china_20050203.0639-EV4-1
VM20	soc.culture.china_20050203.0639-EV2-9
VM21	soc.culture.china_20050203.0639-EV2-10
VM22	soc.culture.china_20050203.0639-EV5-1
VM23	soc.culture.china_20050203.0639-EV4-2
VM24	soc.culture.china_20050203.0639-EV2-11
VM25	soc.culture.china_20050203.0639-EV2-12
VM26	soc.culture.china_20050203.0639-EV6-1
VM27	soc.culture.china_20050203.0639-EV2-13
Q1	soc.culture.china_20050203.0639-T1
Q2	soc.culture.china_20050203.0639-T2
Q3	soc.culture.china_20050203.0639-T3
Q4	soc.culture.china_20050203.0639-V1
Q6	soc.culture.china_20050203.0639-T4
Q7	soc.culture.china_20050203.0639-T5
Q8	soc.culture.china_20050203.0639-T6
Q9	soc.culture.china_20050203.0639-T7
Q10	soc.culture.china_20050203.0639-T8
Q11	soc.culture.china_20050203.0639-T9
Q12	soc.culture.china_20050203.0639-T10
Q13	soc.culture.china_20050203.0639-T11
Q14	soc.culture.china_20050203.0639-T12
QM4	soc.culture.china_20050203.0639-V1-1
