CE11	rec.travel.europe_20050101.1800-CE1
E26	rec.travel.europe_20050101.1800-E13
E27	rec.travel.europe_20050101.1800-E14
E83	rec.travel.europe_20050101.1800-E15
E28	rec.travel.europe_20050101.1800-E16
E29	rec.travel.europe_20050101.1800-E17
E30	rec.travel.europe_20050101.1800-E18
E31	rec.travel.europe_20050101.1800-E19
E1	rec.travel.europe_20050101.1800-E20
E32	rec.travel.europe_20050101.1800-E21
E33	rec.travel.europe_20050101.1800-E22
E34	rec.travel.europe_20050101.1800-E23
E35	rec.travel.europe_20050101.1800-E24
E36	rec.travel.europe_20050101.1800-E25
E37	rec.travel.europe_20050101.1800-E26
E38	rec.travel.europe_20050101.1800-E27
E39	rec.travel.europe_20050101.1800-E28
E40	rec.travel.europe_20050101.1800-E29
E41	rec.travel.europe_20050101.1800-E30
E42	rec.travel.europe_20050101.1800-E31
E43	rec.travel.europe_20050101.1800-E32
E44	rec.travel.europe_20050101.1800-E33
E45	rec.travel.europe_20050101.1800-E34
E46	rec.travel.europe_20050101.1800-E35
E47	rec.travel.europe_20050101.1800-E36
E49	rec.travel.europe_20050101.1800-E37
E50	rec.travel.europe_20050101.1800-E38
E51	rec.travel.europe_20050101.1800-E39
E53	rec.travel.europe_20050101.1800-E40
E54	rec.travel.europe_20050101.1800-E41
E55	rec.travel.europe_20050101.1800-E42
E56	rec.travel.europe_20050101.1800-E43
E58	rec.travel.europe_20050101.1800-E44
E59	rec.travel.europe_20050101.1800-E45
E60	rec.travel.europe_20050101.1800-E46
E61	rec.travel.europe_20050101.1800-E47
E62	rec.travel.europe_20050101.1800-E48
E63	rec.travel.europe_20050101.1800-E49
E64	rec.travel.europe_20050101.1800-E50
E66	rec.travel.europe_20050101.1800-E51
E67	rec.travel.europe_20050101.1800-E52
E68	rec.travel.europe_20050101.1800-E53
E70	rec.travel.europe_20050101.1800-E54
E84	rec.travel.europe_20050101.1800-E55
E2	rec.travel.europe_20050101.1800-E56
E71	rec.travel.europe_20050101.1800-E57
E72	rec.travel.europe_20050101.1800-E58
E74	rec.travel.europe_20050101.1800-E59
E75	rec.travel.europe_20050101.1800-E60
E76	rec.travel.europe_20050101.1800-E61
E78	rec.travel.europe_20050101.1800-E62
E79	rec.travel.europe_20050101.1800-E63
E94	rec.travel.europe_20050101.1800-E64
E85	rec.travel.europe_20050101.1800-E65
E86	rec.travel.europe_20050101.1800-E66
E87	rec.travel.europe_20050101.1800-E67
E88	rec.travel.europe_20050101.1800-E68
E89	rec.travel.europe_20050101.1800-E69
E90	rec.travel.europe_20050101.1800-E70
E91	rec.travel.europe_20050101.1800-E71
E92	rec.travel.europe_20050101.1800-E72
E95	rec.travel.europe_20050101.1800-E73
E96	rec.travel.europe_20050101.1800-E74
E97	rec.travel.europe_20050101.1800-E75
E98	rec.travel.europe_20050101.1800-E76
E99	rec.travel.europe_20050101.1800-E77
E101	rec.travel.europe_20050101.1800-E78
E103	rec.travel.europe_20050101.1800-E79
E104	rec.travel.europe_20050101.1800-E80
E105	rec.travel.europe_20050101.1800-E81
E106	rec.travel.europe_20050101.1800-E82
E107	rec.travel.europe_20050101.1800-E83
E108	rec.travel.europe_20050101.1800-E84
E110	rec.travel.europe_20050101.1800-E85
E3	rec.travel.europe_20050101.1800-E86
E111	rec.travel.europe_20050101.1800-E87
E112	rec.travel.europe_20050101.1800-E88
E114	rec.travel.europe_20050101.1800-E89
E4	rec.travel.europe_20050101.1800-E90
E5	rec.travel.europe_20050101.1800-E91
E80	rec.travel.europe_20050101.1800-E92
E6	rec.travel.europe_20050101.1800-E93
E7	rec.travel.europe_20050101.1800-E94
E9	rec.travel.europe_20050101.1800-E95
E10	rec.travel.europe_20050101.1800-E96
E11	rec.travel.europe_20050101.1800-E97
EM1	rec.travel.europe_20050101.1800-E20-1
EM21	rec.travel.europe_20050101.1800-E56-2
EM22	rec.travel.europe_20050101.1800-E56-3
EM23	rec.travel.europe_20050101.1800-E1-4
EM24	rec.travel.europe_20050101.1800-E90-5
EM25	rec.travel.europe_20050101.1800-E2-6
EM26	rec.travel.europe_20050101.1800-E3-7
EM27	rec.travel.europe_20050101.1800-E56-8
EM28	rec.travel.europe_20050101.1800-E4-9
EM29	rec.travel.europe_20050101.1800-E5-10
EM142	rec.travel.europe_20050101.1800-E6-11
EM30	rec.travel.europe_20050101.1800-E3-12
EM215	rec.travel.europe_20050101.1800-E64-13
EM34	rec.travel.europe_20050101.1800-E7-14
EM35	rec.travel.europe_20050101.1800-E8-15
EM36	rec.travel.europe_20050101.1800-E93-16
EM37	rec.travel.europe_20050101.1800-E91-17
EM38	rec.travel.europe_20050101.1800-E9-18
EM39	rec.travel.europe_20050101.1800-E56-19
EM143	rec.travel.europe_20050101.1800-E93-20
EM182	rec.travel.europe_20050101.1800-E10-21
EM183	rec.travel.europe_20050101.1800-E15-22
EM42	rec.travel.europe_20050101.1800-E11-23
EM43	rec.travel.europe_20050101.1800-E12-24
EM44	rec.travel.europe_20050101.1800-E3-25
EM46	rec.travel.europe_20050101.1800-E56-26
EM47	rec.travel.europe_20050101.1800-E13-27
EM48	rec.travel.europe_20050101.1800-E14-28
EM49	rec.travel.europe_20050101.1800-E56-29
EM50	rec.travel.europe_20050101.1800-E56-30
EM52	rec.travel.europe_20050101.1800-E16-31
EM53	rec.travel.europe_20050101.1800-E17-32
EM54	rec.travel.europe_20050101.1800-E16-33
EM55	rec.travel.europe_20050101.1800-E16-34
EM56	rec.travel.europe_20050101.1800-E16-35
EM57	rec.travel.europe_20050101.1800-E18-36
EM58	rec.travel.europe_20050101.1800-E19-37
EM59	rec.travel.europe_20050101.1800-E19-38
EM60	rec.travel.europe_20050101.1800-E16-39
EM61	rec.travel.europe_20050101.1800-E56-40
EM62	rec.travel.europe_20050101.1800-E56-41
EM63	rec.travel.europe_20050101.1800-E19-42
EM64	rec.travel.europe_20050101.1800-E21-43
EM65	rec.travel.europe_20050101.1800-E22-44
EM66	rec.travel.europe_20050101.1800-E23-45
EM67	rec.travel.europe_20050101.1800-E91-46
EM68	rec.travel.europe_20050101.1800-E24-47
EM69	rec.travel.europe_20050101.1800-E56-48
EM70	rec.travel.europe_20050101.1800-E91-49
EM71	rec.travel.europe_20050101.1800-E93-50
EM72	rec.travel.europe_20050101.1800-E91-51
EM73	rec.travel.europe_20050101.1800-E25-52
EM74	rec.travel.europe_20050101.1800-E25-53
EM75	rec.travel.europe_20050101.1800-E56-54
EM76	rec.travel.europe_20050101.1800-E56-55
EM77	rec.travel.europe_20050101.1800-E56-56
EM78	rec.travel.europe_20050101.1800-E26-57
EM79	rec.travel.europe_20050101.1800-E27-58
EM184	rec.travel.europe_20050101.1800-E92-59
EM81	rec.travel.europe_20050101.1800-E56-60
EM82	rec.travel.europe_20050101.1800-E28-61
EM83	rec.travel.europe_20050101.1800-E56-62
EM84	rec.travel.europe_20050101.1800-E29-63
EM85	rec.travel.europe_20050101.1800-E30-64
EM86	rec.travel.europe_20050101.1800-E29-65
EM87	rec.travel.europe_20050101.1800-E31-66
EM88	rec.travel.europe_20050101.1800-E27-67
EM89	rec.travel.europe_20050101.1800-E32-68
EM90	rec.travel.europe_20050101.1800-E33-69
EM91	rec.travel.europe_20050101.1800-E29-70
EM92	rec.travel.europe_20050101.1800-E56-71
EM93	rec.travel.europe_20050101.1800-E91-72
EM94	rec.travel.europe_20050101.1800-E56-73
EM95	rec.travel.europe_20050101.1800-E56-74
EM96	rec.travel.europe_20050101.1800-E56-75
EM97	rec.travel.europe_20050101.1800-E34-76
EM98	rec.travel.europe_20050101.1800-E27-77
EM99	rec.travel.europe_20050101.1800-E91-78
EM100	rec.travel.europe_20050101.1800-E56-79
EM101	rec.travel.europe_20050101.1800-E35-80
EM102	rec.travel.europe_20050101.1800-E56-81
EM103	rec.travel.europe_20050101.1800-E56-82
EM104	rec.travel.europe_20050101.1800-E91-83
EM105	rec.travel.europe_20050101.1800-E36-84
EM106	rec.travel.europe_20050101.1800-E56-85
EM107	rec.travel.europe_20050101.1800-E36-86
EM108	rec.travel.europe_20050101.1800-E56-87
EM109	rec.travel.europe_20050101.1800-E37-88
EM2	rec.travel.europe_20050101.1800-E56-89
EM110	rec.travel.europe_20050101.1800-E38-90
EM111	rec.travel.europe_20050101.1800-E1-91
EM112	rec.travel.europe_20050101.1800-E27-92
EM113	rec.travel.europe_20050101.1800-E39-93
EM114	rec.travel.europe_20050101.1800-E39-94
EM115	rec.travel.europe_20050101.1800-E40-95
EM116	rec.travel.europe_20050101.1800-E91-96
EM117	rec.travel.europe_20050101.1800-E41-97
EM118	rec.travel.europe_20050101.1800-E90-98
EM119	rec.travel.europe_20050101.1800-E56-99
EM120	rec.travel.europe_20050101.1800-E42-100
EM121	rec.travel.europe_20050101.1800-E43-101
EM185	rec.travel.europe_20050101.1800-E92-102
EM123	rec.travel.europe_20050101.1800-E44-103
EM124	rec.travel.europe_20050101.1800-E45-104
EM125	rec.travel.europe_20050101.1800-E46-105
EM126	rec.travel.europe_20050101.1800-E56-106
EM127	rec.travel.europe_20050101.1800-E47-107
EM128	rec.travel.europe_20050101.1800-E48-108
EM129	rec.travel.europe_20050101.1800-E47-109
EM130	rec.travel.europe_20050101.1800-E47-110
EM131	rec.travel.europe_20050101.1800-E49-111
EM186	rec.travel.europe_20050101.1800-E56-112
EM132	rec.travel.europe_20050101.1800-E56-113
EM133	rec.travel.europe_20050101.1800-E50-114
EM134	rec.travel.europe_20050101.1800-E51-115
EM135	rec.travel.europe_20050101.1800-E52-116
EM136	rec.travel.europe_20050101.1800-E53-117
EM187	rec.travel.europe_20050101.1800-E55-118
EM139	rec.travel.europe_20050101.1800-E56-119
EM140	rec.travel.europe_20050101.1800-E91-120
EM141	rec.travel.europe_20050101.1800-E91-121
EM144	rec.travel.europe_20050101.1800-E56-122
EM145	rec.travel.europe_20050101.1800-E54-123
EM146	rec.travel.europe_20050101.1800-E25-124
EM147	rec.travel.europe_20050101.1800-E44-125
EM148	rec.travel.europe_20050101.1800-E56-126
EM149	rec.travel.europe_20050101.1800-E56-127
EM151	rec.travel.europe_20050101.1800-E56-128
EM152	rec.travel.europe_20050101.1800-E57-129
EM153	rec.travel.europe_20050101.1800-E57-130
EM154	rec.travel.europe_20050101.1800-E56-131
EM155	rec.travel.europe_20050101.1800-E58-132
EM156	rec.travel.europe_20050101.1800-E25-133
EM157	rec.travel.europe_20050101.1800-E25-134
EM158	rec.travel.europe_20050101.1800-E25-135
EM188	rec.travel.europe_20050101.1800-E94-136
EM189	rec.travel.europe_20050101.1800-E56-137
EM162	rec.travel.europe_20050101.1800-E59-138
EM163	rec.travel.europe_20050101.1800-E60-139
EM164	rec.travel.europe_20050101.1800-E56-140
EM165	rec.travel.europe_20050101.1800-E90-141
EM166	rec.travel.europe_20050101.1800-E59-142
EM167	rec.travel.europe_20050101.1800-E25-143
EM168	rec.travel.europe_20050101.1800-E61-144
EM190	rec.travel.europe_20050101.1800-E56-145
EM170	rec.travel.europe_20050101.1800-E56-146
EM171	rec.travel.europe_20050101.1800-E62-147
EM172	rec.travel.europe_20050101.1800-E63-148
EM174	rec.travel.europe_20050101.1800-E56-149
EM175	rec.travel.europe_20050101.1800-E93-150
EM176	rec.travel.europe_20050101.1800-E91-151
EM177	rec.travel.europe_20050101.1800-E1-152
EM178	rec.travel.europe_20050101.1800-E94-153
EM179	rec.travel.europe_20050101.1800-E56-154
EM192	rec.travel.europe_20050101.1800-E3-155
EM193	rec.travel.europe_20050101.1800-E65-156
EM194	rec.travel.europe_20050101.1800-E66-157
EM195	rec.travel.europe_20050101.1800-E91-158
EM31	rec.travel.europe_20050101.1800-E56-159
EM32	rec.travel.europe_20050101.1800-E56-160
EM33	rec.travel.europe_20050101.1800-E56-161
EM196	rec.travel.europe_20050101.1800-E94-162
EM197	rec.travel.europe_20050101.1800-E3-163
EM198	rec.travel.europe_20050101.1800-E92-164
EM199	rec.travel.europe_20050101.1800-E91-165
EM200	rec.travel.europe_20050101.1800-E67-166
EM201	rec.travel.europe_20050101.1800-E56-167
EM202	rec.travel.europe_20050101.1800-E68-168
EM203	rec.travel.europe_20050101.1800-E91-169
EM204	rec.travel.europe_20050101.1800-E56-170
EM205	rec.travel.europe_20050101.1800-E69-171
EM206	rec.travel.europe_20050101.1800-E70-172
EM207	rec.travel.europe_20050101.1800-E91-173
EM208	rec.travel.europe_20050101.1800-E91-174
EM3	rec.travel.europe_20050101.1800-E86-175
EM209	rec.travel.europe_20050101.1800-E91-176
EM210	rec.travel.europe_20050101.1800-E71-177
EM211	rec.travel.europe_20050101.1800-E72-178
EM212	rec.travel.europe_20050101.1800-E91-179
EM216	rec.travel.europe_20050101.1800-E73-180
EM217	rec.travel.europe_20050101.1800-E74-181
EM218	rec.travel.europe_20050101.1800-E75-182
EM220	rec.travel.europe_20050101.1800-E74-183
EM221	rec.travel.europe_20050101.1800-E74-184
EM222	rec.travel.europe_20050101.1800-E77-185
EM223	rec.travel.europe_20050101.1800-E78-186
EM224	rec.travel.europe_20050101.1800-E76-187
EM226	rec.travel.europe_20050101.1800-E79-188
EM227	rec.travel.europe_20050101.1800-E80-189
EM228	rec.travel.europe_20050101.1800-E81-190
EM229	rec.travel.europe_20050101.1800-E82-191
EM230	rec.travel.europe_20050101.1800-E83-192
EM231	rec.travel.europe_20050101.1800-E84-193
EM232	rec.travel.europe_20050101.1800-E71-194
EM233	rec.travel.europe_20050101.1800-E84-195
EM234	rec.travel.europe_20050101.1800-E75-196
EM235	rec.travel.europe_20050101.1800-E56-197
EM236	rec.travel.europe_20050101.1800-E85-198
EM237	rec.travel.europe_20050101.1800-E56-199
EM238	rec.travel.europe_20050101.1800-E86-200
EM239	rec.travel.europe_20050101.1800-E29-201
EM4	rec.travel.europe_20050101.1800-E56-202
EM240	rec.travel.europe_20050101.1800-E87-203
EM241	rec.travel.europe_20050101.1800-E88-204
EM5	rec.travel.europe_20050101.1800-E90-205
EM242	rec.travel.europe_20050101.1800-E89-206
EM243	rec.travel.europe_20050101.1800-E75-207
EM244	rec.travel.europe_20050101.1800-E55-208
EM6	rec.travel.europe_20050101.1800-E91-209
EM7	rec.travel.europe_20050101.1800-E91-210
EM180	rec.travel.europe_20050101.1800-E92-211
EM10	rec.travel.europe_20050101.1800-E91-212
EM11	rec.travel.europe_20050101.1800-E91-213
EM12	rec.travel.europe_20050101.1800-E56-214
EM13	rec.travel.europe_20050101.1800-E94-215
EM14	rec.travel.europe_20050101.1800-E94-216
EM15	rec.travel.europe_20050101.1800-E91-217
EM16	rec.travel.europe_20050101.1800-E95-218
EM17	rec.travel.europe_20050101.1800-E96-219
EM18	rec.travel.europe_20050101.1800-E97-220
EM19	rec.travel.europe_20050101.1800-E91-221
EM20	rec.travel.europe_20050101.1800-E91-222
R1	rec.travel.europe_20050101.1800-R1
R2	rec.travel.europe_20050101.1800-R2
R3	rec.travel.europe_20050101.1800-R3
R4	rec.travel.europe_20050101.1800-R4
R5	rec.travel.europe_20050101.1800-R5
R6	rec.travel.europe_20050101.1800-R6
R7	rec.travel.europe_20050101.1800-R7
R8	rec.travel.europe_20050101.1800-R8
R9	rec.travel.europe_20050101.1800-R9
R10	rec.travel.europe_20050101.1800-R10
R11	rec.travel.europe_20050101.1800-R11
R12	rec.travel.europe_20050101.1800-R12
R13	rec.travel.europe_20050101.1800-R13
R14	rec.travel.europe_20050101.1800-R14
R17	rec.travel.europe_20050101.1800-R15
R18	rec.travel.europe_20050101.1800-R16
R19	rec.travel.europe_20050101.1800-R17
R20	rec.travel.europe_20050101.1800-R18
R21	rec.travel.europe_20050101.1800-R19
R22	rec.travel.europe_20050101.1800-R20
R24	rec.travel.europe_20050101.1800-R21
R25	rec.travel.europe_20050101.1800-R22
R26	rec.travel.europe_20050101.1800-R23
R27	rec.travel.europe_20050101.1800-R24
R28	rec.travel.europe_20050101.1800-R25
R29	rec.travel.europe_20050101.1800-R26
R30	rec.travel.europe_20050101.1800-R27
R31	rec.travel.europe_20050101.1800-R28
R32	rec.travel.europe_20050101.1800-R29
R33	rec.travel.europe_20050101.1800-R30
R34	rec.travel.europe_20050101.1800-R31
R35	rec.travel.europe_20050101.1800-R32
R36	rec.travel.europe_20050101.1800-R33
R37	rec.travel.europe_20050101.1800-R34
R38	rec.travel.europe_20050101.1800-R35
R39	rec.travel.europe_20050101.1800-R36
R40	rec.travel.europe_20050101.1800-R37
R41	rec.travel.europe_20050101.1800-R38
R42	rec.travel.europe_20050101.1800-R39
R43	rec.travel.europe_20050101.1800-R40
R45	rec.travel.europe_20050101.1800-R41
R48	rec.travel.europe_20050101.1800-R42
R49	rec.travel.europe_20050101.1800-R43
R50	rec.travel.europe_20050101.1800-R44
R51	rec.travel.europe_20050101.1800-R45
R52	rec.travel.europe_20050101.1800-R46
R53	rec.travel.europe_20050101.1800-R47
R54	rec.travel.europe_20050101.1800-R48
R55	rec.travel.europe_20050101.1800-R49
R56	rec.travel.europe_20050101.1800-R50
R57	rec.travel.europe_20050101.1800-R51
R58	rec.travel.europe_20050101.1800-R52
R59	rec.travel.europe_20050101.1800-R53
R60	rec.travel.europe_20050101.1800-R54
R61	rec.travel.europe_20050101.1800-R55
R62	rec.travel.europe_20050101.1800-R56
R63	rec.travel.europe_20050101.1800-R57
R64	rec.travel.europe_20050101.1800-R58
R65	rec.travel.europe_20050101.1800-R59
R66	rec.travel.europe_20050101.1800-R60
R67	rec.travel.europe_20050101.1800-R61
R68	rec.travel.europe_20050101.1800-R62
R69	rec.travel.europe_20050101.1800-R63
R70	rec.travel.europe_20050101.1800-R64
R71	rec.travel.europe_20050101.1800-R65
R72	rec.travel.europe_20050101.1800-R66
R73	rec.travel.europe_20050101.1800-R67
RM1	rec.travel.europe_20050101.1800-R3-1
RM2	rec.travel.europe_20050101.1800-R4-1
RM3	rec.travel.europe_20050101.1800-R5-1
RM4	rec.travel.europe_20050101.1800-R6-1
RM5	rec.travel.europe_20050101.1800-R7-1
RM6	rec.travel.europe_20050101.1800-R8-1
RM7	rec.travel.europe_20050101.1800-R9-1
RM9	rec.travel.europe_20050101.1800-R10-1
RM10	rec.travel.europe_20050101.1800-R11-1
RM11	rec.travel.europe_20050101.1800-R12-1
RM12	rec.travel.europe_20050101.1800-R13-1
RM13	rec.travel.europe_20050101.1800-R5-2
RM16	rec.travel.europe_20050101.1800-R15-1
RM17	rec.travel.europe_20050101.1800-R16-1
RM18	rec.travel.europe_20050101.1800-R17-1
RM19	rec.travel.europe_20050101.1800-R18-1
RM20	rec.travel.europe_20050101.1800-R5-3
RM21	rec.travel.europe_20050101.1800-R20-1
RM23	rec.travel.europe_20050101.1800-R21-1
RM24	rec.travel.europe_20050101.1800-R22-1
RM25	rec.travel.europe_20050101.1800-R23-1
RM26	rec.travel.europe_20050101.1800-R24-1
RM27	rec.travel.europe_20050101.1800-R25-1
RM28	rec.travel.europe_20050101.1800-R26-1
RM29	rec.travel.europe_20050101.1800-R27-1
RM30	rec.travel.europe_20050101.1800-R28-1
RM31	rec.travel.europe_20050101.1800-R29-1
RM32	rec.travel.europe_20050101.1800-R31-1
RM33	rec.travel.europe_20050101.1800-R32-1
RM34	rec.travel.europe_20050101.1800-R33-1
RM35	rec.travel.europe_20050101.1800-R34-1
RM36	rec.travel.europe_20050101.1800-R35-1
RM37	rec.travel.europe_20050101.1800-R36-1
RM38	rec.travel.europe_20050101.1800-R37-1
RM39	rec.travel.europe_20050101.1800-R38-1
RM40	rec.travel.europe_20050101.1800-R39-1
RM41	rec.travel.europe_20050101.1800-R40-1
RM43	rec.travel.europe_20050101.1800-R41-1
RM46	rec.travel.europe_20050101.1800-R42-1
RM47	rec.travel.europe_20050101.1800-R43-1
RM48	rec.travel.europe_20050101.1800-R44-1
RM49	rec.travel.europe_20050101.1800-R45-1
RM50	rec.travel.europe_20050101.1800-R37-2
RM51	rec.travel.europe_20050101.1800-R47-1
RM52	rec.travel.europe_20050101.1800-R48-1
RM53	rec.travel.europe_20050101.1800-R49-1
RM54	rec.travel.europe_20050101.1800-R50-1
RM55	rec.travel.europe_20050101.1800-R4-2
RM56	rec.travel.europe_20050101.1800-R52-1
RM57	rec.travel.europe_20050101.1800-R5-4
RM58	rec.travel.europe_20050101.1800-R54-1
RM59	rec.travel.europe_20050101.1800-R55-1
RM61	rec.travel.europe_20050101.1800-R57-1
RM62	rec.travel.europe_20050101.1800-R58-1
RM63	rec.travel.europe_20050101.1800-R59-1
RM64	rec.travel.europe_20050101.1800-R60-1
RM65	rec.travel.europe_20050101.1800-R61-1
RM66	rec.travel.europe_20050101.1800-R62-1
RM67	rec.travel.europe_20050101.1800-R63-1
RM68	rec.travel.europe_20050101.1800-R64-1
RM69	rec.travel.europe_20050101.1800-R65-1
RM70	rec.travel.europe_20050101.1800-R66-1
RM71	rec.travel.europe_20050101.1800-R67-1
V1	rec.travel.europe_20050101.1800-EV1
V2	rec.travel.europe_20050101.1800-EV2
V3	rec.travel.europe_20050101.1800-EV3
V4	rec.travel.europe_20050101.1800-EV4
V5	rec.travel.europe_20050101.1800-EV5
V6	rec.travel.europe_20050101.1800-EV6
V8	rec.travel.europe_20050101.1800-EV7
V9	rec.travel.europe_20050101.1800-EV8
V10	rec.travel.europe_20050101.1800-EV9
V12	rec.travel.europe_20050101.1800-EV10
V13	rec.travel.europe_20050101.1800-EV11
VM1	rec.travel.europe_20050101.1800-EV1-1
VM2	rec.travel.europe_20050101.1800-EV2-1
VM3	rec.travel.europe_20050101.1800-EV3-1
VM4	rec.travel.europe_20050101.1800-EV4-1
VM5	rec.travel.europe_20050101.1800-EV5-1
VM6	rec.travel.europe_20050101.1800-EV6-1
VM8	rec.travel.europe_20050101.1800-EV7-1
VM9	rec.travel.europe_20050101.1800-EV8-1
VM10	rec.travel.europe_20050101.1800-EV9-1
VM12	rec.travel.europe_20050101.1800-EV10-1
VM14	rec.travel.europe_20050101.1800-EV10-2
VM15	rec.travel.europe_20050101.1800-EV11-1
Q1	rec.travel.europe_20050101.1800-T1
Q2	rec.travel.europe_20050101.1800-T2
Q3	rec.travel.europe_20050101.1800-T3
Q5	rec.travel.europe_20050101.1800-T4
Q6	rec.travel.europe_20050101.1800-T5
Q7	rec.travel.europe_20050101.1800-V1
Q8	rec.travel.europe_20050101.1800-V2
Q9	rec.travel.europe_20050101.1800-T6
Q10	rec.travel.europe_20050101.1800-V3
Q11	rec.travel.europe_20050101.1800-T7
Q12	rec.travel.europe_20050101.1800-T8
Q13	rec.travel.europe_20050101.1800-T9
Q14	rec.travel.europe_20050101.1800-T10
Q15	rec.travel.europe_20050101.1800-T11
Q16	rec.travel.europe_20050101.1800-V4
Q17	rec.travel.europe_20050101.1800-V5
Q18	rec.travel.europe_20050101.1800-V6
Q19	rec.travel.europe_20050101.1800-T12
Q20	rec.travel.europe_20050101.1800-T13
Q22	rec.travel.europe_20050101.1800-T14
Q23	rec.travel.europe_20050101.1800-T15
Q24	rec.travel.europe_20050101.1800-T16
Q25	rec.travel.europe_20050101.1800-T17
Q26	rec.travel.europe_20050101.1800-T18
Q27	rec.travel.europe_20050101.1800-T19
Q28	rec.travel.europe_20050101.1800-T20
Q29	rec.travel.europe_20050101.1800-T21
Q30	rec.travel.europe_20050101.1800-V7
Q31	rec.travel.europe_20050101.1800-V8
Q32	rec.travel.europe_20050101.1800-T22
Q33	rec.travel.europe_20050101.1800-T23
Q35	rec.travel.europe_20050101.1800-V9
Q36	rec.travel.europe_20050101.1800-V10
Q37	rec.travel.europe_20050101.1800-T24
