CE10	rec.travel.cruises_20050222.0313-CE1
E69	rec.travel.cruises_20050222.0313-E55
E71	rec.travel.cruises_20050222.0313-E56
E72	rec.travel.cruises_20050222.0313-E57
E73	rec.travel.cruises_20050222.0313-E58
E74	rec.travel.cruises_20050222.0313-E59
E2	rec.travel.cruises_20050222.0313-E60
E4	rec.travel.cruises_20050222.0313-E61
E5	rec.travel.cruises_20050222.0313-E62
E6	rec.travel.cruises_20050222.0313-E63
E7	rec.travel.cruises_20050222.0313-E64
E8	rec.travel.cruises_20050222.0313-E65
E9	rec.travel.cruises_20050222.0313-E66
E11	rec.travel.cruises_20050222.0313-E67
E13	rec.travel.cruises_20050222.0313-E68
E14	rec.travel.cruises_20050222.0313-E69
EM19	rec.travel.cruises_20050222.0313-E1-1
EM21	rec.travel.cruises_20050222.0313-E2-2
EM22	rec.travel.cruises_20050222.0313-E64-3
EM23	rec.travel.cruises_20050222.0313-E3-4
EM24	rec.travel.cruises_20050222.0313-E64-5
EM25	rec.travel.cruises_20050222.0313-E64-6
EM26	rec.travel.cruises_20050222.0313-E64-7
EM27	rec.travel.cruises_20050222.0313-E4-8
EM28	rec.travel.cruises_20050222.0313-E60-9
EM29	rec.travel.cruises_20050222.0313-E5-10
EM30	rec.travel.cruises_20050222.0313-E61-11
EM31	rec.travel.cruises_20050222.0313-E66-12
EM32	rec.travel.cruises_20050222.0313-E64-13
EM33	rec.travel.cruises_20050222.0313-E6-14
EM35	rec.travel.cruises_20050222.0313-E60-15
EM36	rec.travel.cruises_20050222.0313-E62-16
EM37	rec.travel.cruises_20050222.0313-E7-17
EM38	rec.travel.cruises_20050222.0313-E8-18
EM39	rec.travel.cruises_20050222.0313-E9-19
EM40	rec.travel.cruises_20050222.0313-E10-20
EM41	rec.travel.cruises_20050222.0313-E4-21
EM42	rec.travel.cruises_20050222.0313-E11-22
EM43	rec.travel.cruises_20050222.0313-E12-23
EM44	rec.travel.cruises_20050222.0313-E60-24
EM45	rec.travel.cruises_20050222.0313-E13-25
EM46	rec.travel.cruises_20050222.0313-E61-26
EM47	rec.travel.cruises_20050222.0313-E4-27
EM48	rec.travel.cruises_20050222.0313-E14-28
EM49	rec.travel.cruises_20050222.0313-E15-29
EM50	rec.travel.cruises_20050222.0313-E14-30
EM51	rec.travel.cruises_20050222.0313-E16-31
EM52	rec.travel.cruises_20050222.0313-E17-32
EM53	rec.travel.cruises_20050222.0313-E19-33
EM54	rec.travel.cruises_20050222.0313-E20-34
EM55	rec.travel.cruises_20050222.0313-E60-35
EM56	rec.travel.cruises_20050222.0313-E21-36
EM57	rec.travel.cruises_20050222.0313-E14-37
EM59	rec.travel.cruises_20050222.0313-E60-38
EM60	rec.travel.cruises_20050222.0313-E23-39
EM61	rec.travel.cruises_20050222.0313-E61-40
EM62	rec.travel.cruises_20050222.0313-E24-41
EM63	rec.travel.cruises_20050222.0313-E22-42
EM64	rec.travel.cruises_20050222.0313-E25-43
EM65	rec.travel.cruises_20050222.0313-E26-44
EM66	rec.travel.cruises_20050222.0313-E22-45
EM67	rec.travel.cruises_20050222.0313-E22-46
EM68	rec.travel.cruises_20050222.0313-E27-47
EM69	rec.travel.cruises_20050222.0313-E28-48
EM70	rec.travel.cruises_20050222.0313-E60-49
EM71	rec.travel.cruises_20050222.0313-E29-50
EM72	rec.travel.cruises_20050222.0313-E61-51
EM73	rec.travel.cruises_20050222.0313-E64-52
EM74	rec.travel.cruises_20050222.0313-E61-53
EM75	rec.travel.cruises_20050222.0313-E30-54
EM76	rec.travel.cruises_20050222.0313-E31-55
EM77	rec.travel.cruises_20050222.0313-E64-56
EM78	rec.travel.cruises_20050222.0313-E32-57
EM80	rec.travel.cruises_20050222.0313-E33-58
EM81	rec.travel.cruises_20050222.0313-E34-59
EM82	rec.travel.cruises_20050222.0313-E35-60
EM83	rec.travel.cruises_20050222.0313-E36-61
EM85	rec.travel.cruises_20050222.0313-E37-62
EM86	rec.travel.cruises_20050222.0313-E38-63
EM87	rec.travel.cruises_20050222.0313-E38-64
EM88	rec.travel.cruises_20050222.0313-E18-65
EM89	rec.travel.cruises_20050222.0313-E39-66
EM90	rec.travel.cruises_20050222.0313-E40-67
EM91	rec.travel.cruises_20050222.0313-E38-68
EM92	rec.travel.cruises_20050222.0313-E60-69
EM93	rec.travel.cruises_20050222.0313-E18-70
EM94	rec.travel.cruises_20050222.0313-E41-71
EM95	rec.travel.cruises_20050222.0313-E60-72
EM96	rec.travel.cruises_20050222.0313-E42-73
EM97	rec.travel.cruises_20050222.0313-E61-74
EM98	rec.travel.cruises_20050222.0313-E43-75
EM99	rec.travel.cruises_20050222.0313-E43-76
EM100	rec.travel.cruises_20050222.0313-E44-77
EM101	rec.travel.cruises_20050222.0313-E45-78
EM102	rec.travel.cruises_20050222.0313-E43-79
EM103	rec.travel.cruises_20050222.0313-E46-80
EM104	rec.travel.cruises_20050222.0313-E47-81
EM2	rec.travel.cruises_20050222.0313-E60-82
EM105	rec.travel.cruises_20050222.0313-E48-83
EM106	rec.travel.cruises_20050222.0313-E41-84
EM107	rec.travel.cruises_20050222.0313-E41-85
EM108	rec.travel.cruises_20050222.0313-E60-86
EM109	rec.travel.cruises_20050222.0313-E49-87
EM110	rec.travel.cruises_20050222.0313-E61-88
EM111	rec.travel.cruises_20050222.0313-E38-89
EM112	rec.travel.cruises_20050222.0313-E38-90
EM113	rec.travel.cruises_20050222.0313-E50-91
EM114	rec.travel.cruises_20050222.0313-E38-92
EM115	rec.travel.cruises_20050222.0313-E38-93
EM116	rec.travel.cruises_20050222.0313-E51-94
EM117	rec.travel.cruises_20050222.0313-E38-95
EM118	rec.travel.cruises_20050222.0313-E52-96
EM119	rec.travel.cruises_20050222.0313-E60-97
EM120	rec.travel.cruises_20050222.0313-E53-98
EM121	rec.travel.cruises_20050222.0313-E61-99
EM122	rec.travel.cruises_20050222.0313-E52-100
EM123	rec.travel.cruises_20050222.0313-E45-101
EM125	rec.travel.cruises_20050222.0313-E52-102
EM126	rec.travel.cruises_20050222.0313-E54-103
EM127	rec.travel.cruises_20050222.0313-E55-104
EM128	rec.travel.cruises_20050222.0313-E56-105
EM129	rec.travel.cruises_20050222.0313-E64-106
EM130	rec.travel.cruises_20050222.0313-E57-107
EM131	rec.travel.cruises_20050222.0313-E52-108
EM132	rec.travel.cruises_20050222.0313-E58-109
EM133	rec.travel.cruises_20050222.0313-E59-110
EM134	rec.travel.cruises_20050222.0313-E28-111
EM135	rec.travel.cruises_20050222.0313-E43-112
EM4	rec.travel.cruises_20050222.0313-E61-113
EM5	rec.travel.cruises_20050222.0313-E63-114
EM6	rec.travel.cruises_20050222.0313-E64-115
EM7	rec.travel.cruises_20050222.0313-E61-116
EM8	rec.travel.cruises_20050222.0313-E64-117
EM9	rec.travel.cruises_20050222.0313-E62-118
EM10	rec.travel.cruises_20050222.0313-E65-119
EM11	rec.travel.cruises_20050222.0313-E66-120
EM12	rec.travel.cruises_20050222.0313-E64-121
EM13	rec.travel.cruises_20050222.0313-E67-122
EM15	rec.travel.cruises_20050222.0313-E64-123
EM16	rec.travel.cruises_20050222.0313-E68-124
EM17	rec.travel.cruises_20050222.0313-E64-125
EM18	rec.travel.cruises_20050222.0313-E69-126
R1	rec.travel.cruises_20050222.0313-R1
R2	rec.travel.cruises_20050222.0313-R2
R3	rec.travel.cruises_20050222.0313-R3
R4	rec.travel.cruises_20050222.0313-R4
R5	rec.travel.cruises_20050222.0313-R5
R6	rec.travel.cruises_20050222.0313-R6
R7	rec.travel.cruises_20050222.0313-R7
R8	rec.travel.cruises_20050222.0313-R8
R9	rec.travel.cruises_20050222.0313-R9
R10	rec.travel.cruises_20050222.0313-R10
R12	rec.travel.cruises_20050222.0313-R11
R14	rec.travel.cruises_20050222.0313-R12
R15	rec.travel.cruises_20050222.0313-R13
R16	rec.travel.cruises_20050222.0313-R14
R17	rec.travel.cruises_20050222.0313-R15
R18	rec.travel.cruises_20050222.0313-R16
RM1	rec.travel.cruises_20050222.0313-R1-1
RM2	rec.travel.cruises_20050222.0313-R2-1
RM3	rec.travel.cruises_20050222.0313-R2-2
RM4	rec.travel.cruises_20050222.0313-R4-1
RM5	rec.travel.cruises_20050222.0313-R5-1
RM6	rec.travel.cruises_20050222.0313-R6-1
RM7	rec.travel.cruises_20050222.0313-R7-1
RM8	rec.travel.cruises_20050222.0313-R8-1
RM9	rec.travel.cruises_20050222.0313-R9-1
RM10	rec.travel.cruises_20050222.0313-R10-1
RM12	rec.travel.cruises_20050222.0313-R11-1
RM14	rec.travel.cruises_20050222.0313-R12-1
RM15	rec.travel.cruises_20050222.0313-R13-1
RM16	rec.travel.cruises_20050222.0313-R12-2
RM17	rec.travel.cruises_20050222.0313-R15-1
RM18	rec.travel.cruises_20050222.0313-R16-1
V1	rec.travel.cruises_20050222.0313-EV1
V2	rec.travel.cruises_20050222.0313-EV2
VM1	rec.travel.cruises_20050222.0313-EV1-1
VM2	rec.travel.cruises_20050222.0313-EV2-1
Q1	rec.travel.cruises_20050222.0313-T1
Q2	rec.travel.cruises_20050222.0313-T2
Q3	rec.travel.cruises_20050222.0313-T3
Q4	rec.travel.cruises_20050222.0313-V1
Q5	rec.travel.cruises_20050222.0313-V2
Q6	rec.travel.cruises_20050222.0313-V3
Q7	rec.travel.cruises_20050222.0313-T4
Q8	rec.travel.cruises_20050222.0313-T5
Q9	rec.travel.cruises_20050222.0313-T6
Q10	rec.travel.cruises_20050222.0313-V4
Q11	rec.travel.cruises_20050222.0313-T7
Q12	rec.travel.cruises_20050222.0313-T8
Q13	rec.travel.cruises_20050222.0313-T9
Q14	rec.travel.cruises_20050222.0313-T10
Q15	rec.travel.cruises_20050222.0313-T11
Q16	rec.travel.cruises_20050222.0313-V5
Q17	rec.travel.cruises_20050222.0313-T12
Q18	rec.travel.cruises_20050222.0313-T13
Q19	rec.travel.cruises_20050222.0313-T14
Q20	rec.travel.cruises_20050222.0313-T15
Q21	rec.travel.cruises_20050222.0313-V6
Q22	rec.travel.cruises_20050222.0313-T16
Q23	rec.travel.cruises_20050222.0313-T17
QM4	rec.travel.cruises_20050222.0313-V1-1
QM5	rec.travel.cruises_20050222.0313-V2-1
QM6	rec.travel.cruises_20050222.0313-V3-1
QM10	rec.travel.cruises_20050222.0313-V4-1
QM16	rec.travel.cruises_20050222.0313-V5-1
QM21	rec.travel.cruises_20050222.0313-V6-1
