CE12	soc.culture.china_20050220.2415-CE1
E14	soc.culture.china_20050220.2415-E47
EM65	soc.culture.china_20050220.2415-E32-1
EM18	soc.culture.china_20050220.2415-E1-2
EM19	soc.culture.china_20050220.2415-E37-3
EM20	soc.culture.china_20050220.2415-E47-4
EM21	soc.culture.china_20050220.2415-E41-5
EM22	soc.culture.china_20050220.2415-E2-6
EM23	soc.culture.china_20050220.2415-E3-7
EM24	soc.culture.china_20050220.2415-E4-8
EM25	soc.culture.china_20050220.2415-E5-9
EM26	soc.culture.china_20050220.2415-E6-10
EM27	soc.culture.china_20050220.2415-E7-11
EM28	soc.culture.china_20050220.2415-E47-12
EM29	soc.culture.china_20050220.2415-E47-13
EM30	soc.culture.china_20050220.2415-E8-14
EM31	soc.culture.china_20050220.2415-E10-15
EM32	soc.culture.china_20050220.2415-E47-16
EM33	soc.culture.china_20050220.2415-E47-17
EM34	soc.culture.china_20050220.2415-E11-18
EM66	soc.culture.china_20050220.2415-E9-19
EM36	soc.culture.china_20050220.2415-E9-20
EM37	soc.culture.china_20050220.2415-E4-21
EM38	soc.culture.china_20050220.2415-E44-22
EM39	soc.culture.china_20050220.2415-E12-23
EM40	soc.culture.china_20050220.2415-E13-24
EM41	soc.culture.china_20050220.2415-E9-25
EM42	soc.culture.china_20050220.2415-E4-26
EM43	soc.culture.china_20050220.2415-E44-27
EM44	soc.culture.china_20050220.2415-E9-28
EM45	soc.culture.china_20050220.2415-E14-29
EM46	soc.culture.china_20050220.2415-E15-30
EM47	soc.culture.china_20050220.2415-E4-31
EM48	soc.culture.china_20050220.2415-E44-32
EM49	soc.culture.china_20050220.2415-E9-33
EM50	soc.culture.china_20050220.2415-E9-34
EM51	soc.culture.china_20050220.2415-E4-35
EM52	soc.culture.china_20050220.2415-E44-36
EM53	soc.culture.china_20050220.2415-E9-37
EM54	soc.culture.china_20050220.2415-E16-38
EM55	soc.culture.china_20050220.2415-E9-39
EM56	soc.culture.china_20050220.2415-E17-40
EM57	soc.culture.china_20050220.2415-E9-41
EM58	soc.culture.china_20050220.2415-E18-42
EM59	soc.culture.china_20050220.2415-E47-43
EM67	soc.culture.china_20050220.2415-E47-44
EM61	soc.culture.china_20050220.2415-E32-45
EM68	soc.culture.china_20050220.2415-E32-46
EM69	soc.culture.china_20050220.2415-E9-47
EM70	soc.culture.china_20050220.2415-E37-48
EM71	soc.culture.china_20050220.2415-E44-49
EM72	soc.culture.china_20050220.2415-E32-50
EM73	soc.culture.china_20050220.2415-E32-51
EM74	soc.culture.china_20050220.2415-E47-52
EM75	soc.culture.china_20050220.2415-E32-53
EM78	soc.culture.china_20050220.2415-E37-54
EM79	soc.culture.china_20050220.2415-E20-55
EM80	soc.culture.china_20050220.2415-E39-56
EM81	soc.culture.china_20050220.2415-E32-57
EM82	soc.culture.china_20050220.2415-E37-58
EM83	soc.culture.china_20050220.2415-E21-59
EM84	soc.culture.china_20050220.2415-E32-60
EM85	soc.culture.china_20050220.2415-E47-61
EM86	soc.culture.china_20050220.2415-E32-62
EM87	soc.culture.china_20050220.2415-E32-63
EM88	soc.culture.china_20050220.2415-E32-64
EM89	soc.culture.china_20050220.2415-E37-65
EM90	soc.culture.china_20050220.2415-E22-66
EM91	soc.culture.china_20050220.2415-E32-67
EM92	soc.culture.china_20050220.2415-E23-68
EM93	soc.culture.china_20050220.2415-E44-69
EM94	soc.culture.china_20050220.2415-E44-70
EM95	soc.culture.china_20050220.2415-E24-71
EM96	soc.culture.china_20050220.2415-E25-72
EM97	soc.culture.china_20050220.2415-E26-73
EM98	soc.culture.china_20050220.2415-E23-74
EM99	soc.culture.china_20050220.2415-E27-75
EM100	soc.culture.china_20050220.2415-E23-76
EM101	soc.culture.china_20050220.2415-E27-77
EM102	soc.culture.china_20050220.2415-E28-78
EM103	soc.culture.china_20050220.2415-E23-79
EM104	soc.culture.china_20050220.2415-E23-80
EM105	soc.culture.china_20050220.2415-E23-81
EM106	soc.culture.china_20050220.2415-E32-82
EM107	soc.culture.china_20050220.2415-E29-83
EM108	soc.culture.china_20050220.2415-E30-84
EM109	soc.culture.china_20050220.2415-E31-85
EM110	soc.culture.china_20050220.2415-E44-86
EM111	soc.culture.china_20050220.2415-E30-87
EM112	soc.culture.china_20050220.2415-E41-88
EM113	soc.culture.china_20050220.2415-E44-89
EM114	soc.culture.china_20050220.2415-E44-90
EM115	soc.culture.china_20050220.2415-E33-91
EM116	soc.culture.china_20050220.2415-E34-92
EM117	soc.culture.china_20050220.2415-E35-93
EM118	soc.culture.china_20050220.2415-E19-94
EM62	soc.culture.china_20050220.2415-E9-95
EM3	soc.culture.china_20050220.2415-E36-96
EM4	soc.culture.china_20050220.2415-E38-97
EM5	soc.culture.china_20050220.2415-E39-98
EM6	soc.culture.china_20050220.2415-E40-99
EM7	soc.culture.china_20050220.2415-E42-100
EM8	soc.culture.china_20050220.2415-E43-101
EM9	soc.culture.china_20050220.2415-E37-102
EM10	soc.culture.china_20050220.2415-E44-103
EM11	soc.culture.china_20050220.2415-E41-104
EM12	soc.culture.china_20050220.2415-E45-105
EM13	soc.culture.china_20050220.2415-E39-106
EM14	soc.culture.china_20050220.2415-E46-107
EM15	soc.culture.china_20050220.2415-E47-108
EM63	soc.culture.china_20050220.2415-E9-109
EM64	soc.culture.china_20050220.2415-E46-110
R1	soc.culture.china_20050220.2415-R1
R2	soc.culture.china_20050220.2415-R2
R3	soc.culture.china_20050220.2415-R3
R5	soc.culture.china_20050220.2415-R4
R7	soc.culture.china_20050220.2415-R5
R8	soc.culture.china_20050220.2415-R6
R1	soc.culture.china_20050220.2415-R7
R1	soc.culture.china_20050220.2415-R8
RM1	soc.culture.china_20050220.2415-R1-1
RM3	soc.culture.china_20050220.2415-R2-1
RM4	soc.culture.china_20050220.2415-R7-1
RM5	soc.culture.china_20050220.2415-R3-1
RM7	soc.culture.china_20050220.2415-R4-1
RM8	soc.culture.china_20050220.2415-R8-1
RM10	soc.culture.china_20050220.2415-R5-1
RM11	soc.culture.china_20050220.2415-R6-1
V1	soc.culture.china_20050220.2415-EV1
V2	soc.culture.china_20050220.2415-EV2
V3	soc.culture.china_20050220.2415-EV3
V4	soc.culture.china_20050220.2415-EV4
V5	soc.culture.china_20050220.2415-EV5
V6	soc.culture.china_20050220.2415-EV6
V7	soc.culture.china_20050220.2415-EV7
V8	soc.culture.china_20050220.2415-EV8
V9	soc.culture.china_20050220.2415-EV9
V10	soc.culture.china_20050220.2415-EV10
V12	soc.culture.china_20050220.2415-EV11
VM1	soc.culture.china_20050220.2415-EV1-1
VM2	soc.culture.china_20050220.2415-EV2-1
VM3	soc.culture.china_20050220.2415-EV2-2
VM4	soc.culture.china_20050220.2415-EV2-3
VM5	soc.culture.china_20050220.2415-EV2-4
VM6	soc.culture.china_20050220.2415-EV3-1
VM7	soc.culture.china_20050220.2415-EV4-1
VM9	soc.culture.china_20050220.2415-EV5-1
VM10	soc.culture.china_20050220.2415-EV5-2
VM11	soc.culture.china_20050220.2415-EV6-1
VM12	soc.culture.china_20050220.2415-EV7-1
VM13	soc.culture.china_20050220.2415-EV8-1
VM14	soc.culture.china_20050220.2415-EV4-2
VM15	soc.culture.china_20050220.2415-EV9-1
VM16	soc.culture.china_20050220.2415-EV10-1
VM18	soc.culture.china_20050220.2415-EV11-1
Q1	soc.culture.china_20050220.2415-T1
Q2	soc.culture.china_20050220.2415-T2
Q3	soc.culture.china_20050220.2415-T3
Q4	soc.culture.china_20050220.2415-T4
