CE9	alt.gossip.celebrities_20050218.0826-CE1
EM25	alt.gossip.celebrities_20050218.0826-E12-5
EM26	alt.gossip.celebrities_20050218.0826-E31-6
EM27	alt.gossip.celebrities_20050218.0826-E3-7
EM28	alt.gossip.celebrities_20050218.0826-E4-8
EM29	alt.gossip.celebrities_20050218.0826-E29-9
EM30	alt.gossip.celebrities_20050218.0826-E5-10
EM31	alt.gossip.celebrities_20050218.0826-E12-11
EM32	alt.gossip.celebrities_20050218.0826-E12-12
EM33	alt.gossip.celebrities_20050218.0826-E31-13
EM34	alt.gossip.celebrities_20050218.0826-E29-14
EM35	alt.gossip.celebrities_20050218.0826-E29-15
EM36	alt.gossip.celebrities_20050218.0826-E31-16
EM37	alt.gossip.celebrities_20050218.0826-E29-17
EM38	alt.gossip.celebrities_20050218.0826-E12-18
EM39	alt.gossip.celebrities_20050218.0826-E12-19
EM41	alt.gossip.celebrities_20050218.0826-E29-20
EM42	alt.gossip.celebrities_20050218.0826-E29-21
EM43	alt.gossip.celebrities_20050218.0826-E31-22
EM44	alt.gossip.celebrities_20050218.0826-E12-23
EM45	alt.gossip.celebrities_20050218.0826-E31-24
EM46	alt.gossip.celebrities_20050218.0826-E3-25
EM47	alt.gossip.celebrities_20050218.0826-E6-26
EM48	alt.gossip.celebrities_20050218.0826-E12-27
EM49	alt.gossip.celebrities_20050218.0826-E31-28
EM50	alt.gossip.celebrities_20050218.0826-E7-29
EM51	alt.gossip.celebrities_20050218.0826-E12-30
EM52	alt.gossip.celebrities_20050218.0826-E8-31
EM53	alt.gossip.celebrities_20050218.0826-E9-32
EM54	alt.gossip.celebrities_20050218.0826-E12-33
EM55	alt.gossip.celebrities_20050218.0826-E12-34
EM56	alt.gossip.celebrities_20050218.0826-E12-35
EM57	alt.gossip.celebrities_20050218.0826-E12-36
EM58	alt.gossip.celebrities_20050218.0826-E12-37
EM59	alt.gossip.celebrities_20050218.0826-E12-38
EM60	alt.gossip.celebrities_20050218.0826-E10-39
EM61	alt.gossip.celebrities_20050218.0826-E29-40
EM62	alt.gossip.celebrities_20050218.0826-E31-41
EM63	alt.gossip.celebrities_20050218.0826-E29-42
EM64	alt.gossip.celebrities_20050218.0826-E12-43
EM65	alt.gossip.celebrities_20050218.0826-E11-44
EM66	alt.gossip.celebrities_20050218.0826-E29-45
EM67	alt.gossip.celebrities_20050218.0826-E29-46
EM68	alt.gossip.celebrities_20050218.0826-E29-47
EM70	alt.gossip.celebrities_20050218.0826-E29-48
EM72	alt.gossip.celebrities_20050218.0826-E31-49
EM74	alt.gossip.celebrities_20050218.0826-E29-50
EM75	alt.gossip.celebrities_20050218.0826-E29-51
EM76	alt.gossip.celebrities_20050218.0826-E29-52
EM77	alt.gossip.celebrities_20050218.0826-E34-53
EM78	alt.gossip.celebrities_20050218.0826-E13-54
EM79	alt.gossip.celebrities_20050218.0826-E12-55
EM80	alt.gossip.celebrities_20050218.0826-E31-56
EM81	alt.gossip.celebrities_20050218.0826-E29-57
EM82	alt.gossip.celebrities_20050218.0826-E31-58
EM83	alt.gossip.celebrities_20050218.0826-E31-59
EM85	alt.gossip.celebrities_20050218.0826-E34-60
EM86	alt.gossip.celebrities_20050218.0826-E34-61
EM87	alt.gossip.celebrities_20050218.0826-E34-62
EM88	alt.gossip.celebrities_20050218.0826-E14-63
EM89	alt.gossip.celebrities_20050218.0826-E34-64
EM90	alt.gossip.celebrities_20050218.0826-E34-65
EM92	alt.gossip.celebrities_20050218.0826-E12-66
EM93	alt.gossip.celebrities_20050218.0826-E15-67
EM91	alt.gossip.celebrities_20050218.0826-E12-68
EM94	alt.gossip.celebrities_20050218.0826-E29-69
EM95	alt.gossip.celebrities_20050218.0826-E12-70
EM96	alt.gossip.celebrities_20050218.0826-E16-71
EM97	alt.gossip.celebrities_20050218.0826-E34-72
EM98	alt.gossip.celebrities_20050218.0826-E34-73
EM99	alt.gossip.celebrities_20050218.0826-E12-74
EM100	alt.gossip.celebrities_20050218.0826-E12-75
EM102	alt.gossip.celebrities_20050218.0826-E17-76
EM103	alt.gossip.celebrities_20050218.0826-E12-77
EM104	alt.gossip.celebrities_20050218.0826-E18-78
EM105	alt.gossip.celebrities_20050218.0826-E12-79
EM106	alt.gossip.celebrities_20050218.0826-E19-80
EM107	alt.gossip.celebrities_20050218.0826-E29-81
EM108	alt.gossip.celebrities_20050218.0826-E12-82
EM110	alt.gossip.celebrities_20050218.0826-E29-83
EM111	alt.gossip.celebrities_20050218.0826-E34-84
EM112	alt.gossip.celebrities_20050218.0826-E20-85
EM113	alt.gossip.celebrities_20050218.0826-E12-86
EM114	alt.gossip.celebrities_20050218.0826-E12-87
EM115	alt.gossip.celebrities_20050218.0826-E21-88
EM116	alt.gossip.celebrities_20050218.0826-E22-89
EM117	alt.gossip.celebrities_20050218.0826-E12-90
EM118	alt.gossip.celebrities_20050218.0826-E12-91
EM119	alt.gossip.celebrities_20050218.0826-E29-92
EM2	alt.gossip.celebrities_20050218.0826-E29-93
EM120	alt.gossip.celebrities_20050218.0826-E23-94
EM121	alt.gossip.celebrities_20050218.0826-E12-95
EM123	alt.gossip.celebrities_20050218.0826-E29-96
EM124	alt.gossip.celebrities_20050218.0826-E12-97
EM125	alt.gossip.celebrities_20050218.0826-E24-98
EM126	alt.gossip.celebrities_20050218.0826-E25-99
EM127	alt.gossip.celebrities_20050218.0826-E26-100
EM128	alt.gossip.celebrities_20050218.0826-E12-101
EM129	alt.gossip.celebrities_20050218.0826-E26-102
EM130	alt.gossip.celebrities_20050218.0826-E27-103
EM131	alt.gossip.celebrities_20050218.0826-E26-104
EM132	alt.gossip.celebrities_20050218.0826-E28-105
EM133	alt.gossip.celebrities_20050218.0826-E29-106
EM134	alt.gossip.celebrities_20050218.0826-E29-107
EM135	alt.gossip.celebrities_20050218.0826-E30-108
EM136	alt.gossip.celebrities_20050218.0826-E29-109
EM4	alt.gossip.celebrities_20050218.0826-E12-110
EM5	alt.gossip.celebrities_20050218.0826-E12-111
EM6	alt.gossip.celebrities_20050218.0826-E29-112
EM7	alt.gossip.celebrities_20050218.0826-E31-113
EM8	alt.gossip.celebrities_20050218.0826-E29-114
EM9	alt.gossip.celebrities_20050218.0826-E32-115
EM10	alt.gossip.celebrities_20050218.0826-E12-116
EM11	alt.gossip.celebrities_20050218.0826-E33-117
EM12	alt.gossip.celebrities_20050218.0826-E34-118
EM13	alt.gossip.celebrities_20050218.0826-E35-119
EM14	alt.gossip.celebrities_20050218.0826-E35-120
EM17	alt.gossip.celebrities_20050218.0826-E36-121
EM18	alt.gossip.celebrities_20050218.0826-E37-122
EM19	alt.gossip.celebrities_20050218.0826-E37-123
EM20	alt.gossip.celebrities_20050218.0826-E34-124
EM21	alt.gossip.celebrities_20050218.0826-E12-125
R1	alt.gossip.celebrities_20050218.0826-R1
R2	alt.gossip.celebrities_20050218.0826-R2
R3	alt.gossip.celebrities_20050218.0826-R3
R4	alt.gossip.celebrities_20050218.0826-R4
R5	alt.gossip.celebrities_20050218.0826-R5
R7	alt.gossip.celebrities_20050218.0826-R6
R8	alt.gossip.celebrities_20050218.0826-R7
R9	alt.gossip.celebrities_20050218.0826-R8
R10	alt.gossip.celebrities_20050218.0826-R9
R11	alt.gossip.celebrities_20050218.0826-R10
R12	alt.gossip.celebrities_20050218.0826-R11
R13	alt.gossip.celebrities_20050218.0826-R12
RM1	alt.gossip.celebrities_20050218.0826-R1-1
RM2	alt.gossip.celebrities_20050218.0826-R2-1
RM3	alt.gossip.celebrities_20050218.0826-R2-2
RM4	alt.gossip.celebrities_20050218.0826-R4-1
RM5	alt.gossip.celebrities_20050218.0826-R5-1
RM7	alt.gossip.celebrities_20050218.0826-R2-3
RM8	alt.gossip.celebrities_20050218.0826-R4-2
RM9	alt.gossip.celebrities_20050218.0826-R8-1
RM10	alt.gossip.celebrities_20050218.0826-R2-4
RM11	alt.gossip.celebrities_20050218.0826-R1-2
RM12	alt.gossip.celebrities_20050218.0826-R1-3
RM14	alt.gossip.celebrities_20050218.0826-R1-4
V2	alt.gossip.celebrities_20050218.0826-EV1
V3	alt.gossip.celebrities_20050218.0826-EV2
V4	alt.gossip.celebrities_20050218.0826-EV3
VM2	alt.gossip.celebrities_20050218.0826-EV1-1
VM3	alt.gossip.celebrities_20050218.0826-EV1-2
VM4	alt.gossip.celebrities_20050218.0826-EV1-3
VM5	alt.gossip.celebrities_20050218.0826-EV2-1
VM6	alt.gossip.celebrities_20050218.0826-EV1-4
VM7	alt.gossip.celebrities_20050218.0826-EV1-5
VM8	alt.gossip.celebrities_20050218.0826-EV1-6
VM9	alt.gossip.celebrities_20050218.0826-EV3-1
Q1	alt.gossip.celebrities_20050218.0826-T1
Q2	alt.gossip.celebrities_20050218.0826-T2
Q3	alt.gossip.celebrities_20050218.0826-T3
Q4	alt.gossip.celebrities_20050218.0826-T4
Q5	alt.gossip.celebrities_20050218.0826-T5
Q6	alt.gossip.celebrities_20050218.0826-T6
Q7	alt.gossip.celebrities_20050218.0826-T7
Q8	alt.gossip.celebrities_20050218.0826-T8
Q9	alt.gossip.celebrities_20050218.0826-T9
Q10	alt.gossip.celebrities_20050218.0826-T10
Q11	alt.gossip.celebrities_20050218.0826-T11
Q12	alt.gossip.celebrities_20050218.0826-T12
Q13	alt.gossip.celebrities_20050218.0826-T13
Q14	alt.gossip.celebrities_20050218.0826-T14
Q15	alt.gossip.celebrities_20050218.0826-T15
Q16	alt.gossip.celebrities_20050218.0826-T16
