CE14	alt.atheism_20041104.2428-CE1
V5	alt.atheism_20041104.2428-EV5
V6	alt.atheism_20041104.2428-EV6
V7	alt.atheism_20041104.2428-EV7
V8	alt.atheism_20041104.2428-EV8
V9	alt.atheism_20041104.2428-EV9
V10	alt.atheism_20041104.2428-EV10
V11	alt.atheism_20041104.2428-EV11
VM1	alt.atheism_20041104.2428-EV1-1
VM2	alt.atheism_20041104.2428-EV2-1
VM3	alt.atheism_20041104.2428-EV3-1
VM4	alt.atheism_20041104.2428-EV4-1
VM5	alt.atheism_20041104.2428-EV5-1
VM6	alt.atheism_20041104.2428-EV6-1
VM7	alt.atheism_20041104.2428-EV7-1
VM8	alt.atheism_20041104.2428-EV8-1
VM9	alt.atheism_20041104.2428-EV9-1
VM10	alt.atheism_20041104.2428-EV10-1
VM12	alt.atheism_20041104.2428-EV11-1
Q1	alt.atheism_20041104.2428-T1
Q2	alt.atheism_20041104.2428-T2
Q3	alt.atheism_20041104.2428-T3
Q4	alt.atheism_20041104.2428-T4
Q5	alt.atheism_20041104.2428-T5
Q6	alt.atheism_20041104.2428-T6
Q7	alt.atheism_20041104.2428-T7
Q8	alt.atheism_20041104.2428-T8
Q9	alt.atheism_20041104.2428-T9
Q10	alt.atheism_20041104.2428-T10
Q11	alt.atheism_20041104.2428-T11
Q12	alt.atheism_20041104.2428-T12
Q13	alt.atheism_20041104.2428-T13
Q14	alt.atheism_20041104.2428-T14
Q15	alt.atheism_20041104.2428-T15
