CE12	soc.culture.indian_20041104.2348-CE1
E75	soc.culture.indian_20041104.2348-E57
E76	soc.culture.indian_20041104.2348-E58
E3	soc.culture.indian_20041104.2348-E59
E4	soc.culture.indian_20041104.2348-E60
E5	soc.culture.indian_20041104.2348-E61
E6	soc.culture.indian_20041104.2348-E62
E7	soc.culture.indian_20041104.2348-E63
E8	soc.culture.indian_20041104.2348-E64
E9	soc.culture.indian_20041104.2348-E65
E10	soc.culture.indian_20041104.2348-E66
E12	soc.culture.indian_20041104.2348-E67
E13	soc.culture.indian_20041104.2348-E68
E14	soc.culture.indian_20041104.2348-E69
EM51	soc.culture.indian_20041104.2348-E21-1
EM53	soc.culture.indian_20041104.2348-E11-2
EM20	soc.culture.indian_20041104.2348-E2-3
EM21	soc.culture.indian_20041104.2348-E67-4
EM22	soc.culture.indian_20041104.2348-E59-5
EM23	soc.culture.indian_20041104.2348-E59-6
EM24	soc.culture.indian_20041104.2348-E64-7
EM26	soc.culture.indian_20041104.2348-E3-8
EM27	soc.culture.indian_20041104.2348-E4-9
EM28	soc.culture.indian_20041104.2348-E5-10
EM29	soc.culture.indian_20041104.2348-E64-11
EM30	soc.culture.indian_20041104.2348-E59-12
EM31	soc.culture.indian_20041104.2348-E64-13
EM32	soc.culture.indian_20041104.2348-E59-14
EM33	soc.culture.indian_20041104.2348-E59-15
EM34	soc.culture.indian_20041104.2348-E6-16
EM35	soc.culture.indian_20041104.2348-E7-17
EM36	soc.culture.indian_20041104.2348-E64-18
EM37	soc.culture.indian_20041104.2348-E8-19
EM38	soc.culture.indian_20041104.2348-E64-20
EM39	soc.culture.indian_20041104.2348-E60-21
EM40	soc.culture.indian_20041104.2348-E61-22
EM41	soc.culture.indian_20041104.2348-E59-23
EM42	soc.culture.indian_20041104.2348-E9-24
EM43	soc.culture.indian_20041104.2348-E10-25
EM44	soc.culture.indian_20041104.2348-E62-26
EM45	soc.culture.indian_20041104.2348-E64-27
EM46	soc.culture.indian_20041104.2348-E62-28
EM54	soc.culture.indian_20041104.2348-E12-29
EM48	soc.culture.indian_20041104.2348-E13-30
EM49	soc.culture.indian_20041104.2348-E14-31
EM50	soc.culture.indian_20041104.2348-E64-32
EM55	soc.culture.indian_20041104.2348-E64-33
EM56	soc.culture.indian_20041104.2348-E15-34
EM57	soc.culture.indian_20041104.2348-E16-35
EM58	soc.culture.indian_20041104.2348-E12-36
EM59	soc.culture.indian_20041104.2348-E17-37
EM60	soc.culture.indian_20041104.2348-E64-38
EM61	soc.culture.indian_20041104.2348-E18-39
EM62	soc.culture.indian_20041104.2348-E19-40
EM63	soc.culture.indian_20041104.2348-E18-41
EM64	soc.culture.indian_20041104.2348-E18-42
EM65	soc.culture.indian_20041104.2348-E20-43
EM154	soc.culture.indian_20041104.2348-E36-44
EM67	soc.culture.indian_20041104.2348-E64-45
EM68	soc.culture.indian_20041104.2348-E22-46
EM69	soc.culture.indian_20041104.2348-E64-47
EM70	soc.culture.indian_20041104.2348-E59-48
EM71	soc.culture.indian_20041104.2348-E64-49
EM72	soc.culture.indian_20041104.2348-E23-50
EM73	soc.culture.indian_20041104.2348-E24-51
EM74	soc.culture.indian_20041104.2348-E25-52
EM75	soc.culture.indian_20041104.2348-E64-53
EM76	soc.culture.indian_20041104.2348-E64-54
EM77	soc.culture.indian_20041104.2348-E26-55
EM78	soc.culture.indian_20041104.2348-E27-56
EM79	soc.culture.indian_20041104.2348-E64-57
EM80	soc.culture.indian_20041104.2348-E64-58
EM81	soc.culture.indian_20041104.2348-E59-59
EM82	soc.culture.indian_20041104.2348-E59-60
EM83	soc.culture.indian_20041104.2348-E28-61
EM84	soc.culture.indian_20041104.2348-E20-62
EM85	soc.culture.indian_20041104.2348-E59-63
EM86	soc.culture.indian_20041104.2348-E64-64
EM87	soc.culture.indian_20041104.2348-E64-65
EM88	soc.culture.indian_20041104.2348-E64-66
EM90	soc.culture.indian_20041104.2348-E59-67
EM92	soc.culture.indian_20041104.2348-E67-68
EM93	soc.culture.indian_20041104.2348-E67-69
EM94	soc.culture.indian_20041104.2348-E29-70
EM95	soc.culture.indian_20041104.2348-E67-71
EM96	soc.culture.indian_20041104.2348-E13-72
EM97	soc.culture.indian_20041104.2348-E30-73
EM98	soc.culture.indian_20041104.2348-E31-74
EM99	soc.culture.indian_20041104.2348-E32-75
EM100	soc.culture.indian_20041104.2348-E13-76
EM101	soc.culture.indian_20041104.2348-E64-77
EM102	soc.culture.indian_20041104.2348-E12-78
EM103	soc.culture.indian_20041104.2348-E13-79
EM104	soc.culture.indian_20041104.2348-E64-80
EM105	soc.culture.indian_20041104.2348-E12-81
EM106	soc.culture.indian_20041104.2348-E13-82
EM107	soc.culture.indian_20041104.2348-E12-83
EM109	soc.culture.indian_20041104.2348-E33-84
EM110	soc.culture.indian_20041104.2348-E34-85
EM111	soc.culture.indian_20041104.2348-E59-86
EM112	soc.culture.indian_20041104.2348-E34-87
EM113	soc.culture.indian_20041104.2348-E35-88
EM115	soc.culture.indian_20041104.2348-E60-89
EM116	soc.culture.indian_20041104.2348-E37-90
EM155	soc.culture.indian_20041104.2348-E51-91
EM118	soc.culture.indian_20041104.2348-E37-92
EM52	soc.culture.indian_20041104.2348-E56-93
EM119	soc.culture.indian_20041104.2348-E38-94
EM120	soc.culture.indian_20041104.2348-E39-95
EM121	soc.culture.indian_20041104.2348-E40-96
EM122	soc.culture.indian_20041104.2348-E39-97
EM123	soc.culture.indian_20041104.2348-E41-98
EM124	soc.culture.indian_20041104.2348-E41-99
EM125	soc.culture.indian_20041104.2348-E60-100
EM126	soc.culture.indian_20041104.2348-E42-101
EM127	soc.culture.indian_20041104.2348-E37-102
EM128	soc.culture.indian_20041104.2348-E42-103
EM129	soc.culture.indian_20041104.2348-E37-104
EM130	soc.culture.indian_20041104.2348-E37-105
EM131	soc.culture.indian_20041104.2348-E43-106
EM132	soc.culture.indian_20041104.2348-E42-107
EM133	soc.culture.indian_20041104.2348-E44-108
EM134	soc.culture.indian_20041104.2348-E45-109
EM135	soc.culture.indian_20041104.2348-E46-110
EM136	soc.culture.indian_20041104.2348-E45-111
EM137	soc.culture.indian_20041104.2348-E39-112
EM138	soc.culture.indian_20041104.2348-E47-113
EM139	soc.culture.indian_20041104.2348-E45-114
EM140	soc.culture.indian_20041104.2348-E39-115
EM141	soc.culture.indian_20041104.2348-E37-116
EM142	soc.culture.indian_20041104.2348-E48-117
EM143	soc.culture.indian_20041104.2348-E60-118
EM144	soc.culture.indian_20041104.2348-E60-119
EM145	soc.culture.indian_20041104.2348-E60-120
EM146	soc.culture.indian_20041104.2348-E39-121
EM147	soc.culture.indian_20041104.2348-E59-122
EM148	soc.culture.indian_20041104.2348-E49-123
EM149	soc.culture.indian_20041104.2348-E48-124
EM150	soc.culture.indian_20041104.2348-E50-125
EM156	soc.culture.indian_20041104.2348-E53-126
EM157	soc.culture.indian_20041104.2348-E54-127
EM158	soc.culture.indian_20041104.2348-E55-128
EM160	soc.culture.indian_20041104.2348-E60-129
EM161	soc.culture.indian_20041104.2348-E50-130
EM162	soc.culture.indian_20041104.2348-E50-131
EM163	soc.culture.indian_20041104.2348-E48-132
EM164	soc.culture.indian_20041104.2348-E52-133
EM165	soc.culture.indian_20041104.2348-E60-134
EM166	soc.culture.indian_20041104.2348-E39-135
EM167	soc.culture.indian_20041104.2348-E39-136
EM168	soc.culture.indian_20041104.2348-E57-137
EM169	soc.culture.indian_20041104.2348-E57-138
EM170	soc.culture.indian_20041104.2348-E57-139
EM3	soc.culture.indian_20041104.2348-E59-140
EM171	soc.culture.indian_20041104.2348-E58-141
EM4	soc.culture.indian_20041104.2348-E60-142
EM5	soc.culture.indian_20041104.2348-E61-143
EM6	soc.culture.indian_20041104.2348-E63-144
EM7	soc.culture.indian_20041104.2348-E65-145
EM8	soc.culture.indian_20041104.2348-E66-146
EM9	soc.culture.indian_20041104.2348-E67-147
EM10	soc.culture.indian_20041104.2348-E67-148
EM11	soc.culture.indian_20041104.2348-E67-149
EM12	soc.culture.indian_20041104.2348-E64-150
EM13	soc.culture.indian_20041104.2348-E59-151
EM14	soc.culture.indian_20041104.2348-E64-152
EM15	soc.culture.indian_20041104.2348-E64-153
EM16	soc.culture.indian_20041104.2348-E68-154
EM17	soc.culture.indian_20041104.2348-E69-155
EM18	soc.culture.indian_20041104.2348-E1-156
R1	soc.culture.indian_20041104.2348-R1
R2	soc.culture.indian_20041104.2348-R2
R3	soc.culture.indian_20041104.2348-R3
R4	soc.culture.indian_20041104.2348-R4
R5	soc.culture.indian_20041104.2348-R5
R6	soc.culture.indian_20041104.2348-R6
R7	soc.culture.indian_20041104.2348-R7
R8	soc.culture.indian_20041104.2348-R8
R9	soc.culture.indian_20041104.2348-R9
R10	soc.culture.indian_20041104.2348-R10
R11	soc.culture.indian_20041104.2348-R11
R12	soc.culture.indian_20041104.2348-R12
R13	soc.culture.indian_20041104.2348-R13
R14	soc.culture.indian_20041104.2348-R14
R15	soc.culture.indian_20041104.2348-R15
R16	soc.culture.indian_20041104.2348-R16
R17	soc.culture.indian_20041104.2348-R17
R18	soc.culture.indian_20041104.2348-R18
R19	soc.culture.indian_20041104.2348-R19
R20	soc.culture.indian_20041104.2348-R20
R21	soc.culture.indian_20041104.2348-R21
R22	soc.culture.indian_20041104.2348-R22
R23	soc.culture.indian_20041104.2348-R23
R24	soc.culture.indian_20041104.2348-R24
R25	soc.culture.indian_20041104.2348-R25
R26	soc.culture.indian_20041104.2348-R26
R12	soc.culture.indian_20041104.2348-R27
R7	soc.culture.indian_20041104.2348-R28
R17	soc.culture.indian_20041104.2348-R29
RM1	soc.culture.indian_20041104.2348-R1-1
RM2	soc.culture.indian_20041104.2348-R2-1
RM3	soc.culture.indian_20041104.2348-R3-1
RM4	soc.culture.indian_20041104.2348-R4-1
RM6	soc.culture.indian_20041104.2348-R5-1
RM7	soc.culture.indian_20041104.2348-R6-1
RM8	soc.culture.indian_20041104.2348-R7-1
RM9	soc.culture.indian_20041104.2348-R8-1
RM10	soc.culture.indian_20041104.2348-R9-1
RM11	soc.culture.indian_20041104.2348-R10-1
RM12	soc.culture.indian_20041104.2348-R11-1
RM13	soc.culture.indian_20041104.2348-R12-1
RM14	soc.culture.indian_20041104.2348-R13-1
RM15	soc.culture.indian_20041104.2348-R14-1
RM16	soc.culture.indian_20041104.2348-R15-1
RM17	soc.culture.indian_20041104.2348-R12-2
RM18	soc.culture.indian_20041104.2348-R28-1
RM19	soc.culture.indian_20041104.2348-R16-1
RM20	soc.culture.indian_20041104.2348-R17-1
RM21	soc.culture.indian_20041104.2348-R18-1
RM22	soc.culture.indian_20041104.2348-R19-1
RM23	soc.culture.indian_20041104.2348-R20-1
RM24	soc.culture.indian_20041104.2348-R21-1
RM25	soc.culture.indian_20041104.2348-R22-1
RM26	soc.culture.indian_20041104.2348-R23-1
RM27	soc.culture.indian_20041104.2348-R24-1
RM28	soc.culture.indian_20041104.2348-R17-2
RM29	soc.culture.indian_20041104.2348-R25-1
RM30	soc.culture.indian_20041104.2348-R26-1
V2	soc.culture.indian_20041104.2348-EV1
V3	soc.culture.indian_20041104.2348-EV2
V4	soc.culture.indian_20041104.2348-EV3
V6	soc.culture.indian_20041104.2348-EV4
V7	soc.culture.indian_20041104.2348-EV5
V8	soc.culture.indian_20041104.2348-EV6
V9	soc.culture.indian_20041104.2348-EV7
V10	soc.culture.indian_20041104.2348-EV8
V11	soc.culture.indian_20041104.2348-EV9
V12	soc.culture.indian_20041104.2348-EV10
V13	soc.culture.indian_20041104.2348-EV11
V14	soc.culture.indian_20041104.2348-EV12
V15	soc.culture.indian_20041104.2348-EV13
V16	soc.culture.indian_20041104.2348-EV14
VM2	soc.culture.indian_20041104.2348-EV1-1
VM3	soc.culture.indian_20041104.2348-EV1-2
VM4	soc.culture.indian_20041104.2348-EV2-1
VM5	soc.culture.indian_20041104.2348-EV3-1
VM7	soc.culture.indian_20041104.2348-EV4-1
VM8	soc.culture.indian_20041104.2348-EV5-1
VM9	soc.culture.indian_20041104.2348-EV6-1
VM11	soc.culture.indian_20041104.2348-EV7-1
VM12	soc.culture.indian_20041104.2348-EV8-1
VM14	soc.culture.indian_20041104.2348-EV9-1
VM15	soc.culture.indian_20041104.2348-EV10-1
VM16	soc.culture.indian_20041104.2348-EV11-1
VM17	soc.culture.indian_20041104.2348-EV12-1
VM18	soc.culture.indian_20041104.2348-EV13-1
VM19	soc.culture.indian_20041104.2348-EV14-1
VM20	soc.culture.indian_20041104.2348-EV13-2
VM21	soc.culture.indian_20041104.2348-EV13-3
Q1	soc.culture.indian_20041104.2348-T1
Q2	soc.culture.indian_20041104.2348-T2
Q3	soc.culture.indian_20041104.2348-T3
Q4	soc.culture.indian_20041104.2348-T4
Q5	soc.culture.indian_20041104.2348-V1
Q6	soc.culture.indian_20041104.2348-V2
Q7	soc.culture.indian_20041104.2348-V3
Q8	soc.culture.indian_20041104.2348-T5
Q9	soc.culture.indian_20041104.2348-V4
Q10	soc.culture.indian_20041104.2348-T6
Q11	soc.culture.indian_20041104.2348-T7
Q12	soc.culture.indian_20041104.2348-V5
Q13	soc.culture.indian_20041104.2348-T8
Q14	soc.culture.indian_20041104.2348-V6
Q15	soc.culture.indian_20041104.2348-V7
Q16	soc.culture.indian_20041104.2348-T9
Q17	soc.culture.indian_20041104.2348-V8
Q18	soc.culture.indian_20041104.2348-V9
Q19	soc.culture.indian_20041104.2348-T10
Q20	soc.culture.indian_20041104.2348-T11
Q21	soc.culture.indian_20041104.2348-V10
Q22	soc.culture.indian_20041104.2348-T12
Q23	soc.culture.indian_20041104.2348-V11
Q24	soc.culture.indian_20041104.2348-T13
Q25	soc.culture.indian_20041104.2348-T14
Q26	soc.culture.indian_20041104.2348-T15
Q27	soc.culture.indian_20041104.2348-T16
QM5	soc.culture.indian_20041104.2348-V1-1
QM6	soc.culture.indian_20041104.2348-V2-1
QM7	soc.culture.indian_20041104.2348-V3-1
QM9	soc.culture.indian_20041104.2348-V4-1
QM12	soc.culture.indian_20041104.2348-V5-1
QM14	soc.culture.indian_20041104.2348-V6-1
QM15	soc.culture.indian_20041104.2348-V7-1
QM17	soc.culture.indian_20041104.2348-V8-1
QM18	soc.culture.indian_20041104.2348-V9-1
QM21	soc.culture.indian_20041104.2348-V10-1
QM23	soc.culture.indian_20041104.2348-V11-1
