CE14	HEALINGIRAQ_20041108.1942.05-CE1
CE64	HEALINGIRAQ_20041108.1942.05-CE53
CE65	HEALINGIRAQ_20041108.1942.05-CE54
CE66	HEALINGIRAQ_20041108.1942.05-CE55
CE73	HEALINGIRAQ_20041108.1942.05-CE56
CE74	HEALINGIRAQ_20041108.1942.05-CE57
CE75	HEALINGIRAQ_20041108.1942.05-CE58
CE76	HEALINGIRAQ_20041108.1942.05-CE59
CE77	HEALINGIRAQ_20041108.1942.05-CE60
CE78	HEALINGIRAQ_20041108.1942.05-CE61
CE79	HEALINGIRAQ_20041108.1942.05-CE62
CE80	HEALINGIRAQ_20041108.1942.05-CE63
CE81	HEALINGIRAQ_20041108.1942.05-CE64
CE82	HEALINGIRAQ_20041108.1942.05-CE65
CE83	HEALINGIRAQ_20041108.1942.05-CE66
CE84	HEALINGIRAQ_20041108.1942.05-CE67
CE85	HEALINGIRAQ_20041108.1942.05-CE68
CE86	HEALINGIRAQ_20041108.1942.05-CE69
CE95	HEALINGIRAQ_20041108.1942.05-CE70
CE87	HEALINGIRAQ_20041108.1942.05-CE71
CE88	HEALINGIRAQ_20041108.1942.05-CE72
CE89	HEALINGIRAQ_20041108.1942.05-CE73
CE90	HEALINGIRAQ_20041108.1942.05-CE74
CE91	HEALINGIRAQ_20041108.1942.05-CE75
CE92	HEALINGIRAQ_20041108.1942.05-CE76
CE2	HEALINGIRAQ_20041108.1942.05-CE77
CE93	HEALINGIRAQ_20041108.1942.05-CE78
CE94	HEALINGIRAQ_20041108.1942.05-CE79
CE3	HEALINGIRAQ_20041108.1942.05-CE80
CE4	HEALINGIRAQ_20041108.1942.05-CE81
CE5	HEALINGIRAQ_20041108.1942.05-CE82
CE6	HEALINGIRAQ_20041108.1942.05-CE83
CE7	HEALINGIRAQ_20041108.1942.05-CE84
CE8	HEALINGIRAQ_20041108.1942.05-CE85
CE10	HEALINGIRAQ_20041108.1942.05-CE86
CE11	HEALINGIRAQ_20041108.1942.05-CE87
E17	HEALINGIRAQ_20041108.1942.05-E1
E19	HEALINGIRAQ_20041108.1942.05-E2
E20	HEALINGIRAQ_20041108.1942.05-E3
E22	HEALINGIRAQ_20041108.1942.05-E4
E23	HEALINGIRAQ_20041108.1942.05-E5
E24	HEALINGIRAQ_20041108.1942.05-E6
E25	HEALINGIRAQ_20041108.1942.05-E7
E26	HEALINGIRAQ_20041108.1942.05-E8
E27	HEALINGIRAQ_20041108.1942.05-E9
E29	HEALINGIRAQ_20041108.1942.05-E10
E30	HEALINGIRAQ_20041108.1942.05-E11
E92	HEALINGIRAQ_20041108.1942.05-E12
E32	HEALINGIRAQ_20041108.1942.05-E13
E33	HEALINGIRAQ_20041108.1942.05-E14
E34	HEALINGIRAQ_20041108.1942.05-E15
E35	HEALINGIRAQ_20041108.1942.05-E16
E37	HEALINGIRAQ_20041108.1942.05-E17
E38	HEALINGIRAQ_20041108.1942.05-E18
E93	HEALINGIRAQ_20041108.1942.05-E19
E41	HEALINGIRAQ_20041108.1942.05-E20
E42	HEALINGIRAQ_20041108.1942.05-E21
E43	HEALINGIRAQ_20041108.1942.05-E22
E44	HEALINGIRAQ_20041108.1942.05-E23
E94	HEALINGIRAQ_20041108.1942.05-E24
E47	HEALINGIRAQ_20041108.1942.05-E25
E48	HEALINGIRAQ_20041108.1942.05-E26
E49	HEALINGIRAQ_20041108.1942.05-E27
E1	HEALINGIRAQ_20041108.1942.05-E28
E50	HEALINGIRAQ_20041108.1942.05-E29
E95	HEALINGIRAQ_20041108.1942.05-E30
E53	HEALINGIRAQ_20041108.1942.05-E31
E54	HEALINGIRAQ_20041108.1942.05-E32
E55	HEALINGIRAQ_20041108.1942.05-E33
E56	HEALINGIRAQ_20041108.1942.05-E34
E57	HEALINGIRAQ_20041108.1942.05-E35
E96	HEALINGIRAQ_20041108.1942.05-E36
E59	HEALINGIRAQ_20041108.1942.05-E37
E97	HEALINGIRAQ_20041108.1942.05-E38
E61	HEALINGIRAQ_20041108.1942.05-E39
E62	HEALINGIRAQ_20041108.1942.05-E40
E63	HEALINGIRAQ_20041108.1942.05-E41
E64	HEALINGIRAQ_20041108.1942.05-E42
E65	HEALINGIRAQ_20041108.1942.05-E43
E66	HEALINGIRAQ_20041108.1942.05-E44
E67	HEALINGIRAQ_20041108.1942.05-E45
E125	HEALINGIRAQ_20041108.1942.05-E46
E69	HEALINGIRAQ_20041108.1942.05-E47
E70	HEALINGIRAQ_20041108.1942.05-E48
E71	HEALINGIRAQ_20041108.1942.05-E49
E72	HEALINGIRAQ_20041108.1942.05-E50
E74	HEALINGIRAQ_20041108.1942.05-E51
E75	HEALINGIRAQ_20041108.1942.05-E52
E76	HEALINGIRAQ_20041108.1942.05-E53
E78	HEALINGIRAQ_20041108.1942.05-E54
E79	HEALINGIRAQ_20041108.1942.05-E55
E80	HEALINGIRAQ_20041108.1942.05-E56
E81	HEALINGIRAQ_20041108.1942.05-E57
E82	HEALINGIRAQ_20041108.1942.05-E58
E83	HEALINGIRAQ_20041108.1942.05-E59
E98	HEALINGIRAQ_20041108.1942.05-E60
E85	HEALINGIRAQ_20041108.1942.05-E61
E87	HEALINGIRAQ_20041108.1942.05-E62
E88	HEALINGIRAQ_20041108.1942.05-E63
E89	HEALINGIRAQ_20041108.1942.05-E64
E90	HEALINGIRAQ_20041108.1942.05-E65
E91	HEALINGIRAQ_20041108.1942.05-E66
E99	HEALINGIRAQ_20041108.1942.05-E67
E100	HEALINGIRAQ_20041108.1942.05-E68
E101	HEALINGIRAQ_20041108.1942.05-E69
E102	HEALINGIRAQ_20041108.1942.05-E70
E103	HEALINGIRAQ_20041108.1942.05-E71
E104	HEALINGIRAQ_20041108.1942.05-E72
E105	HEALINGIRAQ_20041108.1942.05-E73
E106	HEALINGIRAQ_20041108.1942.05-E74
E107	HEALINGIRAQ_20041108.1942.05-E75
E108	HEALINGIRAQ_20041108.1942.05-E76
E109	HEALINGIRAQ_20041108.1942.05-E77
E110	HEALINGIRAQ_20041108.1942.05-E78
E111	HEALINGIRAQ_20041108.1942.05-E79
E2	HEALINGIRAQ_20041108.1942.05-E80
E112	HEALINGIRAQ_20041108.1942.05-E81
E113	HEALINGIRAQ_20041108.1942.05-E82
E114	HEALINGIRAQ_20041108.1942.05-E83
E115	HEALINGIRAQ_20041108.1942.05-E84
E116	HEALINGIRAQ_20041108.1942.05-E85
E117	HEALINGIRAQ_20041108.1942.05-E86
E118	HEALINGIRAQ_20041108.1942.05-E87
E119	HEALINGIRAQ_20041108.1942.05-E88
E120	HEALINGIRAQ_20041108.1942.05-E89
E121	HEALINGIRAQ_20041108.1942.05-E90
E122	HEALINGIRAQ_20041108.1942.05-E91
E123	HEALINGIRAQ_20041108.1942.05-E92
E124	HEALINGIRAQ_20041108.1942.05-E93
E3	HEALINGIRAQ_20041108.1942.05-E94
E5	HEALINGIRAQ_20041108.1942.05-E95
E6	HEALINGIRAQ_20041108.1942.05-E96
E7	HEALINGIRAQ_20041108.1942.05-E97
E8	HEALINGIRAQ_20041108.1942.05-E98
E9	HEALINGIRAQ_20041108.1942.05-E99
E10	HEALINGIRAQ_20041108.1942.05-E100
E12	HEALINGIRAQ_20041108.1942.05-E101
E14	HEALINGIRAQ_20041108.1942.05-E102
EM1	HEALINGIRAQ_20041108.1942.05-E28-1
EM17	HEALINGIRAQ_20041108.1942.05-E1-2
EM18	HEALINGIRAQ_20041108.1942.05-E2-3
EM19	HEALINGIRAQ_20041108.1942.05-E3-4
EM20	HEALINGIRAQ_20041108.1942.05-E3-5
EM21	HEALINGIRAQ_20041108.1942.05-E4-6
EM22	HEALINGIRAQ_20041108.1942.05-E5-7
EM23	HEALINGIRAQ_20041108.1942.05-E3-8
EM24	HEALINGIRAQ_20041108.1942.05-E6-9
EM25	HEALINGIRAQ_20041108.1942.05-E7-10
EM26	HEALINGIRAQ_20041108.1942.05-E8-11
EM27	HEALINGIRAQ_20041108.1942.05-E9-12
EM28	HEALINGIRAQ_20041108.1942.05-E10-13
EM29	HEALINGIRAQ_20041108.1942.05-E11-14
EM30	HEALINGIRAQ_20041108.1942.05-E13-15
EM31	HEALINGIRAQ_20041108.1942.05-E14-16
EM32	HEALINGIRAQ_20041108.1942.05-E15-17
EM33	HEALINGIRAQ_20041108.1942.05-E16-18
EM34	HEALINGIRAQ_20041108.1942.05-E17-19
EM35	HEALINGIRAQ_20041108.1942.05-E18-20
EM100	HEALINGIRAQ_20041108.1942.05-E19-21
EM36	HEALINGIRAQ_20041108.1942.05-E18-22
EM37	HEALINGIRAQ_20041108.1942.05-E18-23
EM39	HEALINGIRAQ_20041108.1942.05-E20-24
EM101	HEALINGIRAQ_20041108.1942.05-E24-25
EM40	HEALINGIRAQ_20041108.1942.05-E21-26
EM41	HEALINGIRAQ_20041108.1942.05-E22-27
EM42	HEALINGIRAQ_20041108.1942.05-E23-28
EM44	HEALINGIRAQ_20041108.1942.05-E14-29
EM45	HEALINGIRAQ_20041108.1942.05-E15-30
EM46	HEALINGIRAQ_20041108.1942.05-E25-31
EM102	HEALINGIRAQ_20041108.1942.05-E30-32
EM47	HEALINGIRAQ_20041108.1942.05-E26-33
EM48	HEALINGIRAQ_20041108.1942.05-E27-34
EM49	HEALINGIRAQ_20041108.1942.05-E29-35
EM103	HEALINGIRAQ_20041108.1942.05-E36-36
EM51	HEALINGIRAQ_20041108.1942.05-E31-37
EM52	HEALINGIRAQ_20041108.1942.05-E32-38
EM53	HEALINGIRAQ_20041108.1942.05-E29-39
EM54	HEALINGIRAQ_20041108.1942.05-E33-40
EM55	HEALINGIRAQ_20041108.1942.05-E34-41
EM56	HEALINGIRAQ_20041108.1942.05-E35-42
EM57	HEALINGIRAQ_20041108.1942.05-E80-43
EM59	HEALINGIRAQ_20041108.1942.05-E37-44
EM60	HEALINGIRAQ_20041108.1942.05-E34-45
EM61	HEALINGIRAQ_20041108.1942.05-E34-46
EM62	HEALINGIRAQ_20041108.1942.05-E34-47
EM63	HEALINGIRAQ_20041108.1942.05-E34-48
EM104	HEALINGIRAQ_20041108.1942.05-E38-49
EM65	HEALINGIRAQ_20041108.1942.05-E39-50
EM66	HEALINGIRAQ_20041108.1942.05-E34-51
EM67	HEALINGIRAQ_20041108.1942.05-E40-52
EM68	HEALINGIRAQ_20041108.1942.05-E41-53
EM69	HEALINGIRAQ_20041108.1942.05-E42-54
EM70	HEALINGIRAQ_20041108.1942.05-E34-55
EM71	HEALINGIRAQ_20041108.1942.05-E43-56
EM72	HEALINGIRAQ_20041108.1942.05-E44-57
EM73	HEALINGIRAQ_20041108.1942.05-E40-58
EM74	HEALINGIRAQ_20041108.1942.05-E45-59
EM75	HEALINGIRAQ_20041108.1942.05-E46-60
EM76	HEALINGIRAQ_20041108.1942.05-E47-61
EM77	HEALINGIRAQ_20041108.1942.05-E48-62
EM78	HEALINGIRAQ_20041108.1942.05-E49-63
EM79	HEALINGIRAQ_20041108.1942.05-E50-64
EM80	HEALINGIRAQ_20041108.1942.05-E51-65
EM105	HEALINGIRAQ_20041108.1942.05-E60-66
EM81	HEALINGIRAQ_20041108.1942.05-E52-67
EM82	HEALINGIRAQ_20041108.1942.05-E37-68
EM83	HEALINGIRAQ_20041108.1942.05-E53-69
EM84	HEALINGIRAQ_20041108.1942.05-E54-70
EM85	HEALINGIRAQ_20041108.1942.05-E37-71
EM86	HEALINGIRAQ_20041108.1942.05-E55-72
EM2	HEALINGIRAQ_20041108.1942.05-E80-73
EM87	HEALINGIRAQ_20041108.1942.05-E37-74
EM88	HEALINGIRAQ_20041108.1942.05-E56-75
EM89	HEALINGIRAQ_20041108.1942.05-E57-76
EM90	HEALINGIRAQ_20041108.1942.05-E58-77
EM91	HEALINGIRAQ_20041108.1942.05-E57-78
EM92	HEALINGIRAQ_20041108.1942.05-E59-79
EM93	HEALINGIRAQ_20041108.1942.05-E61-80
EM94	HEALINGIRAQ_20041108.1942.05-E62-81
EM95	HEALINGIRAQ_20041108.1942.05-E63-82
EM96	HEALINGIRAQ_20041108.1942.05-E64-83
EM97	HEALINGIRAQ_20041108.1942.05-E65-84
EM98	HEALINGIRAQ_20041108.1942.05-E66-85
EM106	HEALINGIRAQ_20041108.1942.05-E40-86
EM107	HEALINGIRAQ_20041108.1942.05-E67-87
EM108	HEALINGIRAQ_20041108.1942.05-E68-88
EM109	HEALINGIRAQ_20041108.1942.05-E29-89
EM110	HEALINGIRAQ_20041108.1942.05-E69-90
EM111	HEALINGIRAQ_20041108.1942.05-E29-91
EM112	HEALINGIRAQ_20041108.1942.05-E26-92
EM113	HEALINGIRAQ_20041108.1942.05-E70-93
EM114	HEALINGIRAQ_20041108.1942.05-E71-94
EM115	HEALINGIRAQ_20041108.1942.05-E26-95
EM116	HEALINGIRAQ_20041108.1942.05-E72-96
EM117	HEALINGIRAQ_20041108.1942.05-E26-97
EM118	HEALINGIRAQ_20041108.1942.05-E72-98
EM119	HEALINGIRAQ_20041108.1942.05-E72-99
EM120	HEALINGIRAQ_20041108.1942.05-E73-100
EM121	HEALINGIRAQ_20041108.1942.05-E74-101
EM122	HEALINGIRAQ_20041108.1942.05-E73-102
EM123	HEALINGIRAQ_20041108.1942.05-E75-103
EM124	HEALINGIRAQ_20041108.1942.05-E76-104
EM125	HEALINGIRAQ_20041108.1942.05-E73-105
EM126	HEALINGIRAQ_20041108.1942.05-E77-106
EM127	HEALINGIRAQ_20041108.1942.05-E78-107
EM128	HEALINGIRAQ_20041108.1942.05-E79-108
EM129	HEALINGIRAQ_20041108.1942.05-E81-109
EM130	HEALINGIRAQ_20041108.1942.05-E73-110
EM131	HEALINGIRAQ_20041108.1942.05-E82-111
EM132	HEALINGIRAQ_20041108.1942.05-E83-112
EM133	HEALINGIRAQ_20041108.1942.05-E73-113
EM134	HEALINGIRAQ_20041108.1942.05-E84-114
EM135	HEALINGIRAQ_20041108.1942.05-E85-115
EM136	HEALINGIRAQ_20041108.1942.05-E78-116
EM137	HEALINGIRAQ_20041108.1942.05-E86-117
EM138	HEALINGIRAQ_20041108.1942.05-E73-118
EM139	HEALINGIRAQ_20041108.1942.05-E87-119
EM140	HEALINGIRAQ_20041108.1942.05-E88-120
EM141	HEALINGIRAQ_20041108.1942.05-E70-121
EM142	HEALINGIRAQ_20041108.1942.05-E70-122
EM143	HEALINGIRAQ_20041108.1942.05-E89-123
EM144	HEALINGIRAQ_20041108.1942.05-E29-124
EM145	HEALINGIRAQ_20041108.1942.05-E70-125
EM146	HEALINGIRAQ_20041108.1942.05-E70-126
EM147	HEALINGIRAQ_20041108.1942.05-E90-127
EM148	HEALINGIRAQ_20041108.1942.05-E91-128
EM149	HEALINGIRAQ_20041108.1942.05-E29-129
EM150	HEALINGIRAQ_20041108.1942.05-E92-130
EM151	HEALINGIRAQ_20041108.1942.05-E29-131
EM152	HEALINGIRAQ_20041108.1942.05-E93-132
EM153	HEALINGIRAQ_20041108.1942.05-E26-133
EM3	HEALINGIRAQ_20041108.1942.05-E94-134
EM4	HEALINGIRAQ_20041108.1942.05-E95-135
EM99	HEALINGIRAQ_20041108.1942.05-E12-136
EM5	HEALINGIRAQ_20041108.1942.05-E80-137
EM6	HEALINGIRAQ_20041108.1942.05-E96-138
EM7	HEALINGIRAQ_20041108.1942.05-E28-139
EM8	HEALINGIRAQ_20041108.1942.05-E97-140
EM9	HEALINGIRAQ_20041108.1942.05-E98-141
EM10	HEALINGIRAQ_20041108.1942.05-E99-142
EM11	HEALINGIRAQ_20041108.1942.05-E100-143
EM13	HEALINGIRAQ_20041108.1942.05-E101-144
EM14	HEALINGIRAQ_20041108.1942.05-E102-145
Q1	HEALINGIRAQ_20041108.1942.05-T1
