CE13	HEALINGIRAQ_20041225.1330.02-CE1
E10	HEALINGIRAQ_20041225.1330.02-E49
E11	HEALINGIRAQ_20041225.1330.02-E50
E12	HEALINGIRAQ_20041225.1330.02-E51
E13	HEALINGIRAQ_20041225.1330.02-E52
E14	HEALINGIRAQ_20041225.1330.02-E53
E16	HEALINGIRAQ_20041225.1330.02-E54
EM1	HEALINGIRAQ_20041225.1330.02-E21-1
EM17	HEALINGIRAQ_20041225.1330.02-E1-2
EM18	HEALINGIRAQ_20041225.1330.02-E2-3
EM78	HEALINGIRAQ_20041225.1330.02-E45-4
EM20	HEALINGIRAQ_20041225.1330.02-E3-5
EM21	HEALINGIRAQ_20041225.1330.02-E4-6
EM22	HEALINGIRAQ_20041225.1330.02-E5-7
EM23	HEALINGIRAQ_20041225.1330.02-E6-8
EM24	HEALINGIRAQ_20041225.1330.02-E7-9
EM25	HEALINGIRAQ_20041225.1330.02-E7-10
EM26	HEALINGIRAQ_20041225.1330.02-E8-11
EM27	HEALINGIRAQ_20041225.1330.02-E9-12
EM28	HEALINGIRAQ_20041225.1330.02-E9-13
EM30	HEALINGIRAQ_20041225.1330.02-E10-14
EM31	HEALINGIRAQ_20041225.1330.02-E9-15
EM32	HEALINGIRAQ_20041225.1330.02-E41-16
EM33	HEALINGIRAQ_20041225.1330.02-E11-17
EM34	HEALINGIRAQ_20041225.1330.02-E12-18
EM36	HEALINGIRAQ_20041225.1330.02-E9-19
EM37	HEALINGIRAQ_20041225.1330.02-E9-20
EM38	HEALINGIRAQ_20041225.1330.02-E9-21
EM39	HEALINGIRAQ_20041225.1330.02-E13-22
EM40	HEALINGIRAQ_20041225.1330.02-E14-23
EM42	HEALINGIRAQ_20041225.1330.02-E14-24
EM43	HEALINGIRAQ_20041225.1330.02-E15-25
EM44	HEALINGIRAQ_20041225.1330.02-E14-26
EM45	HEALINGIRAQ_20041225.1330.02-E9-27
EM46	HEALINGIRAQ_20041225.1330.02-E16-28
EM47	HEALINGIRAQ_20041225.1330.02-E17-29
EM35	HEALINGIRAQ_20041225.1330.02-E18-30
EM48	HEALINGIRAQ_20041225.1330.02-E19-31
EM49	HEALINGIRAQ_20041225.1330.02-E9-32
EM50	HEALINGIRAQ_20041225.1330.02-E20-33
EM51	HEALINGIRAQ_20041225.1330.02-E17-34
EM52	HEALINGIRAQ_20041225.1330.02-E9-35
EM53	HEALINGIRAQ_20041225.1330.02-E20-36
EM54	HEALINGIRAQ_20041225.1330.02-E22-37
EM55	HEALINGIRAQ_20041225.1330.02-E23-38
EM56	HEALINGIRAQ_20041225.1330.02-E24-39
EM57	HEALINGIRAQ_20041225.1330.02-E41-40
EM58	HEALINGIRAQ_20041225.1330.02-E25-41
EM59	HEALINGIRAQ_20041225.1330.02-E53-42
EM60	HEALINGIRAQ_20041225.1330.02-E26-43
EM61	HEALINGIRAQ_20041225.1330.02-E11-44
EM62	HEALINGIRAQ_20041225.1330.02-E27-45
EM63	HEALINGIRAQ_20041225.1330.02-E28-46
EM64	HEALINGIRAQ_20041225.1330.02-E29-47
EM65	HEALINGIRAQ_20041225.1330.02-E30-48
EM66	HEALINGIRAQ_20041225.1330.02-E41-49
EM67	HEALINGIRAQ_20041225.1330.02-E31-50
EM68	HEALINGIRAQ_20041225.1330.02-E32-51
EM69	HEALINGIRAQ_20041225.1330.02-E33-52
EM70	HEALINGIRAQ_20041225.1330.02-E34-53
EM71	HEALINGIRAQ_20041225.1330.02-E35-54
EM72	HEALINGIRAQ_20041225.1330.02-E36-55
EM73	HEALINGIRAQ_20041225.1330.02-E37-56
EM75	HEALINGIRAQ_20041225.1330.02-E38-57
EM76	HEALINGIRAQ_20041225.1330.02-E39-58
EM77	HEALINGIRAQ_20041225.1330.02-E40-59
EM2	HEALINGIRAQ_20041225.1330.02-E42-60
EM3	HEALINGIRAQ_20041225.1330.02-E43-61
EM4	HEALINGIRAQ_20041225.1330.02-E44-62
EM5	HEALINGIRAQ_20041225.1330.02-E45-63
EM6	HEALINGIRAQ_20041225.1330.02-E43-64
EM7	HEALINGIRAQ_20041225.1330.02-E46-65
EM8	HEALINGIRAQ_20041225.1330.02-E47-66
EM9	HEALINGIRAQ_20041225.1330.02-E48-67
EM10	HEALINGIRAQ_20041225.1330.02-E49-68
EM11	HEALINGIRAQ_20041225.1330.02-E50-69
EM12	HEALINGIRAQ_20041225.1330.02-E51-70
EM13	HEALINGIRAQ_20041225.1330.02-E52-71
EM14	HEALINGIRAQ_20041225.1330.02-E53-72
EM16	HEALINGIRAQ_20041225.1330.02-E54-73
Q2	HEALINGIRAQ_20041225.1330.02-T1
Q1	HEALINGIRAQ_20041225.1330.02-T2
