CE11	rec.travel.usa-canada_20050128.0121-CE1
EM112	rec.travel.usa-canada_20050128.0121-E4-114
EM114	rec.travel.usa-canada_20050128.0121-E23-115
EM115	rec.travel.usa-canada_20050128.0121-E24-116
EM116	rec.travel.usa-canada_20050128.0121-E38-117
EM118	rec.travel.usa-canada_20050128.0121-E7-118
EM126	rec.travel.usa-canada_20050128.0121-E4-119
EM130	rec.travel.usa-canada_20050128.0121-E7-120
EM133	rec.travel.usa-canada_20050128.0121-E38-121
EM135	rec.travel.usa-canada_20050128.0121-E1-122
EM136	rec.travel.usa-canada_20050128.0121-E38-123
EM138	rec.travel.usa-canada_20050128.0121-E1-124
EM139	rec.travel.usa-canada_20050128.0121-E36-125
EM140	rec.travel.usa-canada_20050128.0121-E36-126
EM142	rec.travel.usa-canada_20050128.0121-E31-127
EM146	rec.travel.usa-canada_20050128.0121-E38-128
EM147	rec.travel.usa-canada_20050128.0121-E2-129
EM148	rec.travel.usa-canada_20050128.0121-E2-130
EM149	rec.travel.usa-canada_20050128.0121-E4-131
EM150	rec.travel.usa-canada_20050128.0121-E2-132
EM151	rec.travel.usa-canada_20050128.0121-E6-133
EM152	rec.travel.usa-canada_20050128.0121-E8-134
EM153	rec.travel.usa-canada_20050128.0121-E6-135
EM155	rec.travel.usa-canada_20050128.0121-E38-136
EM156	rec.travel.usa-canada_20050128.0121-E7-137
EM158	rec.travel.usa-canada_20050128.0121-E7-138
EM165	rec.travel.usa-canada_20050128.0121-E23-139
EM166	rec.travel.usa-canada_20050128.0121-E38-140
EM167	rec.travel.usa-canada_20050128.0121-E7-141
EM169	rec.travel.usa-canada_20050128.0121-E31-142
EM173	rec.travel.usa-canada_20050128.0121-E23-143
EM179	rec.travel.usa-canada_20050128.0121-E4-144
EM79	rec.travel.usa-canada_20050128.0121-E17-145
EM3	rec.travel.usa-canada_20050128.0121-E28-146
EM49	rec.travel.usa-canada_20050128.0121-E26-147
EM56	rec.travel.usa-canada_20050128.0121-E37-148
EM128	rec.travel.usa-canada_20050128.0121-E27-149
EM159	rec.travel.usa-canada_20050128.0121-E29-150
EM141	rec.travel.usa-canada_20050128.0121-E31-151
EM170	rec.travel.usa-canada_20050128.0121-E31-152
EM104	rec.travel.usa-canada_20050128.0121-E14-153
EM162	rec.travel.usa-canada_20050128.0121-E14-154
EM163	rec.travel.usa-canada_20050128.0121-E14-155
EM154	rec.travel.usa-canada_20050128.0121-E8-156
EM4	rec.travel.usa-canada_20050128.0121-E31-157
EM178	rec.travel.usa-canada_20050128.0121-E2-158
EM127	rec.travel.usa-canada_20050128.0121-E2-159
EM1	rec.travel.usa-canada_20050128.0121-E11-160
EM39	rec.travel.usa-canada_20050128.0121-E37-161
EM101	rec.travel.usa-canada_20050128.0121-E37-162
EM46	rec.travel.usa-canada_20050128.0121-E1-163
EM69	rec.travel.usa-canada_20050128.0121-E1-164
EM176	rec.travel.usa-canada_20050128.0121-E36-165
EM6	rec.travel.usa-canada_20050128.0121-E30-166
EM74	rec.travel.usa-canada_20050128.0121-E37-167
EM5	rec.travel.usa-canada_20050128.0121-E32-168
EM7	rec.travel.usa-canada_20050128.0121-E33-169
EM8	rec.travel.usa-canada_20050128.0121-E34-170
EM9	rec.travel.usa-canada_20050128.0121-E35-171
EM10	rec.travel.usa-canada_20050128.0121-E26-172
EM11	rec.travel.usa-canada_20050128.0121-E36-173
EM12	rec.travel.usa-canada_20050128.0121-E26-174
EM13	rec.travel.usa-canada_20050128.0121-E37-175
EM14	rec.travel.usa-canada_20050128.0121-E26-176
EM15	rec.travel.usa-canada_20050128.0121-E37-177
EM17	rec.travel.usa-canada_20050128.0121-E26-178
EM16	rec.travel.usa-canada_20050128.0121-E38-179
EM18	rec.travel.usa-canada_20050128.0121-E28-180
EM19	rec.travel.usa-canada_20050128.0121-E31-181
R1	rec.travel.usa-canada_20050128.0121-R1
R2	rec.travel.usa-canada_20050128.0121-R2
R3	rec.travel.usa-canada_20050128.0121-R3
R4	rec.travel.usa-canada_20050128.0121-R4
R7	rec.travel.usa-canada_20050128.0121-R5
R9	rec.travel.usa-canada_20050128.0121-R6
R14	rec.travel.usa-canada_20050128.0121-R7
R15	rec.travel.usa-canada_20050128.0121-R8
R17	rec.travel.usa-canada_20050128.0121-R9
R20	rec.travel.usa-canada_20050128.0121-R10
R18	rec.travel.usa-canada_20050128.0121-R11
R19	rec.travel.usa-canada_20050128.0121-R12
R21	rec.travel.usa-canada_20050128.0121-R13
R22	rec.travel.usa-canada_20050128.0121-R14
R26	rec.travel.usa-canada_20050128.0121-R15
R24	rec.travel.usa-canada_20050128.0121-R16
R27	rec.travel.usa-canada_20050128.0121-R17
R28	rec.travel.usa-canada_20050128.0121-R18
R29	rec.travel.usa-canada_20050128.0121-R19
R30	rec.travel.usa-canada_20050128.0121-R20
R32	rec.travel.usa-canada_20050128.0121-R21
R31	rec.travel.usa-canada_20050128.0121-R22
R33	rec.travel.usa-canada_20050128.0121-R23
R34	rec.travel.usa-canada_20050128.0121-R24
R35	rec.travel.usa-canada_20050128.0121-R25
R5	rec.travel.usa-canada_20050128.0121-R26
R6	rec.travel.usa-canada_20050128.0121-R27
R8	rec.travel.usa-canada_20050128.0121-R28
R10	rec.travel.usa-canada_20050128.0121-R29
R11	rec.travel.usa-canada_20050128.0121-R30
R12	rec.travel.usa-canada_20050128.0121-R31
R13	rec.travel.usa-canada_20050128.0121-R32
R16	rec.travel.usa-canada_20050128.0121-R33
R23	rec.travel.usa-canada_20050128.0121-R34
R25	rec.travel.usa-canada_20050128.0121-R35
RM24	rec.travel.usa-canada_20050128.0121-R35-1
RM1	rec.travel.usa-canada_20050128.0121-R1-1
RM2	rec.travel.usa-canada_20050128.0121-R2-1
RM3	rec.travel.usa-canada_20050128.0121-R3-1
RM4	rec.travel.usa-canada_20050128.0121-R4-1
RM7	rec.travel.usa-canada_20050128.0121-R5-1
RM9	rec.travel.usa-canada_20050128.0121-R6-1
RM14	rec.travel.usa-canada_20050128.0121-R7-1
RM15	rec.travel.usa-canada_20050128.0121-R8-1
RM17	rec.travel.usa-canada_20050128.0121-R9-1
RM20	rec.travel.usa-canada_20050128.0121-R9-2
RM18	rec.travel.usa-canada_20050128.0121-R11-1
RM19	rec.travel.usa-canada_20050128.0121-R12-1
RM21	rec.travel.usa-canada_20050128.0121-R13-1
RM22	rec.travel.usa-canada_20050128.0121-R7-2
RM26	rec.travel.usa-canada_20050128.0121-R15-1
RM25	rec.travel.usa-canada_20050128.0121-R35-2
RM27	rec.travel.usa-canada_20050128.0121-R35-3
RM28	rec.travel.usa-canada_20050128.0121-R18-1
RM29	rec.travel.usa-canada_20050128.0121-R19-1
RM30	rec.travel.usa-canada_20050128.0121-R20-1
RM32	rec.travel.usa-canada_20050128.0121-R6-2
RM31	rec.travel.usa-canada_20050128.0121-R22-1
RM33	rec.travel.usa-canada_20050128.0121-R23-1
RM34	rec.travel.usa-canada_20050128.0121-R24-1
RM35	rec.travel.usa-canada_20050128.0121-R25-1
RM5	rec.travel.usa-canada_20050128.0121-R26-1
RM6	rec.travel.usa-canada_20050128.0121-R27-1
RM8	rec.travel.usa-canada_20050128.0121-R26-2
RM10	rec.travel.usa-canada_20050128.0121-R29-1
RM11	rec.travel.usa-canada_20050128.0121-R30-1
RM12	rec.travel.usa-canada_20050128.0121-R31-1
RM13	rec.travel.usa-canada_20050128.0121-R32-1
RM16	rec.travel.usa-canada_20050128.0121-R33-1
RM23	rec.travel.usa-canada_20050128.0121-R34-1
V3	rec.travel.usa-canada_20050128.0121-EV1
V4	rec.travel.usa-canada_20050128.0121-EV2
V5	rec.travel.usa-canada_20050128.0121-EV3
V6	rec.travel.usa-canada_20050128.0121-EV4
V8	rec.travel.usa-canada_20050128.0121-EV5
V9	rec.travel.usa-canada_20050128.0121-EV6
V10	rec.travel.usa-canada_20050128.0121-EV7
V11	rec.travel.usa-canada_20050128.0121-EV8
V14	rec.travel.usa-canada_20050128.0121-EV9
V15	rec.travel.usa-canada_20050128.0121-EV10
V7	rec.travel.usa-canada_20050128.0121-EV11
V1	rec.travel.usa-canada_20050128.0121-EV12
V2	rec.travel.usa-canada_20050128.0121-EV13
V12	rec.travel.usa-canada_20050128.0121-EV14
V13	rec.travel.usa-canada_20050128.0121-EV15
VM3	rec.travel.usa-canada_20050128.0121-EV1-1
VM4	rec.travel.usa-canada_20050128.0121-EV2-1
VM5	rec.travel.usa-canada_20050128.0121-EV3-1
VM6	rec.travel.usa-canada_20050128.0121-EV4-1
VM8	rec.travel.usa-canada_20050128.0121-EV5-1
VM9	rec.travel.usa-canada_20050128.0121-EV6-1
VM10	rec.travel.usa-canada_20050128.0121-EV7-1
VM12	rec.travel.usa-canada_20050128.0121-EV8-1
VM15	rec.travel.usa-canada_20050128.0121-EV9-1
VM16	rec.travel.usa-canada_20050128.0121-EV10-1
VM7	rec.travel.usa-canada_20050128.0121-EV11-1
VM1	rec.travel.usa-canada_20050128.0121-EV12-1
VM2	rec.travel.usa-canada_20050128.0121-EV13-1
VM13	rec.travel.usa-canada_20050128.0121-EV14-1
VM14	rec.travel.usa-canada_20050128.0121-EV15-1
Q1	rec.travel.usa-canada_20050128.0121-T1
Q2	rec.travel.usa-canada_20050128.0121-T2
Q3	rec.travel.usa-canada_20050128.0121-T3
Q4	rec.travel.usa-canada_20050128.0121-T4
Q5	rec.travel.usa-canada_20050128.0121-T5
Q6	rec.travel.usa-canada_20050128.0121-T6
Q7	rec.travel.usa-canada_20050128.0121-T7
Q8	rec.travel.usa-canada_20050128.0121-T8
Q9	rec.travel.usa-canada_20050128.0121-T9
Q10	rec.travel.usa-canada_20050128.0121-T10
Q11	rec.travel.usa-canada_20050128.0121-T11
Q12	rec.travel.usa-canada_20050128.0121-T12
Q13	rec.travel.usa-canada_20050128.0121-T13
Q14	rec.travel.usa-canada_20050128.0121-T14
Q15	rec.travel.usa-canada_20050128.0121-T15
Q16	rec.travel.usa-canada_20050128.0121-T16
Q17	rec.travel.usa-canada_20050128.0121-T17
Q18	rec.travel.usa-canada_20050128.0121-T18
Q19	rec.travel.usa-canada_20050128.0121-T19
Q20	rec.travel.usa-canada_20050128.0121-V1
Q21	rec.travel.usa-canada_20050128.0121-V2
Q22	rec.travel.usa-canada_20050128.0121-V3
Q23	rec.travel.usa-canada_20050128.0121-T20
Q24	rec.travel.usa-canada_20050128.0121-V4
Q25	rec.travel.usa-canada_20050128.0121-V5
Q28	rec.travel.usa-canada_20050128.0121-T21
Q29	rec.travel.usa-canada_20050128.0121-T22
Q30	rec.travel.usa-canada_20050128.0121-T23
Q31	rec.travel.usa-canada_20050128.0121-T24
Q32	rec.travel.usa-canada_20050128.0121-T25
Q33	rec.travel.usa-canada_20050128.0121-T26
Q34	rec.travel.usa-canada_20050128.0121-T27
Q35	rec.travel.usa-canada_20050128.0121-V6
Q36	rec.travel.usa-canada_20050128.0121-T28
Q37	rec.travel.usa-canada_20050128.0121-T29
Q38	rec.travel.usa-canada_20050128.0121-T30
Q40	rec.travel.usa-canada_20050128.0121-V7
Q41	rec.travel.usa-canada_20050128.0121-V8
Q42	rec.travel.usa-canada_20050128.0121-V9
Q43	rec.travel.usa-canada_20050128.0121-T31
Q44	rec.travel.usa-canada_20050128.0121-V10
Q45	rec.travel.usa-canada_20050128.0121-V11
Q46	rec.travel.usa-canada_20050128.0121-V12
Q48	rec.travel.usa-canada_20050128.0121-V13
Q47	rec.travel.usa-canada_20050128.0121-V14
Q26	rec.travel.usa-canada_20050128.0121-V15
Q27	rec.travel.usa-canada_20050128.0121-V16
Q39	rec.travel.usa-canada_20050128.0121-T32
QM20	rec.travel.usa-canada_20050128.0121-V1-1
QM21	rec.travel.usa-canada_20050128.0121-V2-1
QM22	rec.travel.usa-canada_20050128.0121-V3-1
QM24	rec.travel.usa-canada_20050128.0121-V4-1
QM25	rec.travel.usa-canada_20050128.0121-V5-1
QM35	rec.travel.usa-canada_20050128.0121-V6-1
QM40	rec.travel.usa-canada_20050128.0121-V7-1
QM41	rec.travel.usa-canada_20050128.0121-V8-1
QM42	rec.travel.usa-canada_20050128.0121-V9-1
QM44	rec.travel.usa-canada_20050128.0121-V10-1
QM45	rec.travel.usa-canada_20050128.0121-V11-1
QM46	rec.travel.usa-canada_20050128.0121-V12-1
QM48	rec.travel.usa-canada_20050128.0121-V13-1
QM47	rec.travel.usa-canada_20050128.0121-V14-1
QM26	rec.travel.usa-canada_20050128.0121-V15-1
QM27	rec.travel.usa-canada_20050128.0121-V16-1
