CE12	rec.music.phish_20041215.1554-CE1
E11	rec.music.phish_20041215.1554-E28
E12	rec.music.phish_20041215.1554-E29
EM1	rec.music.phish_20041215.1554-E18-1
EM19	rec.music.phish_20041215.1554-E1-2
EM20	rec.music.phish_20041215.1554-E21-3
EM21	rec.music.phish_20041215.1554-E2-4
EM22	rec.music.phish_20041215.1554-E3-5
EM24	rec.music.phish_20041215.1554-E18-6
EM23	rec.music.phish_20041215.1554-E24-7
EM26	rec.music.phish_20041215.1554-E3-8
EM27	rec.music.phish_20041215.1554-E24-9
EM28	rec.music.phish_20041215.1554-E2-10
EM29	rec.music.phish_20041215.1554-E22-11
EM30	rec.music.phish_20041215.1554-E4-12
EM31	rec.music.phish_20041215.1554-E5-13
EM33	rec.music.phish_20041215.1554-E6-14
EM34	rec.music.phish_20041215.1554-E19-15
EM35	rec.music.phish_20041215.1554-E18-16
EM36	rec.music.phish_20041215.1554-E7-17
EM37	rec.music.phish_20041215.1554-E21-18
EM38	rec.music.phish_20041215.1554-E21-19
EM39	rec.music.phish_20041215.1554-E8-20
EM40	rec.music.phish_20041215.1554-E21-21
EM41	rec.music.phish_20041215.1554-E9-22
EM42	rec.music.phish_20041215.1554-E10-23
EM43	rec.music.phish_20041215.1554-E17-24
EM44	rec.music.phish_20041215.1554-E7-25
EM45	rec.music.phish_20041215.1554-E11-26
EM46	rec.music.phish_20041215.1554-E11-27
EM47	rec.music.phish_20041215.1554-E19-28
EM48	rec.music.phish_20041215.1554-E12-29
EM49	rec.music.phish_20041215.1554-E13-30
EM50	rec.music.phish_20041215.1554-E13-31
EM52	rec.music.phish_20041215.1554-E14-32
EM53	rec.music.phish_20041215.1554-E7-33
EM54	rec.music.phish_20041215.1554-E19-34
EM55	rec.music.phish_20041215.1554-E7-35
EM56	rec.music.phish_20041215.1554-E7-36
EM57	rec.music.phish_20041215.1554-E20-37
EM58	rec.music.phish_20041215.1554-E15-38
EM59	rec.music.phish_20041215.1554-E15-39
EM60	rec.music.phish_20041215.1554-E16-40
EM61	rec.music.phish_20041215.1554-E16-41
EM51	rec.music.phish_20041215.1554-E13-42
EM25	rec.music.phish_20041215.1554-E24-43
EM32	rec.music.phish_20041215.1554-E24-44
EM2	rec.music.phish_20041215.1554-E18-45
EM3	rec.music.phish_20041215.1554-E19-46
EM4	rec.music.phish_20041215.1554-E20-47
EM5	rec.music.phish_20041215.1554-E21-48
EM6	rec.music.phish_20041215.1554-E22-49
EM7	rec.music.phish_20041215.1554-E20-50
EM8	rec.music.phish_20041215.1554-E23-51
EM9	rec.music.phish_20041215.1554-E25-52
EM10	rec.music.phish_20041215.1554-E26-53
EM11	rec.music.phish_20041215.1554-E27-54
EM12	rec.music.phish_20041215.1554-E28-55
EM13	rec.music.phish_20041215.1554-E28-56
EM14	rec.music.phish_20041215.1554-E19-57
EM15	rec.music.phish_20041215.1554-E29-58
EM16	rec.music.phish_20041215.1554-E20-59
EM17	rec.music.phish_20041215.1554-E28-60
EM18	rec.music.phish_20041215.1554-E20-61
R4	rec.music.phish_20041215.1554-R1
R1	rec.music.phish_20041215.1554-R2
R2	rec.music.phish_20041215.1554-R3
R4	rec.music.phish_20041215.1554-R4
R3	rec.music.phish_20041215.1554-R5
R5	rec.music.phish_20041215.1554-R6
RM1	rec.music.phish_20041215.1554-R2-1
RM2	rec.music.phish_20041215.1554-R3-1
RM4	rec.music.phish_20041215.1554-R4-1
RM5	rec.music.phish_20041215.1554-R4-2
RM3	rec.music.phish_20041215.1554-R5-1
RM6	rec.music.phish_20041215.1554-R6-1
V1	rec.music.phish_20041215.1554-EV1
V2	rec.music.phish_20041215.1554-EV2
V3	rec.music.phish_20041215.1554-EV3
V4	rec.music.phish_20041215.1554-EV4
V5	rec.music.phish_20041215.1554-EV5
VM1	rec.music.phish_20041215.1554-EV1-1
VM2	rec.music.phish_20041215.1554-EV2-1
VM3	rec.music.phish_20041215.1554-EV3-1
VM4	rec.music.phish_20041215.1554-EV4-1
VM5	rec.music.phish_20041215.1554-EV5-1
Q1	rec.music.phish_20041215.1554-T1
Q3	rec.music.phish_20041215.1554-T2
Q2	rec.music.phish_20041215.1554-T3
Q4	rec.music.phish_20041215.1554-T4
Q5	rec.music.phish_20041215.1554-T5
Q6	rec.music.phish_20041215.1554-T6
